state,state_code,date,cases,deaths
Georgia,GA,2020-05-15,36772,1588
Georgia,GA,2020-05-16,37212,1598
Georgia,GA,2020-05-17,37579,1610
Georgia,GA,2020-05-18,38283,1649
Georgia,GA,2020-05-19,38855,1675
Georgia,GA,2020-05-20,39801,1697
Georgia,GA,2020-05-21,40663,1775
Georgia,GA,2020-05-22,41482,1808
Georgia,GA,2020-05-23,42242,1822
Georgia,GA,2020-05-24,42902,1827
Georgia,GA,2020-05-25,43400,1848
Georgia,GA,2020-05-26,43983,1896
Georgia,GA,2020-05-27,44638,1933
Georgia,GA,2020-05-28,45266,1973
Georgia,GA,2020-05-29,45881,1987
Georgia,GA,2020-05-30,46331,2004
Georgia,GA,2020-05-31,47063,2053
Georgia,GA,2020-06-01,47902,2094
Georgia,GA,2020-06-02,48207,2102
Georgia,GA,2020-06-03,48894,2123
Georgia,GA,2020-06-04,49859,2149
Georgia,GA,2020-06-05,50621,2174
Georgia,GA,2020-06-06,51359,2178
Georgia,GA,2020-06-07,51898,2180
Georgia,GA,2020-06-08,52497,2208
Georgia,GA,2020-06-09,53249,2285
Georgia,GA,2020-06-10,53980,2329
Georgia,GA,2020-06-11,54973,2375
Georgia,GA,2020-06-12,55783,2418
Georgia,GA,2020-06-13,56804,2447
Georgia,GA,2020-06-14,57681,2451
Georgia,GA,2020-06-15,58414,2494
Georgia,GA,2020-06-16,59078,2529
Georgia,GA,2020-06-17,60030,2575
Georgia,GA,2020-06-18,60912,2605
Georgia,GA,2020-06-19,62009,2636
Georgia,GA,2020-06-20,63809,2642
Georgia,GA,2020-06-21,64701,2643
Georgia,GA,2020-06-22,65928,2648
Georgia,GA,2020-06-23,67810,2695
Georgia,GA,2020-06-24,69381,2698
Georgia,GA,2020-06-25,71095,2745
Georgia,GA,2020-06-26,72995,2770
Georgia,GA,2020-06-27,74985,2776
Georgia,GA,2020-06-28,77210,2778
Georgia,GA,2020-06-29,79417,2784
Georgia,GA,2020-06-30,81291,2805
Georgia,GA,2020-07-01,84242,2827
Georgia,GA,2020-07-02,87709,2849
Georgia,GA,2020-07-03,90493,2857
Georgia,GA,2020-07-04,93319,2857
Georgia,GA,2020-07-05,95516,2860
Georgia,GA,2020-07-06,97064,2878
Georgia,GA,2020-07-07,100470,2899
Georgia,GA,2020-07-08,103890,2922
Georgia,GA,2020-07-09,106727,2930
Georgia,GA,2020-07-10,111217,2965
Georgia,GA,2020-07-11,114401,2996
Georgia,GA,2020-07-12,116935,3003
Georgia,GA,2020-07-13,120572,3026
Georgia,GA,2020-07-14,123963,3054
Georgia,GA,2020-07-15,127838,3091
Georgia,GA,2020-07-16,131287,3105
Georgia,GA,2020-07-17,135192,3132
Georgia,GA,2020-07-18,139880,3169
Georgia,GA,2020-07-19,143129,3174
Georgia,GA,2020-07-20,145582,3177
Georgia,GA,2020-07-21,148988,3254
Georgia,GA,2020-07-22,152302,3335
Georgia,GA,2020-07-23,156607,3361
Georgia,GA,2020-07-24,161420,3443
Georgia,GA,2020-07-25,165188,3494
Georgia,GA,2020-07-26,167953,3498
Georgia,GA,2020-07-27,170843,3509
Georgia,GA,2020-07-28,175052,3563
Georgia,GA,2020-07-29,178323,3642
Georgia,GA,2020-07-30,182286,3671
Georgia,GA,2020-07-31,186352,3752
Georgia,GA,2020-08-01,190012,3825
Georgia,GA,2020-08-02,193177,3840
Georgia,GA,2020-08-03,195435,3842
Georgia,GA,2020-08-04,197948,3921
Georgia,GA,2020-08-05,201713,3984
Georgia,GA,2020-08-06,204895,4026
Georgia,GA,2020-08-07,209004,4117
Georgia,GA,2020-08-08,213427,4186
Georgia,GA,2020-08-09,216596,4199
Georgia,GA,2020-08-10,219025,4229
Georgia,GA,2020-08-11,222588,4351
Georgia,GA,2020-08-12,226153,4456
Georgia,GA,2020-08-13,228668,4538
Georgia,GA,2020-08-14,231895,4573
Georgia,GA,2020-08-15,235168,4669
Georgia,GA,2020-08-16,237030,4702
Georgia,GA,2020-08-17,238861,4727
Georgia,GA,2020-08-18,241677,4794
Georgia,GA,2020-08-19,243982,4849
Georgia,GA,2020-08-20,246741,4904
Georgia,GA,2020-08-21,249630,4998
Georgia,GA,2020-08-22,252222,5092
Georgia,GA,2020-08-23,253949,5132
Georgia,GA,2020-08-24,256253,5156
Georgia,GA,2020-08-25,258354,5262
Georgia,GA,2020-08-26,260590,5311
Georgia,GA,2020-08-27,263074,5393
Georgia,GA,2020-08-28,265372,5471
Georgia,GA,2020-08-29,267758,5576
Georgia,GA,2020-08-30,268973,5604
Georgia,GA,2020-08-31,270471,5633
Georgia,GA,2020-09-01,272697,5733
Georgia,GA,2020-09-02,274613,5795
Georgia,GA,2020-09-03,277288,5868
Georgia,GA,2020-09-04,279354,5931
Georgia,GA,2020-09-05,281548,5977
Georgia,GA,2020-09-06,283199,6037
Georgia,GA,2020-09-07,283807,6044
Georgia,GA,2020-09-08,285350,6070
Georgia,GA,2020-09-09,287300,6128
Georgia,GA,2020-09-10,289123,6204
Georgia,GA,2020-09-11,290781,6246
Georgia,GA,2020-09-12,292905,6287
Georgia,GA,2020-09-13,294314,6333
Georgia,GA,2020-09-14,295337,6353
Georgia,GA,2020-09-15,296994,6397
Georgia,GA,2020-09-16,299056,6419
Georgia,GA,2020-09-17,300903,6474
Georgia,GA,2020-09-18,302854,6536
Georgia,GA,2020-09-19,305021,6599
Georgia,GA,2020-09-20,306155,6602
Georgia,GA,2020-09-21,307339,6604
Georgia,GA,2020-09-22,308294,6673
Georgia,GA,2020-09-23,310161,6769
Georgia,GA,2020-09-24,311698,6816
Georgia,GA,2020-09-25,312514,6874
Georgia,GA,2020-09-26,313873,6914
Georgia,GA,2020-09-27,314685,6946
Georgia,GA,2020-09-28,315281,6961
Georgia,GA,2020-09-29,316306,6994
Georgia,GA,2020-09-30,318026,7021
Georgia,GA,2020-10-01,319359,7063
Georgia,GA,2020-10-02,320634,7106
Georgia,GA,2020-10-03,322169,7133
Georgia,GA,2020-10-04,322925,7162
Georgia,GA,2020-10-05,323714,7192
Georgia,GA,2020-10-06,324650,7229
Georgia,GA,2020-10-07,326142,7259
Georgia,GA,2020-10-08,327407,7294
Georgia,GA,2020-10-09,329032,7348
Georgia,GA,2020-10-10,330269,7393
Georgia,GA,2020-10-11,331409,7416
Georgia,GA,2020-10-12,332311,7429
Georgia,GA,2020-10-13,333304,7454
Georgia,GA,2020-10-14,334601,7470
Georgia,GA,2020-10-15,336241,7492
Georgia,GA,2020-10-16,337850,7556
Georgia,GA,2020-10-17,339384,7607
Georgia,GA,2020-10-18,340558,7638
Georgia,GA,2020-10-19,341310,7657
Georgia,GA,2020-10-20,342438,7674
Georgia,GA,2020-10-21,343750,7704
Georgia,GA,2020-10-22,345535,7729
Georgia,GA,2020-10-23,347759,7766
Georgia,GA,2020-10-24,349605,7808
Georgia,GA,2020-10-25,350923,7809
Georgia,GA,2020-10-26,351881,7827
Georgia,GA,2020-10-27,353372,7844
Georgia,GA,2020-10-28,355025,7876
Georgia,GA,2020-10-29,356848,7923
Georgia,GA,2020-10-30,358225,7955
Georgia,GA,2020-10-31,360790,7979
Georgia,GA,2020-11-01,361982,7981
Georgia,GA,2020-11-02,362921,7999
Georgia,GA,2020-11-03,394526,8479
Georgia,GA,2020-11-04,397137,8522
Georgia,GA,2020-11-05,399625,8578
Georgia,GA,2020-11-06,402427,8608
Georgia,GA,2020-11-07,405037,8647
Georgia,GA,2020-11-08,406061,8648
Georgia,GA,2020-11-09,407333,8677
Georgia,GA,2020-11-10,411652,8730
Georgia,GA,2020-11-11,413894,8806
Georgia,GA,2020-11-12,416876,8881
Georgia,GA,2020-11-13,419870,8905
Georgia,GA,2020-11-14,422905,8956
Georgia,GA,2020-11-15,424989,8957
Georgia,GA,2020-11-16,426236,8967
Georgia,GA,2020-11-17,430571,9008
Georgia,GA,2020-11-18,433732,9065
Georgia,GA,2020-11-19,437156,9102
Georgia,GA,2020-11-20,440591,9142
Georgia,GA,2020-11-21,446804,9179
Georgia,GA,2020-11-22,449132,9198
Georgia,GA,2020-11-23,451056,9215
Georgia,GA,2020-11-24,454732,9221
Georgia,GA,2020-11-25,457909,9297
Georgia,GA,2020-11-26,461517,9336
Georgia,GA,2020-11-27,464526,9380
Georgia,GA,2020-11-28,467564,9424
Georgia,GA,2020-11-29,469516,9442
Georgia,GA,2020-11-30,471563,9452
Georgia,GA,2020-12-01,476405,9515
Georgia,GA,2020-12-02,482139,9567
Georgia,GA,2020-12-03,487978,9648
Georgia,GA,2020-12-04,494354,9725
Georgia,GA,2020-12-05,499371,9793
Georgia,GA,2020-12-06,501405,9806
Georgia,GA,2020-12-07,506690,9851
Georgia,GA,2020-12-08,512267,9873
Georgia,GA,2020-12-09,517779,9921
Hawaii,HI,2020-01-22,0,0
Hawaii,HI,2020-01-23,0,0
Hawaii,HI,2020-01-24,0,0
Hawaii,HI,2020-01-25,0,0
Hawaii,HI,2020-01-26,0,0
Hawaii,HI,2020-01-27,0,0
Hawaii,HI,2020-01-28,0,0
Hawaii,HI,2020-01-29,0,0
Hawaii,HI,2020-01-30,0,0
Hawaii,HI,2020-01-31,0,0
Hawaii,HI,2020-02-01,0,0
Hawaii,HI,2020-02-02,0,0
Hawaii,HI,2020-02-03,0,0
Hawaii,HI,2020-02-04,0,0
Hawaii,HI,2020-02-05,0,0
Hawaii,HI,2020-02-06,0,0
Hawaii,HI,2020-02-07,0,0
Hawaii,HI,2020-02-08,0,0
Hawaii,HI,2020-02-09,0,0
Hawaii,HI,2020-02-10,0,0
Hawaii,HI,2020-02-11,0,0
Hawaii,HI,2020-02-12,0,0
Hawaii,HI,2020-02-13,0,0
Hawaii,HI,2020-02-14,0,0
Hawaii,HI,2020-02-15,0,0
Hawaii,HI,2020-02-16,0,0
Hawaii,HI,2020-02-17,0,0
Hawaii,HI,2020-02-18,0,0
Hawaii,HI,2020-02-19,0,0
Hawaii,HI,2020-02-20,0,0
Hawaii,HI,2020-02-21,0,0
Hawaii,HI,2020-02-22,0,0
Hawaii,HI,2020-02-23,0,0
Hawaii,HI,2020-02-24,0,0
Hawaii,HI,2020-02-25,0,0
Hawaii,HI,2020-02-26,0,0
Hawaii,HI,2020-02-27,0,0
Hawaii,HI,2020-02-28,0,0
Hawaii,HI,2020-02-29,0,0
Hawaii,HI,2020-03-01,0,0
Hawaii,HI,2020-03-02,0,0
Hawaii,HI,2020-03-03,0,0
Hawaii,HI,2020-03-04,0,0
Hawaii,HI,2020-03-05,0,0
Hawaii,HI,2020-03-06,0,0
Hawaii,HI,2020-03-07,1,0
Hawaii,HI,2020-03-08,1,0
Hawaii,HI,2020-03-09,1,0
Hawaii,HI,2020-03-10,3,0
Hawaii,HI,2020-03-11,2,0
Hawaii,HI,2020-03-12,2,0
Hawaii,HI,2020-03-13,2,0
Hawaii,HI,2020-03-14,4,0
Hawaii,HI,2020-03-15,6,0
Hawaii,HI,2020-03-16,8,0
Hawaii,HI,2020-03-17,10,0
Hawaii,HI,2020-03-18,15,0
Hawaii,HI,2020-03-19,25,0
Hawaii,HI,2020-03-20,36,0
Hawaii,HI,2020-03-21,36,0
Hawaii,HI,2020-03-22,53,0
Hawaii,HI,2020-03-23,56,0
Hawaii,HI,2020-03-24,90,1
Hawaii,HI,2020-03-25,91,0
Hawaii,HI,2020-03-26,95,0
Hawaii,HI,2020-03-27,106,0
Hawaii,HI,2020-03-28,149,0
Hawaii,HI,2020-03-29,149,0
Hawaii,HI,2020-03-30,175,0
Hawaii,HI,2020-03-31,204,0
Hawaii,HI,2020-04-01,224,1
Hawaii,HI,2020-04-02,256,1
Hawaii,HI,2020-04-03,319,3
Hawaii,HI,2020-04-04,351,3
Hawaii,HI,2020-04-05,371,4
Hawaii,HI,2020-04-06,387,5
Hawaii,HI,2020-04-07,410,5
Hawaii,HI,2020-04-08,410,5
Hawaii,HI,2020-04-09,442,6
Hawaii,HI,2020-04-10,442,6
Hawaii,HI,2020-04-11,465,8
Hawaii,HI,2020-04-12,499,9
Hawaii,HI,2020-04-13,504,9
Hawaii,HI,2020-04-14,511,9
Hawaii,HI,2020-04-15,524,9
Hawaii,HI,2020-04-16,530,9
Hawaii,HI,2020-04-17,541,9
Hawaii,HI,2020-04-18,574,9
Hawaii,HI,2020-04-19,580,10
Hawaii,HI,2020-04-20,584,10
Hawaii,HI,2020-04-21,586,10
Hawaii,HI,2020-04-22,592,12
Hawaii,HI,2020-04-23,596,12
Hawaii,HI,2020-04-24,601,13
Hawaii,HI,2020-04-25,605,13
Hawaii,HI,2020-04-26,606,14
Hawaii,HI,2020-04-27,607,16
Hawaii,HI,2020-04-28,609,16
Hawaii,HI,2020-04-29,613,16
Hawaii,HI,2020-04-30,618,16
Hawaii,HI,2020-05-01,619,16
Hawaii,HI,2020-05-02,620,16
Hawaii,HI,2020-05-03,620,17
Hawaii,HI,2020-05-04,621,17
Hawaii,HI,2020-05-05,625,17
Hawaii,HI,2020-05-06,626,17
Hawaii,HI,2020-05-07,629,17
Hawaii,HI,2020-05-08,629,17
Hawaii,HI,2020-05-09,631,17
Hawaii,HI,2020-05-10,632,17
Hawaii,HI,2020-05-11,634,17
Hawaii,HI,2020-05-12,635,17
Hawaii,HI,2020-05-13,638,17
Hawaii,HI,2020-05-14,637,17
Hawaii,HI,2020-05-15,638,17
Hawaii,HI,2020-05-16,639,17
Hawaii,HI,2020-05-17,640,17
Hawaii,HI,2020-05-18,640,17
Hawaii,HI,2020-05-19,641,17
Hawaii,HI,2020-05-20,643,17
Hawaii,HI,2020-05-21,647,17
Hawaii,HI,2020-05-22,642,17
Hawaii,HI,2020-05-23,643,17
Hawaii,HI,2020-05-24,643,17
Hawaii,HI,2020-05-25,643,17
Hawaii,HI,2020-05-26,643,17
Hawaii,HI,2020-05-27,644,17
Hawaii,HI,2020-05-28,647,17
Hawaii,HI,2020-05-29,649,17
Hawaii,HI,2020-05-30,651,17
Hawaii,HI,2020-05-31,652,17
Hawaii,HI,2020-06-01,652,17
Hawaii,HI,2020-06-02,653,17
Hawaii,HI,2020-06-03,653,17
Hawaii,HI,2020-06-04,655,17
Hawaii,HI,2020-06-05,664,17
Hawaii,HI,2020-06-06,673,17
Hawaii,HI,2020-06-07,675,17
Hawaii,HI,2020-06-08,676,17
Hawaii,HI,2020-06-09,682,17
Hawaii,HI,2020-06-10,685,17
Hawaii,HI,2020-06-11,692,17
Hawaii,HI,2020-06-12,706,17
Hawaii,HI,2020-06-13,723,17
Hawaii,HI,2020-06-14,728,17
Hawaii,HI,2020-06-15,736,17
Hawaii,HI,2020-06-16,736,17
Hawaii,HI,2020-06-17,744,17
Hawaii,HI,2020-06-18,762,17
Hawaii,HI,2020-06-19,789,17
Hawaii,HI,2020-06-20,789,17
Hawaii,HI,2020-06-21,814,17
Hawaii,HI,2020-06-22,816,17
Hawaii,HI,2020-06-23,819,17
Hawaii,HI,2020-06-24,835,17
Hawaii,HI,2020-06-25,851,17
Hawaii,HI,2020-06-26,866,17
Hawaii,HI,2020-06-27,872,18
Hawaii,HI,2020-06-28,899,18
Hawaii,HI,2020-06-29,900,18
Hawaii,HI,2020-06-30,917,18
Hawaii,HI,2020-07-01,926,18
Hawaii,HI,2020-07-02,946,18
Hawaii,HI,2020-07-03,975,19
Hawaii,HI,2020-07-04,999,19
Hawaii,HI,2020-07-05,1023,19
Hawaii,HI,2020-07-06,1030,19
Hawaii,HI,2020-07-07,1071,19
Hawaii,HI,2020-07-08,1094,19
Hawaii,HI,2020-07-09,1130,19
Hawaii,HI,2020-07-10,1158,19
Hawaii,HI,2020-07-11,1200,19
Hawaii,HI,2020-07-12,1220,19
Hawaii,HI,2020-07-13,1243,22
Hawaii,HI,2020-07-14,1264,22
Hawaii,HI,2020-07-15,1292,22
Hawaii,HI,2020-07-16,1311,22
Hawaii,HI,2020-07-17,1334,23
Hawaii,HI,2020-07-18,1354,24
Hawaii,HI,2020-07-19,1381,24
Hawaii,HI,2020-07-20,1393,24
Hawaii,HI,2020-07-21,1418,24
Hawaii,HI,2020-07-22,1435,25
Hawaii,HI,2020-07-23,1490,26
Hawaii,HI,2020-07-24,1549,26
Hawaii,HI,2020-07-25,1620,26
Hawaii,HI,2020-07-26,1683,26
Hawaii,HI,2020-07-27,1711,26
Hawaii,HI,2020-07-28,1757,26
Hawaii,HI,2020-07-29,1865,26
Hawaii,HI,2020-07-30,1989,26
Hawaii,HI,2020-07-31,2111,26
Hawaii,HI,2020-08-01,2197,26
Hawaii,HI,2020-08-02,2242,26
Hawaii,HI,2020-08-03,2448,26
Hawaii,HI,2020-08-04,2591,27
Hawaii,HI,2020-08-05,2763,27
Hawaii,HI,2020-08-06,2914,29
Hawaii,HI,2020-08-07,3115,31
Hawaii,HI,2020-08-08,3346,31
Hawaii,HI,2020-08-09,3498,31
Hawaii,HI,2020-08-10,3638,34
Hawaii,HI,2020-08-11,3756,34
Hawaii,HI,2020-08-12,3958,38
Hawaii,HI,2020-08-13,4312,40
Hawaii,HI,2020-08-14,4543,40
Hawaii,HI,2020-08-15,4825,40
Hawaii,HI,2020-08-16,5042,40
Hawaii,HI,2020-08-17,5215,40
Hawaii,HI,2020-08-18,5349,41
Hawaii,HI,2020-08-19,5609,42
Hawaii,HI,2020-08-20,5844,45
Hawaii,HI,2020-08-21,6072,46
Hawaii,HI,2020-08-22,6356,47
Hawaii,HI,2020-08-23,6600,47
Hawaii,HI,2020-08-24,6769,49
Hawaii,HI,2020-08-25,6984,49
Hawaii,HI,2020-08-26,7260,51
Hawaii,HI,2020-08-27,7566,55
Hawaii,HI,2020-08-28,7830,59
Hawaii,HI,2020-08-29,8139,62
Hawaii,HI,2020-08-30,8339,63
Hawaii,HI,2020-08-31,8472,70
Hawaii,HI,2020-09-01,8653,74
Hawaii,HI,2020-09-02,8991,75
Hawaii,HI,2020-09-03,9202,79
Hawaii,HI,2020-09-04,9473,81
Hawaii,HI,2020-09-05,9693,84
Hawaii,HI,2020-09-06,9855,85
Hawaii,HI,2020-09-07,9959,86
Hawaii,HI,2020-09-08,10025,88
Hawaii,HI,2020-09-09,10123,91
Hawaii,HI,2020-09-10,10292,94
Hawaii,HI,2020-09-11,10593,96
Hawaii,HI,2020-09-12,10722,97
Hawaii,HI,2020-09-13,10834,99
Hawaii,HI,2020-09-14,10913,99
Hawaii,HI,2020-09-15,10978,100
Hawaii,HI,2020-09-16,11080,103
Hawaii,HI,2020-09-17,11239,107
Hawaii,HI,2020-09-18,11376,120
Hawaii,HI,2020-09-19,11485,120
Hawaii,HI,2020-09-20,11562,120
Hawaii,HI,2020-09-21,11618,120
Hawaii,HI,2020-09-22,11681,120
Hawaii,HI,2020-09-23,11848,122
Hawaii,HI,2020-09-24,11938,124
Hawaii,HI,2020-09-25,12078,127
Hawaii,HI,2020-09-26,12205,131
Hawaii,HI,2020-09-27,12303,132
Hawaii,HI,2020-09-28,12390,132
Hawaii,HI,2020-09-29,12477,134
Hawaii,HI,2020-09-30,12597,136
Hawaii,HI,2020-10-01,12702,139
Hawaii,HI,2020-10-02,12788,142
Hawaii,HI,2020-10-03,12921,153
Hawaii,HI,2020-10-04,12991,156
Hawaii,HI,2020-10-05,13041,157
Hawaii,HI,2020-10-06,13124,160
Hawaii,HI,2020-10-07,13232,163
Hawaii,HI,2020-10-08,13333,164
Hawaii,HI,2020-10-09,13494,166
Hawaii,HI,2020-10-10,13565,168
Hawaii,HI,2020-10-11,13666,169
Hawaii,HI,2020-10-12,13708,169
Hawaii,HI,2020-10-13,13769,173
Hawaii,HI,2020-10-14,13868,183
Hawaii,HI,2020-10-15,13958,184
Hawaii,HI,2020-10-16,14047,185
Hawaii,HI,2020-10-17,14143,186
Hawaii,HI,2020-10-18,14225,187
Hawaii,HI,2020-10-19,14262,187
Hawaii,HI,2020-10-20,14350,189
Hawaii,HI,2020-10-21,14427,203
Hawaii,HI,2020-10-22,14529,206
Hawaii,HI,2020-10-23,14669,209
Hawaii,HI,2020-10-24,14758,212
Hawaii,HI,2020-10-25,14877,212
Hawaii,HI,2020-10-26,14914,212
Hawaii,HI,2020-10-27,14978,215
Hawaii,HI,2020-10-28,15039,213
Hawaii,HI,2020-10-29,15116,215
Hawaii,HI,2020-10-30,15216,216
Hawaii,HI,2020-10-31,15284,219
Hawaii,HI,2020-11-01,15367,219
Hawaii,HI,2020-11-02,15444,219
Hawaii,HI,2020-11-03,15531,219
Hawaii,HI,2020-11-04,15686,219
Hawaii,HI,2020-11-05,15785,219
Hawaii,HI,2020-11-06,15923,219
Hawaii,HI,2020-11-07,16051,220
Hawaii,HI,2020-11-08,16179,221
Hawaii,HI,2020-11-09,16242,221
Hawaii,HI,2020-11-10,16320,222
Hawaii,HI,2020-11-11,16437,222
Hawaii,HI,2020-11-12,16534,222
Hawaii,HI,2020-11-13,16652,222
Hawaii,HI,2020-11-14,16759,222
Hawaii,HI,2020-11-15,16759,222
Hawaii,HI,2020-11-16,16853,222
Hawaii,HI,2020-11-17,16905,222
Hawaii,HI,2020-11-18,16974,223
Hawaii,HI,2020-11-19,17081,223
Hawaii,HI,2020-11-20,17199,224
Hawaii,HI,2020-11-21,17361,231
Hawaii,HI,2020-11-22,17483,233
Hawaii,HI,2020-11-23,17596,233
Hawaii,HI,2020-11-24,17656,233
Hawaii,HI,2020-11-25,17764,235
Hawaii,HI,2020-11-26,17881,237
Hawaii,HI,2020-11-27,18006,240
Hawaii,HI,2020-11-28,18082,240
Hawaii,HI,2020-11-29,18138,244
Hawaii,HI,2020-11-30,18223,244
Hawaii,HI,2020-12-01,18266,244
Hawaii,HI,2020-12-02,18342,244
Hawaii,HI,2020-12-03,18484,246
Hawaii,HI,2020-12-04,18605,256
Hawaii,HI,2020-12-05,18738,261
Hawaii,HI,2020-12-06,18842,262
Hawaii,HI,2020-12-07,18923,262
Hawaii,HI,2020-12-08,18976,262
Hawaii,HI,2020-12-09,19056,266
Idaho,ID,2020-01-22,0,0
Idaho,ID,2020-01-23,0,0
Idaho,ID,2020-01-24,0,0
Idaho,ID,2020-01-25,0,0
Idaho,ID,2020-01-26,0,0
Idaho,ID,2020-01-27,0,0
Idaho,ID,2020-01-28,0,0
Idaho,ID,2020-01-29,0,0
Idaho,ID,2020-01-30,0,0
Idaho,ID,2020-01-31,0,0
Idaho,ID,2020-02-01,0,0
Idaho,ID,2020-02-02,0,0
Idaho,ID,2020-02-03,0,0
Idaho,ID,2020-02-04,0,0
Idaho,ID,2020-02-05,0,0
Idaho,ID,2020-02-06,0,0
Idaho,ID,2020-02-07,0,0
Idaho,ID,2020-02-08,0,0
Idaho,ID,2020-02-09,0,0
Idaho,ID,2020-02-10,0,0
Idaho,ID,2020-02-11,0,0
Idaho,ID,2020-02-12,0,0
Idaho,ID,2020-02-13,0,0
Idaho,ID,2020-02-14,0,0
Idaho,ID,2020-02-15,0,0
Idaho,ID,2020-02-16,0,0
Idaho,ID,2020-02-17,0,0
Idaho,ID,2020-02-18,0,0
Idaho,ID,2020-02-19,0,0
Idaho,ID,2020-02-20,0,0
Idaho,ID,2020-02-21,0,0
Idaho,ID,2020-02-22,0,0
Idaho,ID,2020-02-23,0,0
Idaho,ID,2020-02-24,0,0
Idaho,ID,2020-02-25,0,0
Idaho,ID,2020-02-26,0,0
Idaho,ID,2020-02-27,0,0
Idaho,ID,2020-02-28,0,0
Idaho,ID,2020-02-29,0,0
Idaho,ID,2020-03-01,0,0
Idaho,ID,2020-03-02,0,0
Idaho,ID,2020-03-03,0,0
Idaho,ID,2020-03-04,0,0
Idaho,ID,2020-03-05,0,0
Idaho,ID,2020-03-06,0,0
Idaho,ID,2020-03-07,0,0
Idaho,ID,2020-03-08,0,0
Idaho,ID,2020-03-09,0,0
Idaho,ID,2020-03-10,0,0
Idaho,ID,2020-03-11,0,0
Idaho,ID,2020-03-12,0,0
Idaho,ID,2020-03-13,1,0
Idaho,ID,2020-03-14,2,0
Idaho,ID,2020-03-15,4,0
Idaho,ID,2020-03-16,4,0
Idaho,ID,2020-03-17,8,0
Idaho,ID,2020-03-18,9,0
Idaho,ID,2020-03-19,23,0
Idaho,ID,2020-03-20,36,0
Idaho,ID,2020-03-21,42,0
Idaho,ID,2020-03-22,42,0
Idaho,ID,2020-03-23,68,0
Idaho,ID,2020-03-24,81,0
Idaho,ID,2020-03-25,91,0
Idaho,ID,2020-03-26,146,3
Idaho,ID,2020-03-27,205,3
Idaho,ID,2020-03-28,234,4
Idaho,ID,2020-03-29,281,5
Idaho,ID,2020-03-30,340,6
Idaho,ID,2020-03-31,515,8
Idaho,ID,2020-04-01,566,9
Idaho,ID,2020-04-02,776,9
Idaho,ID,2020-04-03,891,9
Idaho,ID,2020-04-04,1022,10
Idaho,ID,2020-04-05,1078,10
Idaho,ID,2020-04-06,1101,10
Idaho,ID,2020-04-07,1170,13
Idaho,ID,2020-04-08,1210,15
Idaho,ID,2020-04-09,1232,18
Idaho,ID,2020-04-10,1354,24
Idaho,ID,2020-04-11,1396,25
Idaho,ID,2020-04-12,1407,27
Idaho,ID,2020-04-13,1426,27
Idaho,ID,2020-04-14,1464,33
Idaho,ID,2020-04-15,1473,39
Idaho,ID,2020-04-16,1587,41
Idaho,ID,2020-04-17,1609,41
Idaho,ID,2020-04-18,1655,43
Idaho,ID,2020-04-19,1668,44
Idaho,ID,2020-04-20,1672,45
Idaho,ID,2020-04-21,1736,48
Idaho,ID,2020-04-22,1766,51
Idaho,ID,2020-04-23,1836,54
Idaho,ID,2020-04-24,1870,54
Idaho,ID,2020-04-25,1887,56
Idaho,ID,2020-04-26,1897,56
Idaho,ID,2020-04-27,1897,56
Idaho,ID,2020-04-28,1952,60
Idaho,ID,2020-04-29,1952,60
Idaho,ID,2020-04-30,1984,60
Idaho,ID,2020-05-01,2015,63
Idaho,ID,2020-05-02,2061,64
Idaho,ID,2020-05-03,2061,64
Idaho,ID,2020-05-04,2106,64
Idaho,ID,2020-05-05,2127,65
Idaho,ID,2020-05-06,2158,66
Idaho,ID,2020-05-07,2178,67
Idaho,ID,2020-05-08,2178,67
Idaho,ID,2020-05-09,2205,67
Idaho,ID,2020-05-10,2230,67
Idaho,ID,2020-05-11,2260,70
Idaho,ID,2020-05-12,2293,69
Idaho,ID,2020-05-13,2293,69
Idaho,ID,2020-05-14,2351,72
Idaho,ID,2020-05-15,2351,72
Idaho,ID,2020-05-16,2419,73
Idaho,ID,2020-05-17,2419,73
Idaho,ID,2020-05-18,2455,74
Idaho,ID,2020-05-19,2455,74
Idaho,ID,2020-05-20,2506,77
Idaho,ID,2020-05-21,2506,77
Idaho,ID,2020-05-22,2595,79
Idaho,ID,2020-05-23,2595,79
Idaho,ID,2020-05-24,2626,79
Idaho,ID,2020-05-25,2626,79
Idaho,ID,2020-05-26,2626,79
Idaho,ID,2020-05-27,2699,81
Idaho,ID,2020-05-28,2770,82
Idaho,ID,2020-05-29,2770,82
Idaho,ID,2020-05-30,2803,82
Idaho,ID,2020-05-31,2839,82
Idaho,ID,2020-06-01,2839,82
Idaho,ID,2020-06-02,2933,83
Idaho,ID,2020-06-03,2933,83
Idaho,ID,2020-06-04,2990,83
Idaho,ID,2020-06-05,3111,83
Idaho,ID,2020-06-06,3139,83
Idaho,ID,2020-06-07,3139,83
Idaho,ID,2020-06-08,3189,83
Idaho,ID,2020-06-09,3221,85
Idaho,ID,2020-06-10,3260,85
Idaho,ID,2020-06-11,3260,85
Idaho,ID,2020-06-12,3353,87
Idaho,ID,2020-06-13,3353,87
Idaho,ID,2020-06-14,3399,87
Idaho,ID,2020-06-15,3399,87
Idaho,ID,2020-06-16,3462,88
Idaho,ID,2020-06-17,3632,88
Idaho,ID,2020-06-18,3743,89
Idaho,ID,2020-06-19,3871,89
Idaho,ID,2020-06-20,4004,89
Idaho,ID,2020-06-21,4006,89
