,Unnamed: 0,B19013_001E,state,county,tract
996,996,103361,25,17,317101
997,997,136767,25,17,317201
998,998,133783,25,17,327101
999,999,70880,25,17,333300
1000,1000,102500,25,17,333501
1001,1001,83472,25,17,337201
1002,1002,174514,25,17,357200
1003,1003,133929,25,17,356100
1004,1004,135785,25,17,356400
1005,1005,151484,25,17,357800
1006,1006,114655,25,17,338200
1007,1007,81219,25,17,314102
1008,1008,95679,25,17,315200
1009,1009,88375,25,17,321100
1010,1010,110052,25,17,331102
1011,1011,135436,25,17,332100
1012,1012,86053,25,17,333502
1013,1013,112566,25,17,335400
1014,1014,69219,25,17,336401
1015,1015,31194,25,17,310100
1016,1016,72951,25,17,339700
1017,1017,103008,25,17,352300
1018,1018,102891,25,17,353200
1019,1019,31222,25,25,080100
1020,1020,91579,25,25,120400
1021,1021,96611,25,25,120700
1022,1022,103011,25,5,646104
1023,1023,75143,25,5,653203
1024,1024,79917,25,5,653204
1025,1025,94528,25,5,653304
1026,1026,83229,25,5,985500
1027,1027,121711,25,5,985600
1028,1028,-666666666,25,5,990000
1029,1029,-666666666,25,7,990000
1030,1030,114083,25,9,202101
1031,1031,84107,25,9,202102
1032,1032,81296,25,9,203301
1033,1033,92905,25,9,203302
1034,1034,83108,25,9,211401
1035,1035,103827,25,9,211402
1036,1036,152750,25,9,215101
1037,1037,91382,25,9,215102
1038,1038,79313,25,9,220101
1039,1039,83110,25,9,220102
1040,1040,79830,25,9,221901
1041,1041,82108,25,9,221902
1042,1042,-666666666,25,9,990100
1043,1043,55559,25,11,040501
1044,1044,41276,25,11,040502
1045,1045,79688,25,11,041501
1046,1046,57202,25,11,041502
1047,1047,43337,25,13,800101
1048,1048,39052,25,13,800102
1049,1049,22917,25,13,801901
1050,1050,22234,25,13,801902
1051,1051,27120,25,13,812001
1052,1052,53889,25,13,812002
1053,1053,47684,25,13,812103
1054,1054,55163,25,13,812104
1055,1055,44719,25,13,812201
1056,1056,44088,25,13,812202
1057,1057,48904,25,13,812403
1058,1058,81411,25,13,812404
1059,1059,60028,25,13,813209
1060,1060,66156,25,13,813101
1061,1061,89688,25,13,813102
1062,1062,71250,25,13,813208
1063,1063,129375,25,13,813303
1064,1064,125104,25,13,813304
1065,1065,81929,25,13,813701
1066,1066,82930,25,13,813702
1067,1067,70764,25,13,813801
1068,1068,84471,25,13,813802
1069,1069,43836,25,15,821903
1070,1070,68092,25,15,821904
1071,1071,59881,25,15,822601
1072,1072,89545,25,15,822603
1073,1073,74010,25,15,822605
1074,1074,79867,25,15,822606
1075,1075,78619,25,17,317301
1076,1076,88750,25,17,317302
1077,1077,172857,25,17,320103
1078,1078,162610,25,17,320104
1079,1079,113581,25,17,324101
1080,1080,124742,25,17,324102
1081,1081,134972,25,17,326101
1082,1082,117438,25,17,326102
1083,1083,84863,25,17,335301
1084,1084,93955,25,17,335302
1085,1085,91811,25,17,339801
1086,1086,90750,25,17,339802
1087,1087,89145,25,17,341101
1088,1088,52850,25,17,341102
1089,1089,73516,25,17,341901
1090,1090,72635,25,17,341902
1091,1091,46250,25,17,342101
1092,1092,47026,25,17,342102
1093,1093,59250,25,17,342201
1094,1094,64098,25,17,342202
1095,1095,105650,25,17,350103
1096,1096,58298,25,17,350104
1097,1097,100678,25,17,351203
1098,1098,92045,25,17,351204
1099,1099,66525,25,17,351403
1100,1100,64073,25,17,351404
1101,1101,101103,25,17,352101
1102,1102,92072,25,17,356701
1103,1103,103333,25,17,352102
1104,1104,104167,25,17,353101
1105,1105,105263,25,17,353102
1106,1106,109783,25,17,356702
1107,1107,134669,25,17,363103
1108,1108,149702,25,17,363104
1109,1109,228977,25,17,366201
1110,1110,170820,25,17,366202
1111,1111,118340,25,17,370201
1112,1112,106094,25,17,370202
1113,1113,82153,25,17,382601
1114,1114,110592,25,17,382602
1115,1115,40271,25,17,383101
1116,1116,39518,25,17,383102
1117,1117,108281,25,17,384001
1118,1118,68576,25,17,384002
1119,1119,77059,25,17,385201
1120,1120,112000,25,17,385202
1121,1121,70542,25,17,388200
1122,1122,14836,25,17,388300
1123,1123,-666666666,25,17,980000
1124,1124,100588,25,19,950307
1125,1125,-666666666,25,19,990000
1126,1126,131107,25,21,411301
1127,1127,103731,25,21,411302
1128,1128,88030,25,21,413401
1129,1129,90547,25,21,413402
1130,1130,147422,25,21,416101
1131,1131,127946,25,21,416102
1132,1132,63189,25,21,417701
1133,1133,78542,25,21,417702
1134,1134,84583,25,21,418003
1135,1135,60445,25,21,418004
1136,1136,73326,25,21,418101
1137,1137,60833,25,21,418102
1138,1138,96667,25,21,441203
1139,1139,106957,25,21,441204
1140,1140,158618,25,21,442201
1141,1141,86642,25,21,442202
1142,1142,53355,25,21,456301
1143,1143,59764,25,21,456302
1144,1144,158818,25,21,457200
1145,1145,88116,25,23,509102
1146,1146,71193,25,23,500103
1147,1147,85081,25,23,500104
1148,1148,119542,25,23,509101
1149,1149,116140,25,23,525104
1150,1150,70956,25,23,525203
1151,1151,123708,25,23,525204
1152,1152,99394,25,23,530801
1153,1153,87140,25,23,530802
1154,1154,96354,25,23,530901
1155,1155,110250,25,23,530902
1156,1156,73516,25,23,540101
1157,1157,102115,25,23,540102
1158,1158,140948,25,23,540103
1159,1159,105000,25,23,542101
1160,1160,81875,25,23,542102
1161,1161,28750,25,23,561200
1162,1162,-666666666,25,23,990003
1163,1163,70518,25,25,000503
1164,1164,58250,25,25,000504
1165,1165,33719,25,25,000703
1166,1166,61822,25,25,000704
1167,1167,54896,25,25,000803
1168,1168,31375,25,25,010103
1169,1169,57792,25,25,010104
1170,1170,42813,25,25,010203
1171,1171,41683,25,25,010204
1172,1172,29946,25,25,010403
1173,1173,29474,25,25,010404
1174,1174,16192,25,25,010405
1175,1175,64330,25,25,010408
1176,1176,107344,25,25,010701
1177,1177,150781,25,25,010702
1178,1178,116184,25,25,010801
1179,1179,126518,25,25,010802
1180,1180,111569,25,25,020101
1181,1181,89018,25,25,020301
1182,1182,123250,25,25,020302
1183,1183,105195,25,25,020303
1184,1184,118333,25,25,040401
1185,1185,53871,25,25,040801
1186,1186,42414,25,25,050101
1187,1187,85074,25,25,140202
1188,1188,54899,25,25,170800
1189,1189,103417,25,25,120600
1190,1190,104829,25,25,130100
1191,1191,51667,25,25,160300
1192,1192,58813,25,25,170100
1193,1193,72584,25,25,170300
1194,1194,76204,25,25,180200
1195,1195,86786,25,25,110501
1196,1196,72910,25,25,180500
1197,1197,64526,25,25,092200
1198,1198,38750,25,25,091300
1199,1199,43125,25,25,091700
1200,1200,88425,25,25,100800
1201,1201,70184,25,25,000401
1202,1202,82115,25,17,383502
1203,1203,83433,25,17,353800
1204,1204,109505,25,17,354100
1205,1205,186250,25,17,358600
1206,1206,125152,25,17,359100
1207,1207,183988,25,17,365100
1208,1208,157923,25,17,367200
1209,1209,159525,25,17,373900
1210,1210,121591,25,17,382100
1211,1211,118897,25,17,382200
1212,1212,100580,25,17,382500
1213,1213,46125,25,17,383501
1214,1214,186793,25,17,338500
1215,1215,70711,25,17,341600
1216,1216,68526,25,17,341700
1217,1217,35977,25,17,341800
1218,1218,77539,25,17,351500
1219,1219,167375,25,17,354200
1220,1220,71250,25,17,354900
1221,1221,99453,25,17,355000
1222,1222,110500,25,17,357500
1223,1223,90096,25,17,357600
1224,1224,164514,25,17,358300
1225,1225,146767,25,17,358400
1226,1226,113359,25,17,363102
1227,1227,66111,25,17,368700
1228,1228,103219,25,17,370101
1229,1229,100956,25,17,370400
1230,1230,147396,25,17,387202
1231,1231,63125,25,17,341500
1232,1232,90143,25,17,383600
1233,1233,92130,25,17,383700
1234,1234,45689,25,17,341300
1235,1235,58243,25,17,342400
1236,1236,87656,25,17,350300
1237,1237,40446,25,25,010300
1238,1238,58698,25,25,050700
1239,1239,35833,25,25,080300
1240,1240,22500,25,25,080500
1241,1241,50696,25,25,081100
1242,1242,46769,25,25,091600
1243,1243,46741,25,25,100500
1244,1244,78220,25,25,100900
1245,1245,57875,25,25,110401
1246,1246,38403,25,25,091800
1247,1247,52993,25,25,092000
1248,1248,29483,25,25,100100
1249,1249,87712,25,21,456200
1250,1250,107096,25,21,400400
1251,1251,172500,25,21,403100
1252,1252,122871,25,21,403500
1253,1253,205074,25,21,404202
1254,1254,142837,25,21,406101
1255,1255,106336,25,21,407100
1256,1256,107598,25,21,410300
1257,1257,70288,25,21,421100
1258,1258,70431,25,21,421200
1259,1259,132150,25,21,442102
1260,1260,101115,25,21,443102
1261,1261,117286,25,21,401000
1262,1262,160633,25,21,406102
1263,1263,110529,25,21,422301
1264,1264,119722,25,21,402300
1265,1265,93974,25,21,417300
1266,1266,80434,25,21,419800
1267,1267,82300,25,21,417502
1268,1268,132204,25,21,423100
1269,1269,158485,25,21,404302
1270,1270,69851,25,27,761100
1271,1271,64063,25,27,733102
1272,1272,81839,25,27,737100
1273,1273,55444,25,27,737200
1274,1274,55176,25,27,732203
1275,1275,77480,25,27,755200
1276,1276,108056,25,27,740102
1277,1277,109500,25,27,749100
1278,1278,60689,25,27,753200
1279,1279,29531,25,27,757200
1280,1280,54625,25,27,703100
1281,1281,60469,25,27,703200
1282,1282,70030,25,27,705100
1283,1283,64957,25,27,707400
1284,1284,52724,25,27,710600
1285,1285,155093,25,27,715100
1286,1286,98520,25,27,718100
1287,1287,31726,25,27,731700
1288,1288,47839,25,27,732201
1289,1289,126464,25,27,740101
1290,1290,71125,25,25,140201
1291,1291,77885,25,25,000402
1292,1292,76574,25,25,000601
1293,1293,96250,25,25,030200
1294,1294,110278,25,25,030500
1295,1295,52262,25,25,040200
1296,1296,54753,25,25,050200
1297,1297,20000,25,25,050300
1298,1298,69500,25,25,050600
1299,1299,113505,25,25,070300
1300,1300,102250,25,25,070500
1301,1301,90547,25,25,070800
1302,1302,61964,25,25,080900
1303,1303,47589,25,25,081400
1304,1304,30703,25,25,081800
1305,1305,30326,25,25,090300
1306,1306,50417,25,25,092300
1307,1307,54800,25,25,160400
1308,1308,49821,25,25,160200
1309,1309,48621,25,25,170400
1310,1310,45942,25,17,310300
1311,1311,62944,25,17,310601
1312,1312,37961,25,17,312100
1313,1313,74115,25,17,312300
1314,1314,91750,25,17,314101
1315,1315,71235,25,17,314200
1316,1316,108138,25,17,316102
1317,1317,97841,25,17,316201
1318,1318,139157,25,17,317103
1319,1319,79969,25,17,336402
1320,1320,84917,25,17,325100
1321,1321,153148,25,17,330100
1322,1322,93125,25,17,332300
1323,1323,84784,25,17,339900
1324,1324,65682,25,17,342600
1325,1325,107946,25,17,352800
1326,1326,121625,25,17,352900
1327,1327,94194,25,17,321600
1328,1328,93343,25,17,333100
1329,1329,102634,25,17,334200
1330,1330,90811,25,17,334400
1331,1331,161625,25,17,338100
1332,1332,101728,25,17,340100
1333,1333,109896,25,17,350500
1334,1334,66639,25,17,342300
1335,1335,59840,25,17,342500
1336,1336,71912,25,17,350700
1337,1337,135000,25,17,350800
1338,1338,128958,25,17,350900
1339,1339,112632,25,17,353300
1340,1340,78510,25,17,301101
1341,1341,103708,25,17,353600
1342,1342,60875,25,25,000502
1343,1343,141736,25,25,040600
1344,1344,71645,25,25,051200
1345,1345,116090,25,25,060800
1346,1346,25280,25,25,070200
1347,1347,40536,25,25,082000
1348,1348,154659,25,25,070600
1349,1349,18003,25,25,081300
1350,1350,21964,25,25,081900
1351,1351,79087,25,25,091100
1352,1352,54828,25,25,100400
1353,1353,100883,25,25,000302
1354,1354,64964,25,25,000701
1355,1355,49417,25,25,010500
1356,1356,92047,25,25,030400
1357,1357,61029,25,25,050500
1358,1358,91118,25,27,728300
1359,1359,70167,25,27,731102
1360,1360,28144,25,27,731300
1361,1361,23252,25,27,731500
1362,1362,132063,25,27,746100
1363,1363,34207,25,27,732400
1364,1364,-666666666,25,27,732902
1365,1365,53611,25,23,510700
1366,1366,54493,25,23,510501
1367,1367,48816,25,23,511200
1368,1368,44451,25,23,511600
1369,1369,83214,25,23,511702
1370,1370,101985,25,23,524101
1371,1371,103396,25,23,541100
1372,1372,80701,25,23,542200
1373,1373,75089,25,23,520201
1374,1374,72576,25,23,521102
1375,1375,74303,25,23,521201
1376,1376,97340,25,23,522102
1377,1377,79844,25,23,523100
1378,1378,81071,25,23,524102
1379,1379,76642,25,23,525101
1380,1380,-666666666,25,23,525300
1381,1381,95726,25,23,530400
1382,1382,59896,25,23,545400
1383,1383,73409,25,25,130404
1384,1384,47102,25,25,130406
1385,1385,97545,25,25,140105
1386,1386,35938,25,25,140106
1387,1387,69599,25,25,140107
1388,1388,57031,25,25,160101
1389,1389,47366,25,25,160501
1390,1390,51326,25,25,160502
1391,1391,59671,25,25,160601
1392,1392,62960,25,25,160602
1393,1393,45000,25,25,170501
1394,1394,53406,25,25,170502
1395,1395,66026,25,25,170601
1396,1396,52568,25,25,170701
1397,1397,49968,25,25,170702
1398,1398,43125,25,25,180101
1399,1399,91625,25,25,180301
1400,1400,-666666666,25,25,980101
1401,1401,-666666666,25,25,980300
1402,1402,-666666666,25,25,980700
1403,1403,-666666666,25,25,981000
1404,1404,43333,25,25,981100
1405,1405,-666666666,25,25,981201
1406,1406,-666666666,25,25,981202
1407,1407,115893,25,25,981300
1408,1408,-666666666,25,25,981502
1409,1409,-666666666,25,25,981501
1410,1410,-666666666,25,25,981600
1411,1411,-666666666,25,25,981700
1412,1412,-666666666,25,25,981800
1413,1413,-666666666,25,25,990101
1414,1414,98000,25,27,709501
1415,1415,75508,25,27,709502
1416,1416,84375,25,27,721101
1417,1417,104050,25,27,721102
1418,1418,68846,25,27,731001
1419,1419,38212,25,27,731002
1420,1420,20478,25,27,731203
1421,1421,34688,25,27,731204
1422,1422,75449,25,27,732301
1423,1423,44000,25,27,732302
1424,1424,66711,25,27,732801
1425,1425,61069,25,27,732802
1426,1426,104474,25,27,738201
1427,1427,123178,25,27,738202
1428,1428,131089,25,27,741101
1429,1429,153393,25,27,741102
1430,1430,184079,25,27,742401
1431,1431,131778,25,27,742402
1432,1432,95422,25,27,747101
1433,1433,78063,25,27,747102
1434,1434,100539,25,27,751101
1435,1435,113636,25,27,751102
1436,1436,79375,25,27,758101
1437,1437,96571,25,27,758102
1438,1438,77938,25,27,761200
1439,1439,94122,25,27,761300
1440,1440,148625,25,27,761400
1441,1441,69267,25,1,010206
1442,1442,65446,25,1,010208
1443,1443,79044,25,1,010304
1444,1444,62553,25,1,010306
1445,1445,70688,25,1,011002
1446,1446,68611,25,1,011801
1447,1447,71417,25,1,011802
1448,1448,62891,25,1,012001
1449,1449,54206,25,1,012002
1450,1450,63021,25,1,012502
1451,1451,64331,25,1,012101
1452,1452,54455,25,1,012102
1453,1453,64034,25,1,012601
1454,1454,44388,25,1,012602
1455,1455,82321,25,1,013002
1456,1456,71250,25,1,014002
1457,1457,93468,25,1,014402
1458,1458,78232,25,1,015001
1459,1459,57117,25,1,015002
1460,1460,34222,25,1,015300
1461,1461,-666666666,25,1,990000
1462,1462,62500,25,3,935200
1463,1463,134325,25,5,600203
1464,1464,116078,25,5,600204
1465,1465,133910,25,5,610203
1466,1466,119063,25,5,610204
1467,1467,115521,25,5,611101
1468,1468,108177,25,5,611102
1469,1469,112574,25,5,611201
1470,1470,99833,25,5,611202
1471,1471,45762,25,5,613901
1472,1472,69750,25,5,613902
1473,1473,52741,25,5,630101
1474,1474,58362,25,5,630102
1475,1475,34692,25,5,640901
1476,1476,17632,25,5,641101
