,url,file_name,ID,date,type,status,order,is_family,description
48,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2017/APR202017_01D12101.pdf,APR202017_01D12101.pdf,208874,APR202017,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks ""T -1"" nonimmigrant classification as a victim of human trafficking. See Immigration and Nationality Act (the Act) sections 101(a)(l5)(T) and 214(o), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(o). The T-1 classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators oftrafticking. The Applicant claims that he was a victim of a severe form of trafficking in persons (human trafficking) by a drug cartel operating in Nicaragua. The Director of the Vermont Service Center denied the Form I-914, Application forT Nonimmigrant Status (T application). concluding that the Applicant had not demonstrated that he was physically present in the United States on account of human trafficking. On appeal, the Applicant claims in his brief that he fled Nicaragua to the United States to escape his drug traffickers, and that he is physically present in the United States on account of human trafficking. He does not submit additional evidence. Upon de novo review, we will dismiss the appeal."
49,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2017/JUN062017_01D12101.pdf,JUN062017_01D12101.pdf,29590,JUN062017,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant, a native and citizen of Mexico, asserts that she was kidnapped in the United States by individuals associated with the smugglers' whose services she had previously used in one of her unsuccessful attempts to be smuggled into the United States. Based on this incident, she seeks T -1 nonimmigrant classification 
as a victim of human trafficking. See Immigration and Nationality Act (the Act) sections 101(a)(15)(T) and 214(o), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(o). The T-1 classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trafficking. The Director of the Vermont Service Center denied the 
Form I-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant had not demonstrated that she was a victim of a severe form of trafficking in persons, and consequently, also did not establish that she was physically present in the United States on acco1;mt of such trafficking, and had complied with any reasonable request for assistance in the investigation or prosecution of the trafficking. On appeal, the Applicant submits a brief and asserts that the Director applied a more stringent standard than the preponderance of the evidence standard applicable in these proceedings and had disregarded relevant evidence demonstrating that she was a victim of trafficking. Upon de novo review, we will dismiss the appeal."
50,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2017/JUN062017_02D12101.pdf,JUN062017_02D12101.pdf,295914,JUN062017,appeal,"FORM I-914, SUPPLEMENT A, APPLICATION FOR IMMEDIATE FAMILY MEMBER OF T-1 RECIPIENT The Applicant, who seeks ""T -1"" nonimmigrant classification for herself, also seeks T nonimmigrant classification of the Derivative as an immediate family member of a person granted T -1 status",The appeal is dismissed.,True,"The Applicant, who seeks ""T -1"" nonimmigrant classification for herself, also seeks T nonimmigrant classification of the Derivative as an immediate family member of a person granted T -1 status. See Immigration and Nationality Act (the Act) section 101(a)(15)(T)(ii), 8 U.S.C. § 1101(a)(15)(T)(ii). The T classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting acts or perpetrators of trafficking, and affords derivative status for immediate family members. The Director of the Vermont Service Center denied the Form I-914, Supplement A, Application for Immediate Family Member ofT -1 Recipient (T derivative application), concluding that because the Applicant's Form I-914, Application forT Nonimmigrant Status (T application), had been denied, the Derivative was ineligible as the immediate family member of a T 
-1 nonimmigrant. On appeal, the Applicant asserts that her T application was erroneously denied, resulting in the improper denial of the T derivative application. Upon de novo review, we will dismiss the appeal. Approval of the T derivative application is contingent upon the approval of the principal T application. See 8 C.P.R. § 214.1l(o)(9), (s)(5). The Director denied the Applicant's T application and in separate proceedings, we subsequently dismissed the appeal of that denial. As the Applicant's T application has been denied, the Derivative is ineligible for nonimmigrant classification as the immediate relative of a T 
nonimmigrant pursuant to section 101 (a)( 15)(T)(ii) of the Act. ORDER: The appeal is dismissed. Cite as Matter of B-F-G-, ID# 295914 (AAO June 6, 20 17) 2"
51,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2017/MAY262017_01D12101.pdf,MAY262017_01D12101.pdf,304754,MAY262017,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks ""T-1"" nonimmigrant classification as a VICtim of human trafflcking. See Immigration and Nationality Act (the Act) sections 101(a)(I5)(T) and 214(o), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(o). The T-1 classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trafficking. The Applicant is a citizen of El Salvador. She left El Salvador with a guide, and while waiting in Northern Mexico to cross into the United States, individuals required her to work for more than three weeks. She entered the United States without authorization, and later filed the Form 1-914. Application forT Nonimmigrant Status (T application). The Director of the Vermont Service Center denied the T application, concluding that the Applicant had not demonstrated that she was a victim of a severe form of human trafficking and that she was present in the United States on account of such trafficking. On appeal, the Applicant submits a brief and no additional evidence. She claims that the Director did not properly apply the evidentiary standards, and that she meets the eligibility criteria. Upon de novo review, we will dismiss the appeaL l. LAW An applicant may be classified as a T-1 nonimmigrant if he or she: is or has been a victim of a severe fonn of human trafficking; is in the United States on account of such tratlicking; has complied with any reasonable requests for assistance in the investigation or prosecution of trafficking; and would suffer extreme hardship involving unusual and severe harm upon removal from the United States. Section 101(a)(15)(T)(i) ofthe Act. 8 C.F.R. §§ 214.1l(b)(1)-(4).1 1 The Department of Homeland Security issued an interim rule, effective January 18, 2017, amending its regulations at 8 C.F.R. § 214.11 for applicants seeking T nonimmigrant status. See Classiflcalhm for Victims c?f Severe Forms C!l Traffickin?, in Persons; Eligibility for ""T"" Nonimmigrant Status (Interim T Rule), 81 Fed. Reg. 92266. 92308-09 (Dec. 19, 2016). We cite to the T regulations in this decision as amended by the interim rule."
52,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2017/DEC132017_01D12101.pdf,DEC132017_01D12101.pdf,60332,DEC132017,certification,"FORM I-914, APPLICATION FOR TNONIMMIGRANT STATUS",The application is denied.,False,"The Applicant, a native and citizen of Mexico, seeks T -1 nonimmigrant classification as a victim of human trafficking. See Immigration and Nationality Act (the Act) sections 101(a)(l5)(T) and 214(o), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(o). The T-1 classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trafficking. The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant had not demonstrated that she: was a victim of a severe form of trafficking in persons; was physically present in the United States on account of a severe form of trafficking in persons; and had complied with any reasonable request for assistance in the investigation or prosecution of such trafficking. On certification of the Director's decision, the Applicant submits a brief and a background article and asserts that the record demonstrates her eligibility for T nonimmigrant classification. Upon de novo review, we will deny the application."
53,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/JAN042018_01D12101.pdf,JAN042018_01D12101.pdf,770963,JAN042018,appeal,"FORM I-914, APPLICATION FOR TNONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant, a native and citizen ofEl Salvador, seeks T-1 nonimmigrant classification as a victim of human trafficking. See Immigration and Nationality Act (the Act) sections 1 01 (a)( 15)(T) and 214(o), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(o). The T-1 classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trafficking. The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant had not demonstrated that she was a victim of trafficking in persons and was physically present in the United States on account of such trafficking. On appeal, the Applicant submits a brief and additional evidence and asserts that the record demonstrates that she was a victim of a severe form of trafficking in persons and is physically present in the United States on account of that trafficking. Upon de novo review, we will dismiss the appeal."
54,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/JAN112018_01D12101.pdf,JAN112018_01D12101.pdf,607386,JAN112018,appeal,"FORM I-914, APPLICATION FOR TNONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant, a native and citizen of El Salvador, seeks T -1 nonimmigrant classification as a victim of human trafficking. See Immigration and Nationality Act (the Act) sections 10l(a)(l5)(T) and 214(o), 8 U.S.C. §§ 1101(a)(l5)(T) and 1184(o). The T-1 classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trafficking. The Director of the Vermont Service Center denied the Form I-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant had not demonstrated that she was a victim of trafficking in persons and was physically present in the United States on account of such tratlicking. On appeal, the Applicant submits a brief and asserts that the record demonstrates she was a victim of severe form of trafficking in persons and is physically present in the United States on account of that trafficking. Upon de novo review, we will dismiss the appeal."
55,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/JAN092018_01D12101.pdf,JAN092018_01D12101.pdf,60462,JAN092018,appeal,FORM I-914. APPLICATION FOR TNONIMMIGRANT STATUS,The appeal is dismissed.,False,"The Applicant, a native and citizen of Honduras, seeks T-1 nonimmigrant classification as a victim of human trafficking. See Immigration and Nationality Act (the Act) sections 10l(a)(l5)(T) and 214(o), 8 U.S.C. §§ 1101(a)(l5)(T) and 1184(o). The T-1 classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators oftrafticking. The Director of the Vermont Service Center denied the Form I-914. Application for T Nonimmigrant Status (T application). concluding that the Applicant had not demonstrated that she was a victim of a severe form of trafficking in persons under the Act, because the record did not establish acts of trafficking that occurred within the United States. The Director consequently found that she also necessarily did not establish that she was physically present in the United States on account of a severe form of trafficking in persons and had complied with any reasonable request for assistance in the investigation or prosecution of such trafficking. On appeal, the Applicant submits a brief and asserts that the Act does not require that her victimization occur in the United States in order to establish that she was a victim of trafficking. Alternatively, she maintains that the 
record demonstrates her victimization in the United States. The Applicant further contends that she satisfies the physical presence and compliance requirements to establish her eligibility for T classification. Upon de novo review, we will dismiss the appeal."
56,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2017/OCT232017_06D12101.pdf,OCT232017_06D12101.pdf,488216,OCT232017,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant, a native and citizen of the Philippines, seeks T -1 nonimmigrant classification as a victim of human trafficking. See Immigration and Nationality Act (the Act) sections 101(a)(15)(T) and 214(o), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(o). The T-1 classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trafficking. The Director of the Vermont Service Center denied the Form I-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant had not demonstrated that she had complied with any reasonable requests for assistance in the investigation or prosecution of acts of severe forms of trafficking in persons. On appeal, the Applicant submits a brief and a personal statement asserting that she made good taith efforts to cooperate with law enforcement, and reported her trafficking through her representatives. Upon de novo review, we will dismiss the appeal."
57,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2017/OCT232017_04D12101.pdf,OCT232017_04D12101.pdf,488223,OCT232017,appeal,"FORM I-914, SUPPLEMENT A APPLICATION FOR IMMEDIATE FAMILY MEMBER OF T-1 RECIPIENT The Applicant, who seeks ""T -1"" nonimmigrant classification for herselt: also seeks T nonimmigrant classification of the Derivative as an immediate family member of a person granted T -1 status",The appeal is dismissed.,True,"The Applicant, who seeks ""T -1"" nonimmigrant classification for herselt: also seeks T nonimmigrant classification of the Derivative as an immediate family member of a person granted T -1 status. See Immigration and Nationality Act (the Act) section 10l(a)(l5)(T)(ii), 8 U.S.C. § 110l(a)(l5)(T)(ii). The T classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting acts or perpetrators of trafficking, and affords derivative status for immediate family members. The Director of the Vermont Service Center denied the Form I-914. Supplement A. Application for Immediate Family Member ofT -1 Recipient (T derivative application). concluding that because the Applicant's Form I-914, Application forT Nonimmigrant Status (T application). had been denied. the Derivative was ineligible as the immediate family member of aT -1 nonimmigrant. Upon de novo review, we will dismiss the appeal. Approval of the T derivative application is contingent upon the approval of the principal T application. See 8 C.F.R. § 214.11(o)(9), (s)(5). The Director denied the Applicant's T application and in separate proceedings, we subsequently dismissed the appeal of that denial. As the Applicant's T application has been denied, the Derivative is ineligible for nonimmigrant classification as the immediate relative of aT nonimmigrant pursuant to section 101(a)(l5)(T)(ii) ofthe Act. ORDER: The appeal is dismissed. Cite as Maller o_(l-B-B-, ID# 488223 (AAO Oct. 23. 2017)"
58,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2019/JAN162019_02D12101.pdf,JAN162019_02D12101.pdf,1810413,JAN162019,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 10l(a)(15)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. sections 1101(a)(15)(T) and 1184(0). The Acting Director of the Vermont Service Center denied the Form I-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant did not establish that she was a victim of a severe form of trafficking in persons and was not physically present in the United States on account of such trafficking. On appeal, the Applicant submits a brief and reasserts her eligibility. Upon de novo review, we will dismiss the appeal."
59,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/MAR262018_01D12101.pdf,MAR262018_01D12101.pdf,898726,MAR262018,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant, a native and citizen of Guatemala, seeks T-1 nonimmigrant classification as a victim of human trafficking under sections I 0 I (a)(IS)(T) and 214(o) of the Immigration and Nationality Act (the Act), 8 U.S.C. §§ IIOI(a)(IS)(T) and 1184(o). The T-1 classification afTords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trafficking. The Director of the Vermont Service Center denied the Form I-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant had not demonstrated that she was a victim of trafflcking in persons and was physically present in the United States on account of such trafficking. On appeal, the Applicant submits a brief and copies of previously submitted evidence and reasserts her eligibility for T nonimmigrant status. Upon de novo review, we will dismiss the appeal."
60,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/MAR282018_01D12101.pdf,MAR282018_01D12101.pdf,963170,MAR282018,appeal,"FORM I-914, APPLICATION FOR TNONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant, a native and citizen of El Salvador, seeks T -1 nonimmigrant classification as a victim of human trafficking under sections 101(a)(l5)(T) and 214(o) of the Immigration and Nationality Act (the Act), 8 U.S.C. §§ 1101(a)(l5)(T) and 1184(o). The T-1 classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trafficking. The Director of the Vermont Service Center denied the Form I-914, Application for T Nonimmigrant Status (T application), concluding that the record established the Applicant's inadmissibility and his Form I-192, Application for Advance Permission to Enter as a Nonimmigrant (T waiver application), requesting a waiver of the grounds of inadmissibility, had been denied. On appeal, the Applicant submits evidence showing that he filed a motion to reopen and reconsider the denial of his T waiver application with the Director, and requests that we hold the 
instant appeal in abeyance until his motion before the Director is adjudicated. Upon de novo review, we will dismiss the appeal."
61,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/NOV282018_04D12101.pdf,NOV282018_04D12101.pdf,1683514,NOV282018,motion,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The motion to reopen is granted.,False,"The Applicant, a native and citizen of Honduras, seeks T-1 nonimmigrant status as a victim of human trafficking under sections 10l(a)(15)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. §§ l 10l(a)(l5)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant did not establish that she was a victim of a severe form of trafficking in persons, that she was physically present in the United States on account of such trafficking, or that she complied with any reasonable request for assistance in the investigation or prosecution of the trafficking. On appeal, we determined that the Applicant established that she was a victim of trafficking, that acts of trafficking occurred in the United States, and that she assisted law enforcement in the investigation and prosecution of the trafficking; however, we dismissed the appeal, concluding that the Applicant did not establish that she was physically present in the United States on account of such trafficking because she did not demonstrate that, at the time of filing her T application, her continuing presence in the United States was related to the original trafficking. The matter is now before us on a motion to reopen and motion to reconsider. On motion, the Applicant submits additional evidence and a brief and asserts that her current presence in the United States is on account of the trafficking she experienced. In addition, in response to our October 2018 Notice of Intent to Deny (NOID), issued pursuant to 8 C.F.R. section 103.2(b)(8), the Applicant submits an additional brief and copies of previously submitted evidence. Upon review, we will grant the motion to reopen and remand the matter for further proceedings."
62,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/NOV282018_03D12101.pdf,NOV282018_03D12101.pdf,1571421,NOV282018,appeal,"FORM I-914, APPLICATION FOR TNONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under Immigration and Nationality Act (the Act) sections 101(a)(l5)(T) and 214(0), 8 U.S.C. §§ 1101(a)(l5)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant had not demonstrated that she was physically present in the United States on account of a severe form of trafficking in persons. The Director subsequently granted the Applicant's motion to reconsider but affirmed the denial of the T application. On appeal, the Applicant submits a brief. Upon de nova review, we will dismiss the appeal."
63,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/OCT152018_01D12101.pdf,OCT152018_01D12101.pdf,1096757,OCT152018,appeal,"FORM I-914, APPLICATION FOR TNONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under Immigration and Nationality Act (the Act) sections 101(a)(15)(T) and 214(0), 8 U.S.C. §§ 110l(a)(l5)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant was smuggled into the United States but was not a victim of a severe form of trafficking in persons, and consequently was not physically present in the United States on account of such trafficking. On appeal, the Applicant submits a brief and additional evidence and asserts that the Director erred in finding that she was not eligible for T nonimmigrant status. Upon de nova review, we will dismiss the appeal."
64,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/FEB282018_01D12101.pdf,FEB282018_01D12101.pdf,910373,FEB282018,appeal,"FORM I-914, APPLICATION FOR TNONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant, a native and citizen of Mexico, seeks T -1 nonimmigrant classification as a victim of human trafficking. The T -1 classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trafficking. See Immigration and Nationality Act (the Act) sections 101(a)(l5)(T) and 214(o), 8 U.S.C. §§ 1101(a)(l5)(T) and 1184( o) (outlining eligibility requirements). The Director of the Vermont Service Center denied the Form I-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant had been smuggled into the United States, but was not a victim of a severe form of trafficking in persons and was not physically present in the United States on account of such trafficking. On appeal, the Applicant submits a brief and reasserts his eligibility. Upon de novo review, we will dismiss the appeal."
65,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/MAY222018_01D12101.pdf,MAY222018_01D12101.pdf,1165753,MAY222018,appeal,"FORM I-914, APPLICATION FOR TNONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant, a native and citizen of Honduras, entered the United States as a minor with the assistance of paid smugglers who, at some point, forced her to carry a bag after her entry. Based on these events, she seeks T -1 nonimmigrant classification as a victim of human trafficking ·under sections 101(a)(15)(T) and 214(o) of the Immigration and Nationality Act (the Act), 8 U.S.C. §§ 1101(a)(I5)(T) and 1184(o). The T-1 classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trafficking. The Director of the Vermont Service Center denied the Form I-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant had not demonstrated that she was a victim of trafficking in persons and was physically present in the United States on account of such trafficking. On appeal, the Applicant submits a supplemental affidavit and a brief in which she asserts that the record demonstrates that she was subjected to human trafficking and is 
physically present in the United States on account of such trafficking. Upon de novo review, we will dismiss the appeal."
66,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/APR242018_01D12101.pdf,APR242018_01D12101.pdf,1002649,APR242018,appeal,"FORM I-914, APPLICATION FOR TNONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant, 
a native and citizen of Mexico, seeks T-1 nonimmigrant classitication as a victim of human trafficking under sections I 0 I (a)( I 5)(T) and 2 I 
4(o) of the Immigration and Nationality Act (the Act), 8 U.S.C. IOI(a)(I5)(T) and I 184(o). The T-1 classitication affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trafficking. The Director of the Vermont Service Center denied the Form I-9I4, Application for T Nonimmigrant Status (T application), concluding that the record established the Applicant's inadmissibility and his Form 1-I 92, Application for Advance Permission to Enter as a Nonimmigrant (T waiver application), requesting a waiver of the grounds of inadmissibility, had been denied. The Director further noted that the record did not establish that the Applicant is physically present in the United States on account of a severe form of trafficking in persons but otlered no further discussion on this tinding because the Applicant was otherwise ineligible. On appeal, the Applicant asserts that he has submitted a motion to reconsider the Form I-I 92 and if that motion is granted, then the basis for the denial of the T application· will be overcome. l-Ie also argues that he has established his physical presence in the United States on account of the claimed trafficking. Upon de novo review, we will dismiss the appeal."
67,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2019/APR102019_01D12101.pdf,APR102019_01D12101.pdf,2918687,APR102019,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 10l(a)(l5)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. sections l 10l(a)(l5)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant had not demonstrated that she was a victim of a severe form of trafficking in persons, was physically present in the United States on account of the claimed trafficking, and had complied with reasonable requests for assistance in the investigation or prosecution of the trafficking. 1 On appeal, the Applicant submits a brief and additional evidence, asserting that she established her eligibility for T classification. Upon de nova review, we will dismiss the appeal."
68,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2019/APR172019_02D12101.pdf,APR172019_02D12101.pdf,2215565,APR172019,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 10l(a)(l5)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. sections l 10l(a)(l5)(T) and 1184(0). The Director of the Vermont Service Center initially approved the Form 1-914, Application for T Nonimmigrant Status (T application), but subsequently revoked approval of the T application after issuing notice to the Applicant of discrepancies in the record and notifying her that the record did not credibly establish that she was a victim of a severe form of trafficking in persons. On appeal, the Applicant submits a brief, asserting that the Director's revocation was in error. Upon de nova review, we will dismiss the appeal."
69,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/MAR122018_02D12101.pdf,MAR122018_02D12101.pdf,916452,MAR122018,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant, a native and citizen of Mexico, claims that a Mexican drug cartel subjected him to forced labor and involuntary servitude since the age of 12 by coercing him into transporting drugs into the United States. Based on these events, he seeks T-1 nonimmigrant classification as a victim of human trafficking. See Immigration and Nationality Act (the Act) sections IOI(a)(IS)(T) and 214(o), 8 U.S.C. §§ IIOI(a)(IS)(T) and 1184(o). The T-1 classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trat11cking. The Director of the Vermont Service Center denied the Form I-914, Application for T Nonimmigrant Status (T application), because the record established the Applicant's inadmissibility and his Form l-192, Application for Advance Permission to Enter as a Nonimmigrant (T waiver application), requesting a waiver of the grounds of inadmissibility, had been denied. On appeal, the Applicant submits a brief and additional evidence, asserting that the Director erred in denying his T waiver application, which he contends merits a favorable exercise of discretion. Upon de novo review, we will dismiss the appeal."
70,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/FEB122018_01D12101.pdf,FEB122018_01D12101.pdf,873260,FEB122018,appeal,FORM I-914. APPLICATION FORT NONIMMIGRANT STATUS,The appeal is dismisse.,False,The Applicant. a native and citizen of China. seeks T -I nonimmigrant classification as a victim of human trafficking under sections 101(a)(l5)(T) and 214(o) of the Immigration and Nationality Act (the Act). 8U.S.C. §§ l!Ol(a)(l5)(T) and 1184(o). The T-1 classification atlords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trafficking. The Director of the Vermont Service Center denied the Form 1-914. Application f()f T Nonimmigrant Status (T application). concluding that the Applicant did not demonstrate that he was a victim of a severe fom1 of trafficking in persons and that he was physically present in the United States on account of such trafficking. The Director affirmed her decision upon the Applicant's subsequent motion to reopen.1 On appeal. the Applicant submits a brief and copies of previously submitted evidence. and reasserts his eligibility. Upon de novo review. we will dismiss the appeal.
71,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2019/SEP252019_01D12101.pdf,SEP252019_01D12101.pdf,5017713,SEP252019,motion,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The motion to reconsider is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under Immigration and Nationality Act (the Act) sections 101(a)(15)(T) and 214(0), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(0). The Director of the Vermont Service Center denied the Applicant's Form I-914, Application for T Nonimmigrant Status (T application), and we dismissed her subsequent appeal. The matter is now before us on a motion to reconsider. On motion, the Applicant submits a brief. Upon review, we will dismiss the motion to reconsider."
72,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2015/NOV102015_01D12101.pdf,NOV102015_01D12101.pdf,15030,NOV102015,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks nonimmigrant classification as a victim of a severe form of trafficking in persons. See Immigration and Nationality Act (the Act) § 101(a)(15)(T)(i), 8 U.S.C. § 1101(a)(15)(T)(i). The Director, Vermont Service Center, denied the application because the Applicant did not establish that she was a victim of a severe form of trafficking in persons, was physically present in· the United States on account of such trafficking, and had complied with any reasonable request for assistance in the investigation or prosecution of acts of severe forms of trafficking in persons. The matter is now before us on appeal. The appeal will be dismissed."
