file_name,url,title,date,type,core_terms,citation,S-M-P,ID,aao citation,consel,order,decription
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18355, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BK0-004J-728H-00000-00&context=,2006 Immig. Rptr. LEXIS 18355,MAR172006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18355 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on November 25, 2002 
pursuant to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American 
company that agreed to employ him in the United States. Falcon failed to employ the applicant in 
accordance with the agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 
101(a)(15)(T)(i) of the Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18356, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BK0-004J-728J-00000-00&context=,2006 Immig. Rptr. LEXIS 18356,MAR172006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18356 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on August 4, 2001 
pursuant to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American 
company that agreed to employ him in the United States. Falcon failed to employ the applicant in 
accordance with the agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 
101(a)(15)(T)(i) of the Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18357, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BK0-004J-728K-00000-00&context=,2006 Immig. Rptr. LEXIS 18357,MAR172006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18357 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on July 23, 2002 pursuant 
to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American company that 
agreed to employ him in the United States. Falcon failed to employ the applicant in accordance with the 
agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 101(a)(15)(T)(i) of the 
Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18358, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BK0-004J-728M-00000-00&context=,2006 Immig. Rptr. LEXIS 18358,MAR172006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18358 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on November 26, 2002 
pursuant to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American 
company that agreed to employ him in the United States. Falcon failed to employ the applicant in 
accordance with the agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 
101(a)(15)(T)(i) of the Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18359, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BK0-004J-728N-00000-00&context=,2006 Immig. Rptr. LEXIS 18359,MAR172006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18359 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on August 4, 2001 
pursuant to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American 
company that agreed to employ him in the United States. Falcon failed to employ the applicant in 
accordance with the agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 
101(a)(15)(T)(i) of the Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18360, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BK0-004J-728P-00000-00&context=,2006 Immig. Rptr. LEXIS 18360,MAR172006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18360 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on June 26, 2001 pursuant 
to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American company that 
agreed to employ him in the United States. Falcon failed to employ the applicant in accordance with the 
agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 101(a)(15)(T)(i) of the 
Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18361, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BK0-004J-728R-00000-00&context=,2006 Immig. Rptr. LEXIS 18361,MAR172006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18361 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on November 22, 2002 
pursuant to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American 
company that agreed to employ him in the United States. Falcon failed to employ the applicant in 
accordance with the agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 
101(a)(15)(T)(i) of the Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18362, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BK0-004J-728S-00000-00&context=,2006 Immig. Rptr. LEXIS 18362,MAR172006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18362 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on December 13, 2002 
pursuant to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American 
company that agreed to employ him in the United States. Falcon failed to employ the applicant in 
accordance with the agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 
101(a)(15)(T)(i) of the Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18363, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BK0-004J-728T-00000-00&context=,2006 Immig. Rptr. LEXIS 18363,MAR172006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18363 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on November 22, 2002 
pursuant to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American 
company that agreed to employ him in the United States. Falcon failed to employ the applicant in 
accordance with the agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 
101(a)(15)(T)(i) of the Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18364, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BK0-004J-728V-00000-00&context=,2006 Immig. Rptr. LEXIS 18364,MAR172006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18364 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on November 22, 2002 
pursuant to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American 
company that agreed to employ him in the United States. Falcon failed to employ the applicant in 
accordance with the agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 
101(a)(15)(T)(i) of the Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18365, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BK0-004J-728W-00000-00&context=,2006 Immig. Rptr. LEXIS 18365,MAR172006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18365 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on July 3, 2001 pursuant 
to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American company that 
agreed to employ him in the United States. Falcon failed to employ the applicant in accordance with the 
agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 101(a)(15)(T)(i) of the 
Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18366, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BK0-004J-728X-00000-00&context=,2006 Immig. Rptr. LEXIS 18366,MAR172006,appeal,"traffic, severe form, endorsement, redact, involuntary servitude, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18366 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on July 23, 2002 pursuant 
to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American company that 
agreed to employ him in the United States. Falcon failed to employ the applicant in accordance with the 
agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 101(a)(15)(T)(i) of the 
Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18367, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BK0-004J-728Y-00000-00&context=,2006 Immig. Rptr. LEXIS 18367,MAR172006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18367 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on June 14, 2001 pursuant 
to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American company that 
agreed to employ him in the United States. Falcon failed to employ the applicant in accordance with the 
agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 101(a)(15)(T)(i) of the 
Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18368, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BK0-004J-7290-00000-00&context=,2006 Immig. Rptr. LEXIS 18368,MAR172006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18368 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on November 22, 2002 
pursuant to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American 
company that agreed to employ him in the United States. Falcon failed to employ the applicant in 
accordance with the agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 
101(a)(15)(T)(i) of the Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18369, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BK0-004J-7291-00000-00&context=,2006 Immig. Rptr. LEXIS 18369,MAR172006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18369 *,False,,UNKNOWN,represented,"The appeal is dismissed
 Mar172006_21D12101 
BIA & AAU Non-Precedent Decisions
Copyright , Matthew Bender & Company, Inc","The applicant is a native and citizen of India who last entered the United States on July 30, 2002 pursuant 
to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American company that 
agreed to employ him in the United States. Falcon failed to employ the applicant in accordance with the 
agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 101(a)(15)(T)(i) of the 
Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18370, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BK0-004J-7292-00000-00&context=,2006 Immig. Rptr. LEXIS 18370,MAR282006,appeal,"traffic, severe form, endorsement, redact, nonimmigrant, secondary evidence, exceptional circumstances, alien, extreme hardship, notice of intent, primary evidence, credible, eligible, divorce, asylum, marry, sex",2006 Immig. Rptr. LEXIS 18370 *,False,,UNKNOWN,"Counsel
 [*1] 
ON BEHALF OF APPLICANT:
 SELF-REPRESENTED
",The appeal is dismissed,"The applicant is a native and citizen of Bangladesh who last entered the United States on January 8, 2002. 
The applicant provides that she traveled to the United States to reside with a man she had married 
telephonically. However, she states that she became a victim of human trafficking, as the man failed to act 
as her husband and instead forced her to perform extensive domestic tasks, restricted her movement, and 
physically abused her. The applicant seeks T nonimmigrant status pursuant to 
section 101(a)(15)(T)(i) of 
the Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18425, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BM0-004J-72C1-00000-00&context=,2006 Immig. Rptr. LEXIS 18425,MAR172006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18425 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on July 23, 2002 pursuant 
to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American company that 
agreed to employ him in the United States. Falcon failed to employ the applicant in accordance with the 
agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 101(a)(15)(T)(i) of the 
Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18426, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BM0-004J-72C2-00000-00&context=,2006 Immig. Rptr. LEXIS 18426,MAR172006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18426 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on July 3, 2001 pursuant 
to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American company that 
agreed to employ him in the United States. Falcon failed to employ the applicant in accordance with the 
agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 101(a)(15)(T)(i) of the 
Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18427, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BM0-004J-72C3-00000-00&context=,2006 Immig. Rptr. LEXIS 18427,MAR172006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18427 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on July 30, 2002 pursuant 
to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American company that 
agreed to employ him in the United States. Falcon failed to employ the applicant in accordance with the 
agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 101(a)(15)(T)(i) of the 
Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18428, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BM0-004J-72C4-00000-00&context=,2006 Immig. Rptr. LEXIS 18428,MAR172006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18428 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on July 23, 2002 pursuant 
to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American company that 
agreed to employ him in the United States. Falcon failed to employ the applicant in accordance with the 
agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 101(a)(15)(T)(i) of the 
Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18442, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BM0-004J-72CM-00000-00&context=,2006 Immig. Rptr. LEXIS 18442,MAR272006,appeal,"traffic, severe form, redact, endorsement, nonimmigrant, eligibility, secondary evidence, alien, extreme hardship, primary evidence, sex act, credible, visa",2006 Immig. Rptr. LEXIS 18442 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of Belarus who last entered the United States on April 16, 2005 
pursuant to a K-l visa. The applicant provides that she traveled to the United States to marry her fiance, 
however, she found that he was residing with another woman. The applicant states that she became a 
victim of human trafficking, as her fiance expressed his intention to use her as a mistress and source of 
income by coercing her to work as a dancer in a night club. The applicant seeks T nonimmigrant status 
pursuant to 
section 101(a)(15)(T)(i) of the Immigration and Nationality Act (the Act) in order to 
remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18785, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BP0-004J-72W0-00000-00&context=,2006 Immig. Rptr. LEXIS 18785,JAN312006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18785 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on November 22, 2002 
pursuant to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American 
company that agreed to employ him in the United States. Falcon failed to employ the applicant in 
accordance with the agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 
101(a)(15)(T)(i) of the Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18786, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BP0-004J-72W1-00000-00&context=,2006 Immig. Rptr. LEXIS 18786,JAN312006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18786 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on July 23, 2002 pursuant 
to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American company that 
agreed to employ him in the United States. Falcon failed to employ the applicant in accordance with the 
agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 101(a)(15)(T)(i) of the 
Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18787, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BP0-004J-72W2-00000-00&context=,2006 Immig. Rptr. LEXIS 18787,JAN312006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18787 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on August 4, 2001 
pursuant to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American 
company that agreed to employ him in the United States. Falcon failed to employ the applicant in 
accordance with the agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 
101(a)(15)(T)(i) of the Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18788, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BP0-004J-72W3-00000-00&context=,2006 Immig. Rptr. LEXIS 18788,JAN312006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18788 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on August 4, 2001 
pursuant to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American 
company that agreed to employ him in the United States. Falcon failed to employ the applicant in 
accordance with the agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 
101(a)(15)(T)(i) of the Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18789, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BP0-004J-72W4-00000-00&context=,2006 Immig. Rptr. LEXIS 18789,JAN312006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18789 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on July 3, 2001 pursuant 
to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American company that 
agreed to employ him in the United States. Falcon failed to employ the applicant in accordance with the 
agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 101(a)(15)(T)(i) of the 
Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18790, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BP0-004J-72W5-00000-00&context=,2006 Immig. Rptr. LEXIS 18790,JAN312006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18790 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on June 26, 2001 pursuant 
to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American company that 
agreed to employ him in the United States. Falcon failed to employ the applicant in accordance with the 
agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 101(a)(15)(T)(i) of the 
Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18791, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BP0-004J-72W6-00000-00&context=,2006 Immig. Rptr. LEXIS 18791,JAN312006,appeal,"traffic, severe form, endorsement, involuntary servitude, redact, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18791 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the United States on November 22, 2002 
pursuant to an H-2B visa. The applicant paid a fee to Falcon Steel Structures (Falcon), an American 
company that agreed to employ him in the United States. Falcon failed to employ the applicant in 
accordance with the agreed upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 
101(a)(15)(T)(i) of the Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
"IN RE_ Applicant_ [redacted], 2006 Immig. Rptr. LEXIS 18879, FILE_ [redacted]--OFFICE_ VERMONT SERVI.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:550V-4BR0-004J-730B-00000-00&context=,2006 Immig. Rptr. LEXIS 18879,FEB012006,appeal,"traffic, redact, severe form, endorsement, involuntary servitude, nonimmigrant, coercion, secondary evidence, bondage, alien, physical restraint, primary evidence, oral argument, credible, sex",2006 Immig. Rptr. LEXIS 18879 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant is a native and citizen of India who last entered the .United States on November 26, 2002 
pursuant to an H-2B visa. The applicant paid a fee to 
[redacted]
 an American company that agreed to 
employ him in the United States. 
[redacted]
 failed to employ the applicant in accordance with the agreed 
upon terms. The applicant seeks T nonimmigrant status pursuant to 
section 101(a)(15)(T)(i) of the 
Immigration and Nationality Act
 (the Act) in order to remain in the United States.
"
