state,state_code,date,cases,positive,probableCases,negative,totalTestResults,death,hospitalized,total,positive_rate,positive_negative_ratio,positive_delta,negative_delta,totalTestResults_delta,death_delta,positive_rate_delta,positive_negative_ratio_delta
New Hampshire,NH,2020-08-24,7140,7134.0,,191095.0,304499.0,429.0,712.0,198229,2.342864837,3.733221696,27.0,2138.0,3183.0,0.0,0.8482563619227144,1.262862488306829
New Hampshire,NH,2020-08-25,7156,7150.0,,192721.0,307293.0,429.0,713.0,199871,2.326769565,3.710026411,16.0,1626.0,2794.0,0.0,0.5726556907659269,0.984009840098401
New Hampshire,NH,2020-08-26,7156,7159.0,,194676.0,310869.0,430.0,713.0,201835,2.302899292,3.67739218,9.0,1955.0,3576.0,1.0,0.25167785234899326,0.46035805626598464
New Hampshire,NH,2020-08-27,7194,7194.0,,196823.0,315112.0,431.0,713.0,204017,2.282997791,3.655060638,35.0,2147.0,4243.0,1.0,0.8248880509073769,1.6301816488122962
New Hampshire,NH,2020-08-28,7216,7216.0,,198941.0,319071.0,432.0,713.0,206157,2.261565608,3.627206056,22.0,2118.0,3959.0,1.0,0.5556958827986865,1.0387157695939566
New Hampshire,NH,2020-08-29,7246,7246.0,,200094.0,321864.0,432.0,714.0,207340,2.251261402,3.62129799,30.0,1153.0,2793.0,0.0,1.0741138560687433,2.6019080659150045
New Hampshire,NH,2020-08-30,7254,7254.0,,202041.0,325575.0,432.0,714.0,209295,2.228058051,3.590360372,8.0,1947.0,3711.0,0.0,0.2155753166262463,0.4108885464817668
New Hampshire,NH,2020-08-31,7275,7275.0,,203641.0,328095.0,432.0,714.0,210916,2.217345586,3.5724633060000004,21.0,1600.0,2520.0,0.0,0.8333333333333334,1.3125
New Hampshire,NH,2020-09-01,7297,7297.0,,203984.0,329116.0,432.0,715.0,211281,2.2171514,3.577241352,22.0,343.0,1021.0,0.0,2.1547502448579823,6.41399416909621
New Hampshire,NH,2020-09-02,7309,7297.0,,203984.0,329116.0,432.0,715.0,211281,2.2171514,3.577241352,0.0,0.0,0.0,0.0,,
New Hampshire,NH,2020-09-03,7347,7347.0,,208528.0,337403.0,432.0,715.0,215875,2.1775147230000003,3.523267859,50.0,4544.0,8287.0,0.0,0.6033546518643659,1.1003521126760563
New Hampshire,NH,2020-09-04,7368,7368.0,,209895.0,341985.0,432.0,716.0,217263,2.15448046,3.510326592,21.0,1367.0,4582.0,0.0,0.45831514622435615,1.5362106803218727
New Hampshire,NH,2020-09-05,7424,7424.0,,211321.0,346063.0,432.0,717.0,218745,2.145274126,3.513138779,56.0,1426.0,4078.0,0.0,1.373222167729279,3.9270687237026647
New Hampshire,NH,2020-09-06,7447,7447.0,,213215.0,350528.0,433.0,718.0,220662,2.124509312,3.492718617,23.0,1894.0,4465.0,1.0,0.5151175811870101,1.214361140443506
New Hampshire,NH,2020-09-07,7476,7476.0,,214823.0,354070.0,433.0,718.0,222299,2.111446889,3.480074294,29.0,1608.0,3542.0,0.0,0.818746470920384,1.8034825870646767
New Hampshire,NH,2020-09-08,7494,7494.0,,215469.0,356180.0,433.0,718.0,222963,2.103992363,3.477994514,18.0,646.0,2110.0,0.0,0.8530805687203791,2.786377708978328
New Hampshire,NH,2020-09-09,7494,7494.0,,215469.0,356180.0,433.0,718.0,222963,2.103992363,3.477994514,0.0,0.0,0.0,0.0,,
New Hampshire,NH,2020-09-10,7573,7573.0,,218086.0,361968.0,434.0,719.0,225659,2.092173894,3.472483332,79.0,2617.0,5788.0,1.0,1.3648928818244643,3.0187237294612155
New Hampshire,NH,2020-09-11,7620,7620.0,,219671.0,365645.0,434.0,720.0,227291,2.083988568,3.468823832,47.0,1585.0,3677.0,0.0,1.2782159369050856,2.965299684542587
New Hampshire,NH,2020-09-12,7652,7652.0,,221372.0,369691.0,435.0,721.0,229024,2.069836701,3.456625047,32.0,1701.0,4046.0,1.0,0.7909045971329708,1.88124632569077
New Hampshire,NH,2020-09-13,7696,7696.0,,222846.0,372948.0,436.0,721.0,230542,2.063558459,3.453506009,44.0,1474.0,3257.0,1.0,1.3509364445809027,2.9850746268656714
New Hampshire,NH,2020-09-14,7714,7714.0,,224102.0,377392.0,436.0,721.0,231816,2.04402849,3.442182578,18.0,1256.0,4444.0,0.0,0.40504050405040504,1.4331210191082804
New Hampshire,NH,2020-09-15,7750,7748.0,,224710.0,380393.0,438.0,722.0,232458,2.036840846,3.447999644,34.0,608.0,3001.0,2.0,1.13295568143952,5.592105263157895
New Hampshire,NH,2020-09-16,7781,7780.0,,225951.0,383551.0,438.0,723.0,233731,2.028413431,3.443224416,32.0,1241.0,3158.0,0.0,1.013299556681444,2.5785656728444803
New Hampshire,NH,2020-09-17,7781,7814.0,,227696.0,383551.0,438.0,725.0,235510,2.037277963,3.431768674,34.0,1745.0,0.0,0.0,,1.9484240687679084
New Hampshire,NH,2020-09-18,7861,7861.0,,229657.0,393166.0,438.0,725.0,237518,1.999409918,3.422930718,47.0,1961.0,9615.0,0.0,0.4888195527821113,2.39673635900051
New Hampshire,NH,2020-09-19,7920,7920.0,,230812.0,393166.0,438.0,725.0,238732,2.014416303,3.431364054,59.0,1155.0,0.0,0.0,,5.108225108225108
New Hampshire,NH,2020-09-20,7947,7947.0,,232454.0,401689.0,438.0,725.0,240401,1.978396222,3.418740912,27.0,1642.0,8523.0,0.0,0.31678986272439286,1.6443361753958587
New Hampshire,NH,2020-09-21,7952,7952.0,,234290.0,407333.0,438.0,726.0,242242,1.95221109,3.394084255,5.0,1836.0,5644.0,0.0,0.0885896527285613,0.27233115468409586
New Hampshire,NH,2020-09-22,7990,7990.0,,235537.0,410466.0,438.0,727.0,243527,1.946568047,3.392248352,38.0,1247.0,3133.0,0.0,1.212894988828599,3.0473135525260626
New Hampshire,NH,2020-09-23,8007,8007.0,,236482.0,413391.0,438.0,728.0,244489,1.93690719,3.385881378,17.0,945.0,2925.0,0.0,0.5811965811965812,1.7989417989417988
New Hampshire,NH,2020-09-24,8044,8044.0,,239107.0,417689.0,438.0,732.0,247151,1.925834772,3.3641842360000003,37.0,2625.0,4298.0,0.0,0.860865518845975,1.4095238095238094
New Hampshire,NH,2020-09-25,8085,8044.0,,239107.0,417689.0,438.0,732.0,247151,1.925834772,3.3641842360000003,0.0,0.0,0.0,0.0,,
New Hampshire,NH,2020-09-26,8121,8121.0,,257257.0,422591.0,439.0,734.0,265378,1.921716269,3.156765414,77.0,18150.0,4902.0,1.0,1.5707874337005303,0.4242424242424243
New Hampshire,NH,2020-09-27,8172,8172.0,,259314.0,432396.0,439.0,736.0,267486,1.889934227,3.151391749,51.0,2057.0,9805.0,0.0,0.5201427842937277,2.479338842975207
New Hampshire,NH,2020-09-28,8208,8208.0,,261159.0,432396.0,439.0,737.0,269367,1.898259928,3.1429129380000003,36.0,1845.0,0.0,0.0,,1.951219512195122
New Hampshire,NH,2020-09-29,8233,8233.0,,261971.0,438972.0,439.0,738.0,270204,1.875518256,3.14271427,25.0,812.0,6576.0,0.0,0.38017031630170317,3.0788177339901477
New Hampshire,NH,2020-09-30,8266,8266.0,,265447.0,445475.0,439.0,738.0,273713,1.855547449,3.113992624,33.0,3476.0,6503.0,0.0,0.5074580962632631,0.949367088607595
New Hampshire,NH,2020-10-01,8317,8317.0,,267517.0,450814.0,441.0,738.0,275834,1.84488503,3.1089613,51.0,2070.0,5339.0,2.0,0.9552350627458326,2.4637681159420293
New Hampshire,NH,2020-10-02,8534,8534.0,,269335.0,455869.0,442.0,743.0,277869,1.872029026,3.168544749,217.0,1818.0,5055.0,1.0,4.292779426310584,11.936193619361935
New Hampshire,NH,2020-10-03,8597,8597.0,,270967.0,461049.0,442.0,743.0,279564,1.864660806,3.172711068,63.0,1632.0,5180.0,0.0,1.2162162162162162,3.860294117647059
New Hampshire,NH,2020-10-04,8645,8645.0,,270967.0,465878.0,443.0,743.0,279612,1.855636025,3.190425402,48.0,0.0,4829.0,1.0,0.9939946158624974,
New Hampshire,NH,2020-10-05,8645,8680.0,,272979.0,465878.0,444.0,743.0,281659,1.863148721,3.179731774,35.0,2012.0,0.0,1.0,,1.7395626242544733
New Hampshire,NH,2020-10-06,8731,8731.0,,274740.0,469392.0,446.0,743.0,283471,1.860065787,3.177913664,51.0,1761.0,3514.0,2.0,1.4513375071143995,2.8960817717206133
New Hampshire,NH,2020-10-07,8731,8800.0,,276328.0,476514.0,448.0,745.0,285128,1.846745321,3.184621175,69.0,1588.0,7122.0,2.0,0.9688289806234204,4.345088161209068
New Hampshire,NH,2020-10-08,8878,8878.0,,278750.0,482118.0,449.0,747.0,287628,1.8414579,3.184932735,78.0,2422.0,5604.0,1.0,1.3918629550321198,3.2204789430222958
New Hampshire,NH,2020-10-09,8970,8878.0,,278750.0,482118.0,449.0,747.0,287628,1.8414579,3.184932735,0.0,0.0,0.0,0.0,,
New Hampshire,NH,2020-10-10,9092,9092.0,,283359.0,493109.0,455.0,750.0,292451,1.843811409,3.20865051,214.0,4609.0,10991.0,6.0,1.9470475843872257,4.643089607290085
New Hampshire,NH,2020-10-11,9143,9092.0,,283359.0,493109.0,455.0,750.0,292451,1.843811409,3.20865051,0.0,0.0,0.0,0.0,,
New Hampshire,NH,2020-10-12,9208,9143.0,,284433.0,497910.0,456.0,752.0,293576,1.836275632,3.21446527,51.0,1074.0,4801.0,1.0,1.0622786919391793,4.748603351955307
New Hampshire,NH,2020-10-13,9279,9279.0,,288571.0,508079.0,456.0,758.0,297850,1.826290793,3.215499825,136.0,4138.0,10169.0,0.0,1.3373979742354214,3.286611889801837
New Hampshire,NH,2020-10-14,9349,9349.0,,292270.0,513452.0,458.0,760.0,301619,1.820812851,3.198754576,70.0,3699.0,5373.0,2.0,1.3028103480364788,1.8924033522573669
New Hampshire,NH,2020-10-15,9426,9426.0,,294150.0,518144.0,463.0,761.0,303576,1.8191854,3.2044875060000004,77.0,1880.0,4692.0,5.0,1.6410912190963343,4.095744680851063
New Hampshire,NH,2020-10-16,9514,9514.0,,296301.0,523340.0,465.0,761.0,305815,1.817938625,3.210924027,88.0,2151.0,5196.0,2.0,1.6936104695919936,4.091120409112041
New Hampshire,NH,2020-10-17,9625,9625.0,,301990.0,523341.0,466.0,761.0,311615,1.839145032,3.187191629,111.0,5689.0,1.0,1.0,11100.0,1.9511337669186148
New Hampshire,NH,2020-10-18,9625,9694.0,,303670.0,538613.0,467.0,761.0,313364,1.799808025,3.192281095,69.0,1680.0,15272.0,1.0,0.4518072289156626,4.107142857142857
New Hampshire,NH,2020-10-19,9746,9746.0,,305060.0,543562.0,468.0,761.0,314806,1.792987736,3.194781354,52.0,1390.0,4949.0,1.0,1.0507173166296222,3.741007194244604
New Hampshire,NH,2020-10-20,9828,9828.0,,306263.0,543562.0,468.0,763.0,316091,1.808073412,3.209006638,82.0,1203.0,0.0,0.0,,6.816292601828762
New Hampshire,NH,2020-10-21,9917,9917.0,,308375.0,552925.0,469.0,763.0,318292,1.793552471,3.215889745,89.0,2112.0,9363.0,1.0,0.9505500373811813,4.214015151515151
New Hampshire,NH,2020-10-22,9994,9994.0,,313179.0,561032.0,470.0,765.0,323173,1.781360065,3.191146277,77.0,4804.0,8107.0,1.0,0.9497964721845319,1.6028309741881765
New Hampshire,NH,2020-10-23,10112,10112.0,,316039.0,567595.0,471.0,765.0,326151,1.7815519869999998,3.199605112,118.0,2860.0,6563.0,1.0,1.797958250799939,4.125874125874126
New Hampshire,NH,2020-10-24,10238,10238.0,,318819.0,574187.0,473.0,765.0,329057,1.783042807,3.211226433,126.0,2780.0,6592.0,2.0,1.9114077669902911,4.532374100719425
New Hampshire,NH,2020-10-25,10328,10328.0,,321233.0,579186.0,473.0,766.0,331561,1.783192273,3.215111772,90.0,2414.0,4999.0,0.0,1.8003600720144028,3.7282518641259323
New Hampshire,NH,2020-10-26,10397,10397.0,,322718.0,585210.0,475.0,768.0,333115,1.776627194,3.221698201,69.0,1485.0,6024.0,2.0,1.1454183266932272,4.646464646464646
New Hampshire,NH,2020-10-27,10530,10531.0,,323878.0,590364.0,475.0,771.0,334409,1.783814731,3.251532985,134.0,1160.0,5154.0,0.0,2.5999223903764066,11.551724137931034
New Hampshire,NH,2020-10-28,10641,10641.0,,325422.0,595707.0,478.0,775.0,336063,1.786280839,3.269907996,110.0,1544.0,5343.0,3.0,2.0587684821261463,7.124352331606218
New Hampshire,NH,2020-10-29,10768,10768.0,,327740.0,602730.0,482.0,775.0,338508,1.786537919,3.285531214,127.0,2318.0,7023.0,4.0,1.8083440125302577,5.47886108714409
New Hampshire,NH,2020-10-30,10884,10884.0,,327812.0,609924.0,482.0,777.0,338696,1.784484624,3.320195722,116.0,72.0,7194.0,0.0,1.6124548234639977,161.11111111111111
New Hampshire,NH,2020-10-31,11084,11084.0,,334001.0,616594.0,483.0,779.0,345085,1.7976172330000002,3.3185529380000003,200.0,6189.0,6670.0,1.0,2.998500749625187,3.231539828728389
New Hampshire,NH,2020-11-01,11214,11214.0,,335921.0,616594.0,483.0,780.0,347135,1.818700798,3.338284894,130.0,1920.0,0.0,0.0,,6.770833333333333
New Hampshire,NH,2020-11-02,11320,11320.0,,336878.0,626532.0,483.0,781.0,348198,1.806771242,3.360266922,106.0,957.0,9938.0,0.0,1.0666130006037433,11.076280041797283
New Hampshire,NH,2020-11-03,11448,11448.0,,338746.0,631044.0,483.0,784.0,350194,1.814136574,3.3795233010000003,128.0,1868.0,4512.0,0.0,2.8368794326241136,6.852248394004283
New Hampshire,NH,2020-11-04,11563,11563.0,,339573.0,635270.0,484.0,787.0,351136,1.820170951,3.405158832,115.0,827.0,4226.0,1.0,2.7212494084240415,13.905683192261185
New Hampshire,NH,2020-11-05,11808,11808.0,,344550.0,644591.0,486.0,788.0,356358,1.831859272,3.427078798,245.0,4977.0,9321.0,2.0,2.628473339770411,4.922644163150492
New Hampshire,NH,2020-11-06,12012,12012.0,,346718.0,651044.0,488.0,790.0,358730,1.845036587,3.464486989,204.0,2168.0,6453.0,2.0,3.1613203161320316,9.40959409594096
New Hampshire,NH,2020-11-07,12241,12241.0,,349465.0,657595.0,489.0,791.0,361706,1.86148009,3.502782825,229.0,2747.0,6551.0,1.0,3.4956495191573804,8.336366945759009
New Hampshire,NH,2020-11-08,12488,12488.0,,350340.0,663080.0,489.0,794.0,362828,1.883332328,3.564537307,247.0,875.0,5485.0,0.0,4.503190519598906,28.22857142857143
New Hampshire,NH,2020-11-09,12699,12699.0,,350845.0,665787.0,489.0,794.0,363544,1.90736677,3.619547093,211.0,505.0,2707.0,0.0,7.794606575544884,41.78217821782178
New Hampshire,NH,2020-11-10,12919,12919.0,,355166.0,673987.0,489.0,796.0,368085,1.91680255,3.637454036,220.0,4321.0,8200.0,0.0,2.682926829268293,5.091414024531359
New Hampshire,NH,2020-11-11,13152,13148.0,,357682.0,673987.0,492.0,800.0,370830,1.950779466,3.675890875,229.0,2516.0,0.0,3.0,,9.10174880763116
New Hampshire,NH,2020-11-12,13475,13470.0,,361578.0,690359.0,495.0,804.0,375048,1.951158745,3.725337272,322.0,3896.0,16372.0,3.0,1.966772538480332,8.264887063655031
New Hampshire,NH,2020-11-13,13937,13929.0,,364376.0,690359.0,498.0,811.0,378305,2.017645891,3.822699629,459.0,2798.0,0.0,3.0,,16.40457469621158
New Hampshire,NH,2020-11-14,14321,14311.0,,367101.0,690359.0,499.0,804.0,381412,2.072979421,3.898382189,382.0,2725.0,0.0,1.0,,14.01834862385321
New Hampshire,NH,2020-11-15,14682,14671.0,,370081.0,690359.0,499.0,804.0,384752,2.125126202,3.964267282,360.0,2980.0,0.0,0.0,,12.080536912751679
New Hampshire,NH,2020-11-16,15040,15029.0,,372579.0,717889.0,500.0,817.0,387608,2.093499134,4.033775387,358.0,2498.0,27530.0,1.0,1.300399564111878,14.331465172137712
New Hampshire,NH,2020-11-17,15319,15303.0,,373597.0,723047.0,502.0,817.0,388900,2.116459926,4.096124969,274.0,1018.0,5158.0,2.0,5.312136487010469,26.91552062868369
New Hampshire,NH,2020-11-18,15766,15749.0,,375402.0,729146.0,504.0,822.0,391151,2.159924076,4.19523604,446.0,1805.0,6099.0,2.0,7.312674208886703,24.709141274238227
New Hampshire,NH,2020-11-19,16295,16277.0,,379206.0,738062.0,506.0,826.0,395483,2.205370281,4.292389888,528.0,3804.0,8916.0,2.0,5.921938088829071,13.880126182965299
New Hampshire,NH,2020-11-20,16822,16797.0,,383009.0,747056.0,507.0,827.0,399806,2.248425821,4.385536632,520.0,3803.0,8994.0,1.0,5.781632199243941,13.673415724428084
New Hampshire,NH,2020-11-21,17315,17281.0,,383252.0,755503.0,508.0,829.0,400533,2.287350282,4.509043658,484.0,243.0,8447.0,1.0,5.729844915354564,199.1769547325103
New Hampshire,NH,2020-11-22,17637,17598.0,,386726.0,764919.0,512.0,830.0,404324,2.300635754,4.550508628999999,317.0,3474.0,9416.0,4.0,3.3666100254885305,9.124928036845136
New Hampshire,NH,2020-11-23,18082,18042.0,,388185.0,770791.0,512.0,831.0,406227,2.340712333,4.647783917,444.0,1459.0,5872.0,0.0,7.561307901907358,30.431802604523643
New Hampshire,NH,2020-11-24,18444,18382.0,,389286.0,775598.0,513.0,832.0,407668,2.370042213,4.721978186,340.0,1101.0,4807.0,1.0,7.073018514666112,30.881017257039055
New Hampshire,NH,2020-11-25,18846,18776.0,,392271.0,785563.0,514.0,833.0,411047,2.390132937,4.786486893,394.0,2985.0,9965.0,1.0,3.9538384345208226,13.19932998324958
New Hampshire,NH,2020-11-26,18846,18776.0,,392271.0,785563.0,514.0,833.0,411047,2.390132937,4.786486893,0.0,0.0,0.0,0.0,,
New Hampshire,NH,2020-11-27,19323,19313.0,,393977.0,785563.0,517.0,836.0,413290,2.458491553,4.902062811,537.0,1706.0,0.0,3.0,,31.477139507620166
New Hampshire,NH,2020-11-28,20025,20002.0,,396156.0,785563.0,523.0,837.0,416158,2.54619935,5.049021093,689.0,2179.0,0.0,6.0,,31.620009178522256
New Hampshire,NH,2020-11-29,20480,20480.0,,398496.0,810663.0,526.0,839.0,418976,2.526327216,5.139323858,478.0,2340.0,25100.0,3.0,1.904382470119522,20.427350427350426
New Hampshire,NH,2020-11-30,20994,20994.0,,400267.0,817159.0,526.0,839.0,421261,2.56914505,5.2449989630000005,514.0,1771.0,6496.0,0.0,7.912561576354679,29.023150762281198
New Hampshire,NH,2020-12-01,21766,21766.0,,402323.0,825100.0,528.0,841.0,424089,2.637983275,5.410080955,772.0,2056.0,7941.0,2.0,9.721697519204131,37.54863813229572
New Hampshire,NH,2020-12-02,22368,22332.0,,405484.0,831649.0,537.0,842.0,427816,2.685267463,5.507492281,566.0,3161.0,6549.0,9.0,8.642540845930677,17.905726036064536
New Hampshire,NH,2020-12-03,22993,22925.0,,408102.0,838700.0,544.0,844.0,431027,2.733396924,5.6174681820000005,593.0,2618.0,7051.0,7.0,8.410154588001701,22.650878533231474
New Hampshire,NH,2020-12-04,23690,23690.0,,410074.0,845200.0,552.0,844.0,433764,2.8028868910000004,5.777006101,765.0,1972.0,6500.0,8.0,11.76923076923077,38.793103448275865
New Hampshire,NH,2020-12-05,24138,24138.0,,413415.0,854085.0,559.0,847.0,437553,2.826182406,5.838685099,448.0,3341.0,8885.0,7.0,5.042205965109735,13.409158934450764
New Hampshire,NH,2020-12-06,24771,24771.0,,415976.0,861473.0,564.0,849.0,440747,2.875423838,5.95491086,633.0,2561.0,7388.0,5.0,8.567948023822415,24.71690745802421
New Jersey,NJ,2020-02-10,0,,,,0.0,0.0,,0,,,,,-861473.0,-564.0,,
New Jersey,NJ,2020-02-11,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-02-12,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-02-13,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-02-14,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-02-15,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-02-16,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-02-17,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-02-18,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-02-19,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-02-20,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-02-21,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-02-22,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-02-23,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-02-24,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-02-25,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-02-26,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-02-27,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-02-28,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-02-29,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-03-01,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-03-02,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-03-03,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-03-04,0,,,,0.0,0.0,,0,,,,,0.0,0.0,,
New Jersey,NJ,2020-03-05,2,1.0,,,1.0,0.0,,1,100.0,,,,1.0,0.0,,
New Jersey,NJ,2020-03-06,2,1.0,,,1.0,0.0,,1,100.0,,0.0,,0.0,0.0,,
New Jersey,NJ,2020-03-07,4,4.0,,,4.0,0.0,,5,100.0,,3.0,,3.0,0.0,100.0,
New Jersey,NJ,2020-03-08,5,6.0,,31.0,37.0,0.0,,37,16.21621622,19.35483871,2.0,,33.0,0.0,6.0606060606060606,
New Jersey,NJ,2020-03-09,5,11.0,,35.0,46.0,0.0,,60,23.91304348,31.42857143,5.0,4.0,9.0,0.0,55.55555555555556,125.0
New Jersey,NJ,2020-03-10,15,15.0,,44.0,59.0,0.0,,79,25.42372881,34.09090909,4.0,9.0,13.0,0.0,30.76923076923077,44.44444444444444
New Jersey,NJ,2020-03-11,23,24.0,,57.0,81.0,1.0,,101,29.62962963,42.10526316,9.0,13.0,22.0,1.0,40.909090909090914,69.23076923076923
New Jersey,NJ,2020-03-12,29,30.0,,74.0,104.0,1.0,,124,28.84615385,40.54054054,6.0,17.0,23.0,0.0,26.08695652173913,35.294117647058826
New Jersey,NJ,2020-03-13,49,50.0,,97.0,147.0,1.0,,227,34.01360544,51.54639175,20.0,23.0,43.0,0.0,46.51162790697674,86.95652173913044
New Jersey,NJ,2020-03-14,69,50.0,,97.0,147.0,1.0,,227,34.01360544,51.54639175,0.0,0.0,0.0,0.0,,
New Jersey,NJ,2020-03-15,72,98.0,,120.0,218.0,2.0,,252,44.95412844,81.66666667,48.0,23.0,71.0,1.0,67.6056338028169,208.69565217391303
New Jersey,NJ,2020-03-16,176,178.0,,120.0,298.0,2.0,,318,59.73154362,148.33333330000005,80.0,0.0,80.0,0.0,100.0,
New Jersey,NJ,2020-03-17,250,267.0,,163.0,430.0,4.0,,485,62.09302326,163.803681,89.0,43.0,132.0,2.0,67.42424242424242,206.97674418604652
New Jersey,NJ,2020-03-18,397,427.0,,190.0,617.0,7.0,,638,69.20583468,224.7368421,160.0,27.0,187.0,3.0,85.56149732620321,592.5925925925926
New Jersey,NJ,2020-03-19,741,742.0,,210.0,952.0,13.0,,1026,77.94117647,353.3333333,315.0,20.0,335.0,6.0,94.02985074626866,1575.0
New Jersey,NJ,2020-03-20,890,890.0,,264.0,1154.0,16.0,,1240,77.12305026,337.1212121000001,148.0,54.0,202.0,3.0,73.26732673267327,274.0740740740741
New Jersey,NJ,2020-03-21,1327,1327.0,,294.0,1621.0,22.0,,1661,81.8630475,451.3605442,437.0,30.0,467.0,6.0,93.57601713062098,1456.6666666666667
New Jersey,NJ,2020-03-22,1914,1914.0,,327.0,2241.0,29.0,,2290,85.40829987,585.3211008999998,587.0,33.0,620.0,7.0,94.6774193548387,1778.787878787879
New Jersey,NJ,2020-03-23,2844,2844.0,,359.0,3203.0,40.0,,3297,88.79175773,792.2005571000002,930.0,32.0,962.0,11.0,96.67359667359668,2906.25
New Jersey,NJ,2020-03-24,3675,3675.0,,8325.0,12000.0,60.0,,12045,30.625,44.14414414,831.0,7966.0,8797.0,20.0,9.446402182562236,10.431835300025107
New Jersey,NJ,2020-03-25,4402,4402.0,,10452.0,14854.0,81.0,,14854,29.63511512,42.11634137,727.0,2127.0,2854.0,21.0,25.47302032235459,34.17959567465915
New Jersey,NJ,2020-03-26,6876,6876.0,,13661.0,20537.0,108.0,,20537,33.48103423,50.33306493,2474.0,3209.0,5683.0,27.0,43.533345064226644,77.0956684325335
New Jersey,NJ,2020-03-27,8825,8825.0,,16547.0,25372.0,140.0,,25372,34.78243733,53.33293044,1949.0,2886.0,4835.0,32.0,40.31023784901758,67.53291753291754
New Jersey,NJ,2020-03-28,11124,11124.0,,19386.0,30510.0,191.0,,30510,36.46017699,57.3816156,2299.0,2839.0,5138.0,51.0,44.74503697936941,80.97921803451919
New Jersey,NJ,2020-03-29,13386,13386.0,,22216.0,35602.0,217.0,,35602,37.59901129,60.25387108,2262.0,2830.0,5092.0,26.0,44.422623723487824,79.92932862190813
New Jersey,NJ,2020-03-30,16636,16636.0,,25224.0,41860.0,266.0,,41860,39.74199713,65.95306058,3250.0,3008.0,6258.0,49.0,51.9335250878875,108.04521276595744
New Jersey,NJ,2020-03-31,18696,18696.0,,27077.0,45773.0,364.0,,45773,40.84503965,69.04753111,2060.0,1853.0,3913.0,98.0,52.64502938921544,111.17107393416082
New Jersey,NJ,2020-04-01,22255,22255.0,,30387.0,52642.0,475.0,,52642,42.27612933,73.23855596,3559.0,3310.0,6869.0,111.0,51.8124909011501,107.5226586102719
New Jersey,NJ,2020-04-02,25590,25590.0,,33520.0,59110.0,680.0,,59110,43.29216715,76.3424821,3335.0,3133.0,6468.0,205.0,51.56153370439085,106.4474944142994
New Jersey,NJ,2020-04-03,29895,29895.0,,37608.0,67503.0,816.0,,67503,44.28692058,79.49106573,4305.0,4088.0,8393.0,136.0,51.29274395329442,105.3082191780822
New Jersey,NJ,2020-04-04,34124,34124.0,,41232.0,75356.0,1058.0,,75356,45.28371994,82.76096236,4229.0,3624.0,7853.0,242.0,53.852031070928305,116.69426048565121
New Jersey,NJ,2020-04-05,37505,37505.0,,44661.0,82166.0,1184.0,,82166,45.64540077,83.97707172,3381.0,3429.0,6810.0,126.0,49.647577092511014,98.60017497812773
New Jersey,NJ,2020-04-06,41090,41090.0,,47942.0,89032.0,1334.0,,89032,46.15194537,85.70773017,3585.0,3281.0,6866.0,150.0,52.21380716574424,109.26546784516916
New Jersey,NJ,2020-04-07,44416,44416.0,,50558.0,94974.0,1631.0,,94974,46.76648346,87.85157641,3326.0,2616.0,5942.0,297.0,55.97441938741164,127.14067278287462
New Jersey,NJ,2020-04-08,47437,47437.0,,52979.0,100416.0,1969.0,,100416,47.2404796,89.53925140000003,3021.0,2421.0,5442.0,338.0,55.512679162072764,124.78314745972739
New Jersey,NJ,2020-04-09,51027,51027.0,,56165.0,107192.0,2236.0,,107192,47.60336592,90.85195406,3590.0,3186.0,6776.0,267.0,52.981109799291616,112.68047708725675
