,text
112,A timeline is emerging in the government witness testimony against Azamat Tazhayakov  He s accused of interfering in the investigation of his college friend  Boston Marathon bombing suspect Dzhokhar Tsarnaev Listen above to a full report from WBUR s Bruce Gellerman This segment aired on July 10  2014 
113,Malala Yousafzai of Pakistan and Kailash Satyarthi of India were jointly awarded the Nobel Peace Prize on Friday for their work for children s rights The Norwegian Nobel Committee cited the two  for their struggle against the suppression of children and young people and for the right of all children to education  Malala  17  is the youngest ever winner of a Nobel Prize  A schoolgirl and education campaigner in Pakistan  she was shot in the head by a Taliban gunman two years ago Satyarthi  60  has maintained the tradition of Mahatma Gandhi and headed various forms of peaceful protests   focusing on the grave exploitation of children for financial gain   the Nobel committee said The Nobel Committee said it  regards it as an important point for a Hindu and a Muslim  an Indian and a Pakistani  to join in a common struggle for education and against extremism  Malala was barely 11 years old when she began championing girls  education  speaking out in TV interviews  The Taliban had overrun her home town of Mingora  terrorizing residents  threatening to blow up girls  schools  ordering teachers and students into the all encompassing burqas She was critically injured on Oct  9  2012  when a Taliban gunman boarded her school bus and shot her in the head  She survived through luck   the bullet did not enter her brain   and by the quick intervention of British doctors who were visiting Pakistan Flown to Britain for specialist treatment at the Queen Elizabeth Hospital in Birmingham  she underwent numerous surgeries  but made a strong recovery Malala currently lives with her father  mother and two brothers in the English city of Birmingham  attending a local school  She has been showered with human rights prizes  including the European Parliament s Sakharov Award Satyarthi has been at the forefront of a global movement to end child slavery and exploitative child labor since 1980 when he gave up a career as an electrical engineer As a grassroots activist  he has led the rescue of tens of thousands of child slaves and developed a successful model for their education and rehabilitation The founder of the Nobel Prizes  Swedish industrialist Alfred Nobel  said the prize committee should give the prize to  the person who shall have done the most or the best work for fraternity between nations  for the abolition or reduction of standing armies and for the holding and promotion of peace congresses  The committee has interpreted those instructions differently over time  widening the concept of peace work to include efforts to improve human rights  fight poverty and clean up the environment The Nobel Prizes in medicine  chemistry  physics and literature were announced earlier this week  The economics award will be announced on Monday All awards will be handed out on Dec  10  the anniversary of Nobel s death in 1896 
114,The Boston Bruins took a couple punches  then hit back hard and put the Detroit Red Wings on the brink of elimination Jarome Iginla scored with 6 28 left in overtime on a redirected shot that went off an opponent  lifting the Bruins to a 3 2 win over Detroit on Thursday night in Game 4 of their first round series to finish off a comeback from a two goal deficit The Presidents  Trophy winners and defending Eastern Conference champions can advance with a win against Detroit on Saturday at home If the Red Wings extend the best of seven series by winning at Boston  they will host Game 6 on Monday night Early in Game 4  a return to Joe Louis Arena appeared likely Detroit took a 2 0 lead in the second period after Pavel Datsyuk and Niklas Kronwall each had a goal and an assist Torey Krug scored midway through the second period to pull the Bruins within a goal  Milan Lucic tied it at 2 early in the third period Detroit s Jonas Gustavsson made 37 saves in a surprise start Thursday night  filling in for Jimmy Howard  who was out with the flu Iginla was credited with the winning goal  but seemed to get some help putting the puck in the net  Boston s Dougie Hamilton sent a shot toward the net that Iginla deflected and the puck looked like it went off DeKeyser s left leg before going in the net Detroit captain Henrik Zetterberg played for the first time since having back surgery two months ago  Zetterberg gave the crowd a jolt  leading to fired up fans roaring when he was on the ice for his first shift  and seemed to also give his team a boost early in the game Later in the game  Zetterberg looked like a player who was still trying to get into game shape as he struggled to skate with world class players The Red Wings got off to a strong start after falling behind 2 0 after the opening period of the previous two games and losing both by a combined score of 7 1 Kronwall s slap shot on a power play 11 minutes into the game put Detroit up 1 0  ending its 0 for 10 drought with an extra skater in the series Datsyuk scored for the first time since he had the game winner in Game 1  shooting into an open net from the right side after Kronwall lightly tapped the puck to him Both Red Wings will have quite a story to tell their kids  Datsyuk s wife had a girl on Wednesday and Kronwall s girlfriend gave birth to a boy 8 plus hours before the puck dropped The Bruins looked as though they might be in trouble when they gave Detroit a power play midway through the second period  trailing by two  but Todd Bertuzzi was called for interference 13 seconds later  Boston made the most of the opportunity with Krug scoring from the top of the slot through traffic just before Bertuzzi could leave the penalty box Lucic scored his second goal of the series  taking advantage of the Red Wings being out of position in front of the net and teammate Carl Soderberg making a backhanded pass from behind the net 
115,Boston Mayor elect Marty Walsh has named the general manager of the streaming network operated by the Huffington Post as his chief of staff Walsh said on Saturday that Daniel Arrigg Koh will bring a fresh  new energy to the office of the CEO of New England s largest city Koh currently serves as the general manager of HuffPost Live  He previously worked as chief of staff to the Huffington Post founder and editor in chief  helping her craft strategy for and manage the work of 700 people at the Huffington Post Media Group  Before that  he served as an adviser to outgoing Mayor Thomas Menino Walsh says Koh has broad experience of city hall and a deep understanding of managing a large  fast paced organization Koh grew up in Andover and has degrees from Harvard College and Harvard Business School 
116,From Hopkinton to the finish line in Boston  our photos from the 118th Boston Marathon And see here for your photos along the route  and our full live blog of Marathon Monday 
117,Secretary of State John Kerry urged Yale University graduates on Sunday to keep faith in government s ability to break gridlock  even as many problems remain unsolved Kerry  a 1966 graduate of Yale  told students and their families  faculty and staff at the Ivy League school s 313th commencement that some people don t believe they can make a difference  and the sum difference of all of this is that we do not believe we can make a difference     we remain gridlocked  Over the years  Congress has enacted broad legislation protecting the environment and civil rights  said Kerry  a former U S  senator from Massachusetts  But  he said  the need to reform immigration and grapple with climate change now remain undone Kerry told graduates to remain hopeful and be active participants in finding ways to bring about change Kerry also took a playful poke at the NBA s controversy surrounding Los Angeles Clippers owner Donald Sterling  telling the graduates   You are     the most diverse class in Yale history  Or  as it s called in the NBA  Donald Sterling s worst nightmare   The comment drew laughs from the audience The NBA commissioner has banned Sterling for life and fined him $2 5 million following the release last month of a recording in which the Clippers  owner makes racist remarks  The commissioner also called on owners to oust Sterling from the league Students from 61 countries graduated from Yale this weekend  according to a Class Day speaker Forty eight years ago when he graduated  Kerry spoke at Yale Class Day  Then  he spoke about his impending service in the military and on the U S  military presence around the world Now  he said America s worldwide presence will not be diminished This article was originally published on May 18  2014 
118,It may not be the highest profile event in the Winter Olympics  but it is one of the fastest Athletes in the individual sport of skeleton reach speeds upward of 90 miles per hour  barreling head first down a sheet of ice on a steel sled Terry Holland  of Pittsfield  competed as a member of the U S  skeleton team for 20 years  He went to the Salt Lake City games in 2002 as a coach  and this year heads up New Zealand s Olympic skeleton team  He joined WBUR s Morning Edition to discuss the sport This segment aired on January 21  2014 
119,A Boston police officer who says he felt the heat and heard the whistle of a bullet fired by a fleeing suspect as it narrowly missed his head offered forgiveness to his assailant in court The officer  whose name was not made public  said in a statement read in Suffolk Superior Court on Tuesday  that  I m willing to personally forgive   the man who tried to kill him in July 2013 The shooter  23 year old Paul Eric Louis Jeune  of Braintree  was sentenced to up to eight years in prison after pleading guilty to charges including armed assault with intent to murder Police were chasing the suspected drug dealer when Louis Jeune shot at a pursuing officer from 10 feet away  Louis Jeune was then struck by a bullet fired by another officer 
120,It s a sad day for Brazil after Tuesday s 7 1 loss to Germany in the World Cup semifinals  games that are being hosted in Brazil  The disappointment extended to Brazilians around the world  including to the many in Massachusetts  which has one of the largest Brazilian communities in the country WBUR s Fred Thys was in Framingham Tuesday  where high hopes were devastated  Listen above to his full report This segment aired on July 9  2014 
121,Gov  Deval Patrick is ending the week with a commencement address at the University of Massachusetts Amherst Patrick will address about 5 500 graduating seniors and more than 20 000 expected guests at the ceremony that begins in McGuirk Alumni Stadium at 4 30 p m  Friday Also at the ceremony  honorary doctoral degrees will be presented to retired U S  Rep  John Olver and New York Times columnist and author Gail Collins Olver  a former UMass Amherst chemistry professor  represented Massachusetts in Congress from 1991 to 2013  He s receiving an honorary Doctor of Public Service degree Collins earned a master s degree in government from UMass Amherst in 1970  She s receiving an honorary Doctor of Humane Letters degree At the graduate commencement ceremony Friday morning about 1 200 candidates are receiving master s and doctoral degrees 
122,Pope Francis declared his two predecessors John XXIII and John Paul II saints on Sunday before hundreds of thousands of people in St  Peter s Square  an unprecedented ceremony made even more historic by the presence of retired Pope Benedict XVI Never before has a reigning and retired pope celebrated Mass together in public  much less at an event honoring two of their most famous predecessors Benedict s presence was a reflection of the balancing act that Francis envisioned when he decided to canonize John and John Paul together  showing the unity of the Catholic Church by honoring popes beloved to conservatives and progressives alike Francis took a deep breath and paused for a moment before reciting the saint making formula in Latin  as if moved by the history he was about to make He said that after deliberating  consulting and praying for divine assistance  we declare and define Blessed John XXIII and John Paul II be saints and we enroll them among the saints  decreeing that they are to be venerated as such by the whole church  Applause broke out from a crowd that stretched from St  Peter s to the Tiber River and beyond Benedict was sitting off to the side of the altar with other cardinals  He had arrived in the square on his own to cheers and applause  wearing white vestments and white bishops  miter  He stood to greet Italy s president and later Francis when he arrived  and sang along during the hymns that followed the canonization rite Italy s interior ministry predicted 1 million people would watch the Mass from the square  the streets surrounding it and nearby piazzas where giant TV screens were set up to accommodate the crowds eager to follow along By the time the ceremony began  Via della Conciliazione  the main boulevard leading from the square  nearby streets and the bridges across the Tiber were packed Polish pilgrims carrying the red and white flags of John Paul s beloved homeland had been among the first to push into the square well before sunrise  as the human chains of neon vested civil protection workers trying to maintain order finally gave up and let them in Most of those who arrived first at St  Peter s had camped out overnight nearby on air mattresses and sleeping pads  Others hadn t slept at all and took part in the all night prayer vigils hosted at a dozen churches in downtown Rome By mid morning  the scene in the square was quiet and subdued   perhaps due to the chilly gray skies and cumulative lack of sleep   unlike the rollicking party atmosphere of John Paul s May 2011 beatification when bands of young people sang and danced in the hours before the Mass Benedict had promised to remain  hidden from the world  after resigning last year  but Francis has coaxed him out of retirement and urged him to take part in the public life of the church In a dress rehearsal of sorts  Benedict attended the February ceremony in which Francis installed 19 new cardinals  But celebrating Mass together with Francis was something else entirely  a first for the 2 000 year old institution and a reflection of Francis  desire to show the continuity in the papacy  despite different personalities  priorities and politics Pope John XIII  who reigned from 1958 1963  is a hero to liberal Catholics for having convened the Second Vatican Council  The meetings brought the church into the modern era by allowing Mass to be celebrated in local languages rather than Latin and by encouraging greater dialogue with people of other faiths  particularly Jews During his quarter century papacy from 1978 2005  John Paul II helped topple communism through his support of Poland s Solidarity movement  His globe trotting papacy and launch of the wildly popular World Youth Days invigorated a new generation of Catholics  while his defense of core church teaching heartened conservatives after the turbulent 1960s Kings  queens  presidents and prime ministers from more than 90 countries attended  Some 20 Jewish leaders from the U S   Israel  Italy  Francis  native Argentina and Poland were also taking part  in a clear sign of their appreciation for the great strides made in Catholic Jewish relations under John  John Paul   and their successors celebrating their sainthood 
123,This past weekend Boston played host to the largest public safety exercise in city history  Two thousand first responders participated from Boston and eight surrounding communities  Dubbed Urban Shield  this 24 hour long series of drills was designed to test and stress personnel  emergency tactics and procedures WBUR’s Bruce Gellerman observed it  Listen above to his report This segment aired on May 5  2014 
124,This coming spring marks 40 years since the end of America s War in Vietnam In April of 1975  as Americans were airlifted out of Saigon  South Vietnamese who had been loyal to the U S  were desperate to be evacuated before the approaching North Vietnamese troops moved in  A new documentary film   Last Days in Vietnam   chronicles those final hours  when leaving or staying meant the difference between life and death Filmmaker Rory Kennedy  the youngest of late Sen  Robert Kennedy s children  joined Morning Edition to speak about her lifelong interest in the Vietnam War  She tells us why she pursued the story of the chaos of those final 24 hours of the U S  withdrawal from Saigon and snap decisions about who stayed and who got out This segment aired on September 19  2014 
125,Hundreds of people have attended the funeral of a Massachusetts teenager whose battle with a rare genetic condition that accelerates the aging process inspired professional athletes and spurred medical research Services for 17 year old Sam Berns  of Foxborough  were held Tuesday at Temple Israel in Sharon Among those in attendance was New England Patriots owner Robert Kraft  A private reception was held later at Gillette Stadium Berns died Friday of complications from Hutchinson Gilford progeria syndrome  commonly known as progeria  He was diagnosed with progeria when he was 22 months old He became the subject of an HBO documentary   Life According to Sam   The exposure has brought greater recognition to the condition  which causes musculoskeletal degeneration  cardiovascular problems and other symptoms associated with aging This article was originally published on January 14  2014 
126,The Boston Celtics are learning the hard way Jeff Green scored 25 points  reserve Marcus Thornton had 21 and the Celtics nearly blew a 25 point third quarter lead before beating the Washington Wizards 101 93 Sunday in Paul Pierce s return After blowing a big lead earlier in the week and winning in overtime against Detroit  they hung on in the final minute against the Wizards  Boston blew out the Los Angeles Lakers on Friday In a handful of games earlier this season  the Celtics had squandered big leads and ended up losing Rajon Rondo had a triple double with 13 points  13 rebounds and 11 assists for the Celtics  who won their third straight after a season high five game losing streak Rasual Butler scored 14 of his 22 points in the final quarter for the Wizards  who failed to match the franchise s best start since 1968 69 Pierce  who played for the Celtics for 15 seasons and was a member of their 2008 championship team before being traded to Brooklyn prior to last season  scored 16 points  He signed with Washington as a free agent during the offseason John Wall had 17 points  14 assists and eight rebounds for Washington  which had won its last four The Celtics had opened their 25 point lead midway into the third quarter before the Wizards made a furious fourth quarter rally behind Butler Washington  which struggled with its shooting  didn t get into an offensive rhythm until the beginning of the final quarter when Butler nailed three 3 pointers during a 14 3 spree that started the quarter Butler s final quarter   when he nailed four 3 pointers   helped the Wizards make it 94 93 with just over a minute to play Pierce front rimmed a 3 before Avery Bradley nailed one from deep in the right corner for Boston with 37 seconds to play  and Green s breakaway layup sealed it The Celtics increased it to 63 38 in the third on Rondo s fastbreak layup and led 77 59 entering the final quarter 
127,A Boston firefighter who died battling a blaze in a Back Bay brownstone two months ago has been honored by Big Brothers Big Sisters of Massachusetts Bay for mentoring a young boy Michael Kennedy was given the organization s Big of the Year Award on Thursday night  It s the first time the award has been given posthumously The 33 year old Kennedy had been a Big Brother to 14 year old Alex Beauzile of Milton since the boy was 7 Beauzile said that the years he knew Kennedy were  the best years of my life   He says Kennedy made him laugh and every day with Kennedy was a new adventure Kennedy encouraged Beauzile to follow his dreams to go to college  join the Marines and become a police officer 
128,Bill Nye the Science Guy and Howard Koh  assistant secretary of health at the U S  Department of Health and Human Services  have been selected to address graduates at University of Massachusetts Lowell commencement ceremonies Nye  a scientist  comedian  author  and host of television shows that teach children about the fun side of science  will address undergraduates at morning ceremonies on May 17 Koh  who s been at U S  Department of Health and Human Services since 2009  and was previously commissioner of Public Health of Massachusetts from 1997 until 2003  will address master s and doctoral graduates as well as undergraduates in the College of Health Sciences Nye and Koh are among eight guests who will receive honorary degrees 
129,The Massachusetts National Guard is hosting 200 soldiers from several Central Asian Nations  including Afghanistan and Pakistan  at a training conference at Joint Base Cape Cod this week Three of the Afghan soldiers went missing on Saturday and were detained Monday in Buffalo  where they were trying to cross the border into Canada The Adjutant General of the Massachusetts National Guard  Maj  Gen  Scott Rice joined WBUR s All Things Considered to discuss the training of foreign troops here in the U S  Listen to our full interview above Related  This segment aired on September 23  2014 
130,Alex Ovechkin scored his first two goals of the season  Braden Holtby stopped 29 shots and Washington coach Barry Trotz earned his first win with the Capitals in a 4 0 victory over the Boston Bruins on Saturday night The three time league MVP Ovechkin  who led the NHL with 51 goals last season  scored Washington s first two of the game  Defenseman Mike Green had a power play goal and Joel Ward added a late score Trotz  the longtime coach of Nashville  was hired during the offseason after Washington missed the playoffs for the first time in seven years and fired Adam Oates  The Capitals lost Trotz s first game  2 1 in a shootout to Montreal at home Thursday Holtby stopped eight shots in the initial 8 1 2 minutes en route to his 12th career shutout  sending Boston to its second straight loss after a season opening victory Boston s Tuukka Rask made 17 saves  Last season s Vezina Trophy winner has played all three of the Bruins  games Eight seconds after Boston rookie Bobby Robins was sent to the penalty box for kneeing  Ovechkin one timed John Carlson s pass from the point past Rask from the left circle to move the Capitals ahead 1 0 at 11 26 Ovechkin s second goal of the game  coming off a nice feed from along the boards from Nicklas Backstrom  made it 2 0 at 18 39  Backstrom hustled from the right corner and outworked a Bruins  player along the left boards before making a backhand pass to Ovechkin  who blistered a shot by Rask The Bruins have scored just three goals in their three games Holtby had a pair of nice stops   both on Chris Kelly s bids from the slot   in the opening period  The first came at the 11 minute mark when he flashed his glove and the second was a left pad stop Boston s best chance came early in the third when Carl Soderberg broke in alone  shifted Holtby out of position  but he lost control of the puck just as he was attempting a shot Washington made it 3 0 when Green one timed Evgeny Kuznetsov s cross ice pass by Rask 10 34 into the second The Bruins  who won the Presidents  Trophy last season  didn t lose consecutive regular season games after dropping contests Jan  7 and 9 NOTES  Green was back in the lineup after missing the opener with an upper body injury      Boston s top line center David Krejci missed his third straight with an undisclosed injury      Bruins C Patrice Bergeron needs three points for 500 in his career      Ovechkin also led the league last season with 24 power play goals and shots on goal with 386      It was the Capitals  only regular season visit to Boston      Last season Ovechkin had two PP goals and collected his 800th career point in Boston 
131,The leader of Boston s Roman Catholic church has maintained a holiday tradition of visiting the homeless on Christmas Eve Cardinal Sean O Malley stopped at the Pine Street Inn where he talked with guests and helped serve meals at the city s largest homeless shelter O Malley was joined for a time by Gov  elect Charlie Baker  who takes office on Jan  8 The cardinal planned to celebrate Midnight Mass at the Cathedral of the Holy Cross in Boston s South End neighborhood In his annual holiday message  O Malley said Christmas was  the feast of God s love for us   and said people should share this joy and good news with others 
132,Montreal coach Michel Therrien wanted to continue his team s drive to the playoffs more than to snap Boston s 12 game winning streak The Canadiens accomplished both Alex Galchenyuk scored the only shootout goal  and the Canadiens got their fifth win in six games  2 1 over the Bruins on Monday night Montreal tied Tampa Bay for the third most points in the Eastern Conference  but has played one more game The Bruins fell one game short of their longest winning streak since 1970 71 and two shy of the club record set in 1929 30 But their one point from the shootout loss moved them ahead of Western Conference leading St  Louis for the most in the NHL with 104 Boston was uncharacteristically undisciplined for the two periods then tied it at 1 with just two seconds left on its sixth power play of the game Dougie Hamilton s slap shot from the center of the blue line deflected off Patrice Bergeron and past goalie Peter Budaj with 5 26 left in the third period  It was Bergeron s 23rd goal of the season Budaj also stopped a four game Bruins winning streak with a 4 1 victory in Boston on Jan  30 Boston s last loss came March 1  4 2 to Washington Montreal grabbed the lead on Alexei Emelin s third goal of the season at 6 39 of the first  Emelin s shot from the blue line deflected off Bruins forward Chris Kelly about 30 feet from the net and rose over the glove of goalie Tuukka Rask In the shootout  Bergeron  Jarome Iginla  Brad Marchand and David Krejci missed for Boston while Thomas Vanek  David Desharnais and Daniel Briere failed for Montreal Then Galchenyuk went in close to put the puck between Rask s stick and the post to the right of the goaltender The Bruins had three power plays in the first 11 minutes of the third period but were outshot 5 1 as the Canadiens picked off errant passes and cleared the puck from their zone The Canadiens won despite losing two forwards  Dale Weise and Travis Moen  early in the first period  Bruins defenseman Kevan Miller sent Weise sprawling into the boards 4 50 into the game then fought with Moen  who challenged him after the hit Montreal had an excellent opportunity with a two man advantage for 44 seconds late in the second period when Johnny Boychuk was called for roughing P K  Subban and joined Iginla in the penalty box  The Canadiens took four shots on goal before Iginla s penalty ended and none during the rest of the power play Budaj came up with a big glove save when he stopped Zdeno Chara s slap shot from the blue line with 5 seconds left in the second period 
133,A young girl who lost part of her left leg in the Boston Marathon bombings has made great progress over the past 11 months  even as she and her family mourn her brother  who was killed in the attack A photo released by the family Friday shows Jane Richard  now 8  grinning widely while wearing a new prosthetic leg designed for running and everyday activities Jane is not self conscious about her injury and has already worn the leg to school multiple times  the family said in a statement Jane s brother  8 year old Martin  was one of three people killed in the April 15 attack near the marathon finish line that injured more than 260  Their parents were also hurt This year s marathon is April 21  About 100 runners have been selected to run as part of Team MR8  which will raise money for the foundation named in honor of Martin that invests in education  athletics and community This article was originally published on March 21  2014 
134,Ernst van Dyk of South Africa has won the men s wheelchair division of the Boston Marathon for a record 10th time The 41 year old crossed the finish line in 1 hour  20 minutes  36 seconds Van Dyk holds the record for most all categories Boston Marathon wins  This was his first win at this race since 2010 Van Dyk finished 38 seconds ahead of two Japanese racers  Kota Hokinoue finished less than a wheel length ahead of Masazumi Soejima  with both recording a time of 1 21 14 Tatyana McFadden of the University of Illinois has won the women s wheelchair race at the Boston Marathon for the second straight year McFadden celebrated her 25th birthday Monday and listened as  The Star Spangled Banner  played on Boylston Street one year after the bombings that left three dead and more than 260 injured She crossed the finish line in 1 hour  35 minutes  6 seconds McFadden was born in Russia and lived in an orphanage as a child  She also won the 2013 New York City Marathon women s wheelchair race after taking the titles in Boston  London and Chicago last year No other athlete has won those four races in the same year 
135,Harvard women’s basketball coach Kathy Delaney Smith is now the winningest coach — man or woman — in Ivy League history Delaney Smith picked up her 515th career victory when her Crimson team beat Yale 69 65 on Friday night at Lavietes Pavilion  The win puts her one ahead of Hall of Famer Pete Carril  who coached Princeton’s men’s team for 29 seasons Even so  Delaney Smith was emotional after Friday’s game  covering her face with her hands as her players embraced her at center court  Supported by co captain Christine Clark  Delaney Smith then walked off to the Harvard locker room The Crimson trailed by as many as six in the second half before taking the lead for good with 4 07 left in the game  In its final regular season game  Harvard hosts Brown Saturday night 
136,One of the oldest charities in New England  the 142 year old Worcester based Lutheran Social Services  has decided its name is getting in the way of its mission In a few months  the formerly Lutheran organization will rebrand itself  changing its name to the Ascentria Care Alliance Listen to our entire conversation with Bovill above This segment aired on June 11  2014 
137,Matt Guthmiller  19  has become the youngest person to circumnavigate the globe alone by plane The rising MIT sophomore  who s studying engineering in Cambridge  landed Monday night in California  He flew about 27 000 miles over 44 days Guthmiller took off in May from San Diego in a single engine Beechcraft Bonanza Before he departed  Guthmiller talked about the trip with Radio Boston 
138,When the Winter Olympics officially began with opening ceremonies Friday  one former Olympian and current Boston College Law student was there to cheer on the athletes Caitlin Cahow  along with tennis star Billie Jean King and figure skater Brian Boitano  was chosen by President Obama to represent the U S  as part of its official delegation  All three of them are openly gay  And although the White House hasn t said it explicitly  their selection is widely considered a rebuke of Russia s policy banning so called homosexual propaganda to young people WBUR s All Things Considered host Sacha Pfeiffer spoke with Cahow — who won a silver medal in 2010 and a bronze in 2006 as a member of the U S  Women s Ice Hockey Team — at BC s law library before she left for Sochi and asked her what it feels like to know she s intended to be a symbol Caitlin Cahow  I think I want to represent all Americans  you know  Not just one community  At the same time  I m very proud to be representing the LGBT community  I think it s really just an honor in every possible way  But  more importantly  I really identify with what Brian Boitano has said about his life  you know  He s not just gay  He s never thought of himself that way  That s the same way that I am  I m a daughter and a sister and a student and an athlete and an Olympian and an American  And it s just one more thing that makes up who I am Sacha Pfeiffer  While you re there at the Olympics  do you feel any desire or any obligation to be outspoken on gay rights issues  take part in protests of any kind I don t  I m going to be in Russia representing my country  representing myself  And I think that my presence there is far more indicative than any words I could possibly say of how many great strides our nation has made in the last few years  just in my lifetime alone  I mean  I went to college the year that the Goodridge case was handed down in Massachusetts The one that legalized same sex marriage here I went to Harvard University and remember the day  I never thought that I would see that  Even growing up on the east coast in a very supportive environment  I never thought that I would see gay marriage and just to see where we ve come If you were to get a chance while you re in Russia to talk to President Vladimir Putin or some other high level Russian government official  or make some kind of public statement  what would you want to say on the issue of gay equality That regardless of who you are or who you love  there s a common human dignity that flows between all of us  And I want to exhibit the best qualities of myself that I find I ve learned in part through my status as an Olympian However  this is a government in Russia — or at least the head of the government  Putin — who seems not to share that view based on recent political moves he s made  So what would you want to say to him I think it s the same thing that I say to anyone who disagrees with me or with my life  You know  I m not going to change everyone s mind  And far be it for me to cast stones  To me  the most effective form of protest stems from people like Martin Luther King  who had a peaceful and positive message  That s the same kind of protest that I wish to engage in  It s important to remember that while I am a presidential delegate  I m not a politician and I m not a diplomat  I don t speak for the United States of America  I speak for myself Is there anything frustrating about the attention you re getting  I mean  it s an enormous honor  a great opportunity  Yet now it s suddenly   Caitlin Cahow  Openly Gay Athlete   It s the thing that comes after the comma after your name  every time you re identified It certainly has changed my Google hits  But it is what it is  I ve gotten so much attention for my private life  And for the month since the announcement  on certain days it s really felt like I m in a time warp  So yeah  in a lot of ways  one of my main goals for the rest of my life is going to be living in a world where these classifications no longer matter and you don t just live and die by a box that you have to check on a form And what is your official role supposed to be  Has the White House spelled out for you what it would like you to do while you re there My official role is to represent the United States and cheer on our amazing athletes and make sure that they know that they are 100 percent supported by our nation  because they are  And that s what I hope comes from this Olympics  There s a lot of lead up  there s a lot of controversy  But when the games open  it s about the athletes  in my mind  So I want to make sure that they get their moment to shine Do you expect to wish you were out there playing It ll be difficult not to be on the ice  I ve dedicated so much of my life to being an athlete  But it s a new opportunity for me to represent my country  And I m excited to take it all in and not have to worry about  you know  getting sleep so that I can compete the next day  It s going to be an amazing opportunity to really witness and take in and experience the Olympics as a spectator  I m very excited This segment aired on February 7  2014 
139,Patrice Bergeron earned his 500th point on the first of two assists and Tuukka Rask continued his mastery over Toronto as the Boston Bruins  in their first game without injured captain Zdeno Chara  defeated the Maple Leafs 4 1 Saturday night After a moving pregame ceremony to honor two fallen soldiers  Toronto quickly fell flat and drew boos from the crowd after the Bruins went ahead 4 0 early in the third period Carl Soderberg  David Krejci  Gregory Campbell and Dougie Hamilton scored for Boston  Hamilton also had two assists Richard Panik beat Rask with 5 33 remaining  on a delayed power play  slapping in a rebound from in close for his first with the Maple Leafs Rask  the reigning Vezina Trophy winner  is 10 2 0 in 14 outings against Toronto  He came into the game with a  943 save percentage and 1 64 goals against average against the Leafs Toronto goalie Jonathan Bernier left early in the third period after giving up four goals on 25 shots Both teams finished with 33 shots While the teams split four games last season  the Bruins have had Toronto s number in recent years Boston has won 12 of the past 16 regular season games  12 2 2  against the Leafs and is 15 3 4 in its past 22 visits to the Air Canada Centre Referee Chris Rooney left the game late in the second period  after being hit with the puck just seconds before Krejci s goal  He departed cradling his arm  but returned for the start of the third The game was preceded by an emotional ceremony to honor Cpl  Nathan Cirillo and Warrant Officer Patrice Vincent  killed in separate incidents this week in Ottawa and Saint Jean sur Richelieu  Quebec  respectively The 19 132 fans at the Air Canada Centre stood and sang  O Canada  with their counterparts in Montreal and Ottawa as the anthem from the Canadian Tire Centre was shown on the scoreboard s big screen The death of Cirillo and the attack of Parliament Hill by a gunman  prompted the league to postpone the Leafs  game Wednesday in Ottawa  Toronto last played Tuesday  defeating the New York Islanders 5 2 on the road Saturday s pregame emotion did not carry through as the Bruins went ahead early Soderberg opened the scoring on the power play at 3 27 after a fanned shot from Hamilton from the faceoff circle found Bergeron in front  Bernier stopped his redirect with his pad  but the puck went straight to Soderberg who had circled around the back of the net Bergeron s 500th NHL point moved him past Adam Oates into sole possession of 13th place on the Bruins  points list It took the Leafs 5 41 to get their first shot in the second period Krejci made it 2 0 at 15 58 of the second with a beautiful solo effort for his third of the season  Krejci drove at the Toronto goal  ignoring an attempted check by Phil Kessel  and swatted in his own rebound as he flew over Bernier The Leafs paid for a lapse on a power play opportunity at 2 32 of the third as Campbell beat Dion Phaneuf in front of the goal to a pass from Daniel Paille and beat Bernier with five seconds remaining on the man advantage Hamilton then beat the defense on a rush and scored on Bernier with a wrist shot at 4 09  That chased Bernier in favor of James Reimer It was the first game for the Bruins since losing defenseman Chara to a knee injury  The 6 foot 9  255 pounder injured the posterior cruciate ligament in his left knee throwing a hit on Islanders star John Tavares in front of the Boston net  Chara is expected to be out 4 to 6 weeks It was just the 21st game Chara has missed of a possible 622 games since joining the Bruins in July 2006 Only 12 of those games have been missed due to injuries  The other nine games came from the club s decision to rest Chara late in the season  and because he carried Slovakia s flag in the opening ceremony of the Olympics Zach Trotman  a 24 year old defenseman who was taken 210th overall in the 2010 draft  was called up from the Bruins  AHL Providence farm team for his third career NHL appearance It was Bernier s third straight start in goal  He was 1 2 0 in his four previous games against Boston with an  882 save percentage and 4 29 goals against average 
140,Phil Balboni  co founder and CEO of GlobalPost  a Boston based international online news site  spoke to WBUR s Morning Edition Wednesday morning about the alleged execution of New Hampshire native and journalist James Foley James Foley  40  was a freelance journalist for GlobalPost when he was captured in Syria in 2012  He has also worked in Afghanistan  Iraq and Libya Foley was  an incredibly brave  caring person who loved what he did   Balboni told WBUR s Deborah Becker  adding that he is devastated by how his captivity apparently ended A video of Foley s alleged execution was released Tuesday afternoon by an Islamic extremist group ISIS  The Obama administration is still trying to verify the authenticity of the video and is expected to make a statement about the apparent execution Wednesday afternoon This segment aired on August 20  2014 
