Dist Code,Impacted G,Proporti 1,Proportion,REP,Rep Dist,Rep First,Rep Last,Rep Party,Route Ids,Stop Id,Stop Name,Town,URL,Geometry,Geometry (HOUSE2012 POLY.shp),Impacted P,Income,Income Lev,Repdistnum,Shape Area,Shape Len
SUFF10,"25021402101,25025130402,25025130404,25025130406","0.15,0.36,0.42,0.07","0.07,0.32,0.52,0.13",Edward F. Coppinger (D),10th Suffolk,Edward F.,Coppinger,(D),35,766,2508 Centre St,BOSTON,http://malegislature.gov/Legislators/Profile/E_C1,Point,Polygon,526,73798,2,133,23225083.8591,30760.3994202
SUFF13,"25021417502,25021417501,25021417300,25021417200,25025100700,25025100603","0.23,0.00,0.11,0.27,0.11,0.06","0.53,0.01,0.12,0.22,0.18,0.13",Daniel J. Hunt (D),13th Suffolk,Daniel J.,Hunt,(D),"210,202,201",30631,Hancock St @ Neponset River Bridge,QUINCY,http://malegislature.gov/Legislators/Profile/DJH1,Point,MultiPolygon,1267,82182,2,136,8642595.73697,34955.033552
ESS08,"25009203200,25009203100,25009203301","0.73,0.13,0.12","0.43,0.07,0.13",Lori A. Ehrlich (D),8th Essex,Lori A.,Ehrlich,(D),"442,449,441,448",4796,Pleasant St @ Bubier Rd,MARBLEHEAD,http://malegislature.gov/Legislators/Profile/LAE1,Point,MultiPolygon,182,106365,2,32,20329759.7389,44115.8674729
SUFF10,"25021402101,25025130402,25025130404,25025130406","0.15,0.36,0.42,0.07","0.07,0.32,0.52,0.13",Edward F. Coppinger (D),10th Suffolk,Edward F.,Coppinger,(D),35,829,2519 Centre St,BOSTON,http://malegislature.gov/Legislators/Profile/E_C1,Point,Polygon,526,73798,2,133,23225083.8591,30760.3994202
MID30,"25017333600,25017333502,25017333501","0.32,0.00,0.67","0.07,0.00,0.28",Richard M. Haggerty (D),30th Middlesex,Richard M.,Haggerty,(D),134,9133,Main St @ Fisher Terr,WOBURN,http://malegislature.gov/Legislators/Profile/RMH1,Point,Polygon,91,97841,2,89,31730889.7683,33351.4132597
SUFF12,"25025100800,25025100601,25025100500,25025100400,25025100900,25025100700","0.46,0.01,0.14,0.27,0.09,0.03","0.52,0.04,0.34,0.87,0.18,0.05",Daniel Cullinane (D),12th Suffolk,Daniel,Cullinane,(D),"215,21,24,240,27,217",534,Dorchester Ave @ Van Winkle St,BOSTON,http://malegislature.gov/Legislators/Profile/D_C1,Point,Polygon,2701,72385,2,135,10215903.3988,23539.4207407
SUFF12,"25021416400,25025100800,25025100601,25025100500,25025100400,25025100900,25025100700","0.01,0.57,0.02,0.03,0.08,0.01,0.25","0.00,0.66,0.09,0.07,0.27,0.02,0.42",Daniel Cullinane (D),12th Suffolk,Daniel,Cullinane,(D),215,3377,Gallivan Blvd @ Adams St,BOSTON,http://malegislature.gov/Legislators/Profile/D_C1,Point,Polygon,1728,83927,2,135,10215903.3988,23539.4207407
NOR01,"25021417701,25021418101,25021417601,25021417200,25021417100,25021417602","0.04,0.01,0.11,0.01,0.18,0.65","0.05,0.01,0.23,0.01,0.27,0.61",Bruce J. Ayers (D),1st Norfolk,Bruce J.,Ayers,(D),"211,212,202,201,210,217",3029,Hancock St @ Clay St,QUINCY,http://malegislature.gov/Legislators/Profile/BJA1,Point,Polygon,1172,77627,2,97,32010475.7398,65034.9363785
ESS08,"25009203200,25009203100,25009203301","0.72,0.12,0.13","0.43,0.07,0.14",Lori A. Ehrlich (D),8th Essex,Lori A.,Ehrlich,(D),"442,449,441,448",4844,Pleasant St @ Maverick St,MARBLEHEAD,http://malegislature.gov/Legislators/Profile/LAE1,Point,MultiPolygon,185,105611,2,32,20329759.7389,44115.8674729
MID10,"25017368700,25017368500,25017369100,25017368902,25017368800,25017368600","0.30,0.05,0.02,0.10,0.52,0.01","0.83,0.21,0.02,0.15,0.62,0.01",John J. Lawn (D),10th Middlesex,John J.,Lawn,(D),558,7811,River St @ Ripley St,WALTHAM,http://malegislature.gov/Legislators/Profile/JJL2,Point,Polygon,742,72404,2,69,13828722.3541,33255.4346385
MID26,"25017351500,25017352102,25017351203,25017352101,25017352900,25017352800,25017352700,25017352600,25017352500,25017352400,25017352300,25017352200","0.33,0.05,0.02,0.01,0.00,0.07,0.07,0.12,0.04,0.07,0.13,0.07","0.49,0.24,0.11,0.04,0.03,0.86,0.91,1.00,0.44,0.30,0.46,1.00",Mike Connolly (D),26th Middlesex,Mike,Connolly,(D),69,1409,Cambridge St @ Berkshire St,CAMBRIDGE,http://malegislature.gov/Legislators/Profile/M_C1,Point,Polygon,6182,81516,2,85,6687439.87223,18679.2635493
MID21,"25017359100,25017359300","0.61,0.38","0.08,0.04",Kenneth I. Gordon (D),21st Middlesex,Kenneth I.,Gordon,(D),62,7879,Springs Rd @ Pine Hill Rd,BEDFORD,http://malegislature.gov/Legislators/Profile/KIG1,Point,Polygon,21,128779,3,80,76563295.0976,54814.2363673
MID25,"25025000803,25017354100,25017354000,25017353900,25017353800,25017353700,25017353600,25017353500,25017353000,25017352900,25025981501","0.02,0.09,0.06,0.15,0.14,0.25,0.13,0.06,0.00,0.02,0.02","0.04,0.30,0.27,0.94,0.95,0.94,0.37,0.54,0.01,0.15,0.04",Marjorie C. Decker (D),25th Middlesex,Marjorie C.,Decker,(D),"69,1,68",2167,Quincy St @ Harvard St,CAMBRIDGE,http://malegislature.gov/Legislators/Profile/MCD1,Point,Polygon,8018,78732,2,84,4602566.88383,12119.6188689
SUFF15,"25025110607,25025110502,25025110501,25025110401,25025140106,25025110403","0.14,0.34,0.18,0.05,0.04,0.26","0.24,1.00,0.55,0.18,0.32,0.55",Nika Elugardo (D),15th Suffolk,Nika,Elugardo,(D),"34E,34,40,70A,50",10603,Washington St @ Durnell Ave,BOSTON,http://malegislature.gov/Legislators/Profile/N_E1,Point,Polygon,2270,89491,2,138,8393152.22191,22444.1687602
MID21,"25017359100,25017359300","0.61,0.38","0.08,0.04",Kenneth I. Gordon (D),21st Middlesex,Kenneth I.,Gordon,(D),62,8470,Springs Rd @ Pine Hill Rd,BEDFORD,http://malegislature.gov/Legislators/Profile/KIG1,Point,Polygon,21,128779,3,80,76563295.0976,54814.2363673
MID21,"25017332400,25017332200","0.48,0.52","0.09,0.13",Kenneth I. Gordon (D),21st Middlesex,Kenneth I.,Gordon,(D),"354,352,350",41693,Cambridge St @ Rita Ave,BURLINGTON,http://malegislature.gov/Legislators/Profile/KIG1,Point,Polygon,57,97655,2,80,76563295.0976,54814.2363673
SUFF02,"25017352101,25025030400,25025030200,25025030100,25025040100,25025040600,25025040401,25025020303,25025040801,25025040300,25025040200,25025030500","0.05,0.00,0.01,0.04,0.13,0.01,0.18,0.11,0.14,0.07,0.06,0.03","0.27,0.04,0.17,0.99,1.00,0.02,0.83,0.48,0.30,0.51,0.85,0.34",Daniel Joseph Ryan (D),2nd Suffolk,Daniel J.,Ryan,(D),93,12836,Chelsea St @ Warren St,BOSTON,http://malegislature.gov/Legislators/Profile/DJR1,Point,MultiPolygon,5708,106490,2,125,8031400.28338,29074.4701515
SUFF12,"25025100800,25025100500,25025100400,25025100300,25025101002,25025100900","0.14,0.23,0.31,0.14,0.01,0.17","0.16,0.55,1.00,0.58,0.01,0.34",Daniel Cullinane (D),12th Suffolk,Daniel,Cullinane,(D),26,492,Washington St @ Fuller St,BOSTON,http://malegislature.gov/Legislators/Profile/D_C1,Point,Polygon,3231,61119,2,135,10215903.3988,23539.4207407
MID26,"25017351500,25017352102,25017351203,25017352101,25017352900,25017352800,25017352700,25017352600,25017352500,25017352400,25017352300,25017352200","0.33,0.04,0.03,0.01,0.01,0.07,0.07,0.12,0.05,0.07,0.13,0.07","0.49,0.22,0.14,0.03,0.06,0.88,0.93,1.00,0.48,0.31,0.43,1.00",Mike Connolly (D),26th Middlesex,Mike,Connolly,(D),69,1421,Cambridge St @ Berkshire St,CAMBRIDGE,http://malegislature.gov/Legislators/Profile/M_C1,Point,Polygon,6314,82217,2,85,6687439.87223,18679.2635493
ESS09,"25017335301,25017335302,25017335100,25017335200","0.46,0.02,0.19,0.32","0.33,0.01,0.08,0.18",Donald H. Wong (R),9th Essex,Donald H.,Wong,(R),"137,136",9249,Main St @ Nahant St,WAKEFIELD,http://malegislature.gov/Legislators/Profile/DHW1,Point,Polygon,254,90632,2,33,41030067.4944,47337.7920224
NOR07,"25021416300,25021416200,25021416101,25025101002,25025100900","0.83,0.01,0.06,0.00,0.09","0.61,0.01,0.01,0.00,0.19",William J. Driscoll (D),7th Norfolk,William J.,Driscoll,(D),240,4139,Central Ave @ Columbine Rd,MILTON,http://malegislature.gov/Legislators/Profile/WJD1,Point,Polygon,517,136793,3,103,47436712.8531,60203.4613137
MID09,"25017368400,25017368300,25017368200,25017367200","0.45,0.31,0.20,0.03","0.23,0.37,0.06,0.00",Thomas M. Stanley (D),9th Middlesex,Thomas M.,Stanley,(D),70,9522,Weston St @ Cedarwood Ave,WALTHAM,http://malegislature.gov/Legislators/Profile/TMS1,Point,Polygon,530,89540,2,68,64794497.8688,60414.3621098
ESS07,"25009205100,25009204701,25009202102","0.01,0.98,0.01","0.01,0.27,0.00",Paul F. Tucker (D),7th Essex,Paul F.,Tucker,(D),"456,450",4545,Highland Ave @ Barnes Rd,SALEM,http://malegislature.gov/Legislators/Profile/PFT1,Point,MultiPolygon,94,69589,2,31,21919910.6873,47226.7848168
SUFF12,"25025100800,25025100601,25025100500,25025100400,25025100900,25025100700","0.45,0.01,0.15,0.27,0.08,0.03","0.52,0.05,0.35,0.86,0.17,0.06",Daniel Cullinane (D),12th Suffolk,Daniel,Cullinane,(D),"215,21,24,240,27,217",536,Dorchester Ave @ Hurlcroft Ave,BOSTON,http://malegislature.gov/Legislators/Profile/D_C1,Point,Polygon,2717,71905,2,135,10215903.3988,23539.4207407
NOR02,"25021417601,25021417200,25021417100,25021417602","0.14,0.13,0.34,0.38","0.30,0.11,0.52,0.36",Tackey Chan (D),2nd Norfolk,Tackey,Chan,(D),"217,211",3100,Newport Ave opp Newport Terr,QUINCY,http://malegislature.gov/Legislators/Profile/T_C1,Point,MultiPolygon,1381,81683,2,98,14690133.9884,35915.5846188
SUFF02,"25017352101,25025030200,25025030100,25025040100,25025040600,25025040401,25025020303,25025020301,25025040801,25025040300,25025040200,25025030500","0.08,0.00,0.02,0.13,0.04,0.19,0.12,0.00,0.10,0.08,0.05,0.02","0.39,0.10,0.65,1.00,0.06,0.90,0.56,0.01,0.21,0.57,0.73,0.21",Daniel Joseph Ryan (D),2nd Suffolk,Daniel J.,Ryan,(D),92,28281,Main St @ Park St,BOSTON,http://malegislature.gov/Legislators/Profile/DJR1,Point,MultiPolygon,5242,111380,2,125,8031400.28338,29074.4701515
SUFF10,"25025130402,25025130300,25025130200,25025130100,25025130404","0.13,0.24,0.38,0.19,0.05","0.12,0.35,0.58,0.09,0.06",Edward F. Coppinger (D),10th Suffolk,Edward F.,Coppinger,(D),"37,38",842,Lagrange St @ Westmount Ave,BOSTON,http://malegislature.gov/Legislators/Profile/E_C1,Point,Polygon,656,103757,2,133,23225083.8591,30760.3994202
SUFF06,"25025100500,25025100400,25025100300,25025101102,25025101101,25025101002,25025100900,25025100200,25025100100","0.00,0.00,0.21,0.17,0.11,0.19,0.00,0.17,0.14","0.00,0.01,0.87,0.62,0.58,0.33,0.01,0.99,0.28",Russell E. Holmes (D),6th Suffolk,Russell E.,Holmes,(D),26,445,Norfolk St @ Morton St,BOSTON,http://malegislature.gov/Legislators/Profile/REH1,Point,Polygon,2986,45504,2,129,7922005.65874,22391.2473893
PLYM03,"25023500103,25023500104,25023501101","0.50,0.01,0.08","0.52,0.01,0.02",Joan Meschino (D),3rd Plymouth,Joan,Meschino,(D),,111223,Wash Blvd @ Hull Medical Ctr (FLAG),HULL,http://malegislature.gov/Legislators/Profile/J_M1,Point,MultiPolygon,59,80944,2,114,95819606.6719,139330.630248
SUFF14,"25025140400,25025140300,25025140107,25025140105,25025980700","0.00,0.08,0.16,0.43,0.32","0.00,0.10,0.52,0.87,0.22",Angelo M. Scaccia (D),14th Suffolk,Angelo M.,Scaccia,(D),50,12812,West St opp Lodge Hill Rd,BOSTON,http://malegislature.gov/Legislators/Profile/AMS1,Point,Polygon,880,57315,2,137,14291898.0812,22013.1193192
MID10,"25017368700,25017368500,25017368400,25017369100,25017368902,25017368800,25017368600","0.30,0.05,0.00,0.02,0.10,0.51,0.01","0.82,0.22,0.00,0.02,0.16,0.61,0.01",John J. Lawn (D),10th Middlesex,John J.,Lawn,(D),558,7849,River St @ Ripley St,WALTHAM,http://malegislature.gov/Legislators/Profile/JJL2,Point,Polygon,744,72369,2,69,13828722.3541,33255.4346385
SUFF12,"25021416400,25025100800,25025100601,25025100500,25025100400,25025100900,25025100700","0.01,0.55,0.03,0.02,0.07,0.01,0.28","0.01,0.64,0.12,0.05,0.22,0.01,0.47",Daniel Cullinane (D),12th Suffolk,Daniel,Cullinane,(D),215,3371,Gallivan Blvd @ Frederika St,BOSTON,http://malegislature.gov/Legislators/Profile/D_C1,Point,Polygon,1676,84483,2,135,10215903.3988,23539.4207407
MID25,"25025000803,25017354100,25017354000,25017353900,25017353800,25017353700,25017353600,25017353500,25017354200,25025981501,25025000100","0.07,0.23,0.09,0.12,0.02,0.13,0.07,0.00,0.00,0.06,0.11","0.13,0.79,0.41,0.78,0.13,0.49,0.21,0.01,0.00,0.14,0.12",Marjorie C. Decker (D),25th Middlesex,Marjorie C.,Decker,(D),"725,77,75,72,66,78,96,74,86",32549,Eliot St @ Bennett St,CAMBRIDGE,http://malegislature.gov/Legislators/Profile/MCD1,Point,Polygon,5210,76590,2,84,4602566.88383,12119.6188689
SUFF19,"25025180500,25025180200,25025180301,25025990101,25025180400","0.20,0.03,0.03,0.01,0.27","0.51,0.05,0.08,0.55,0.86",Robert A. DeLeo (D),19th Suffolk,Robert A.,DeLeo,(D),713,109819,Washington Ave opp River Rd,WINTHROP,http://malegislature.gov/Legislators/Profile/RAD1,Point,MultiPolygon,637,77161,2,142,10473601.2746,37757.8369616
ESS07,"25009205100,25009204701,25009202102","0.01,0.99,0.01","0.01,0.27,0.00",Paul F. Tucker (D),7th Essex,Paul F.,Tucker,(D),"456,450",4469,Highland Ave @ Ravenna Ave,SALEM,http://malegislature.gov/Legislators/Profile/PFT1,Point,MultiPolygon,94,69585,2,31,21919910.6873,47226.7848168
SUFF06,"25025100300,25025101102,25025101101,25025101002,25025101001,25025100200,25025100100,25025981100","0.03,0.26,0.19,0.09,0.03,0.14,0.12,0.14","0.14,0.94,1.00,0.16,0.05,0.79,0.24,0.10",Russell E. Holmes (D),6th Suffolk,Russell E.,Holmes,(D),"28,29,31",1730,Blue Hill Ave @ Woolson St,BOSTON,http://malegislature.gov/Legislators/Profile/REH1,Point,Polygon,2678,45161,2,129,7922005.65874,22391.2473893
NOR07,"25021416400,25021416300,25021416101,25025100800,25025100900","0.34,0.40,0.10,0.08,0.00","0.15,0.30,0.02,0.09,0.00",William J. Driscoll (D),7th Norfolk,William J.,Driscoll,(D),217,3471,224 Adams St opp Churchills Ln,MILTON,http://malegislature.gov/Legislators/Profile/WJD1,Point,Polygon,367,131951,3,103,47436712.8531,60203.4613137
MID10,"25017370101,25017369100,25017368800,25017370102,25017373200","0.40,0.10,0.02,0.45,0.03","0.58,0.08,0.02,0.40,0.05",John J. Lawn (D),10th Middlesex,John J.,Lawn,(D),"70,70A,34E",8292,590 Main St opp Herson St,WATERTOWN,http://malegislature.gov/Legislators/Profile/JJL2,Point,Polygon,1006,94974,2,69,13828722.3541,33255.4346385
SUFF19,"25025180500,25025180200,25025180301,25025990101,25025180400","0.20,0.02,0.03,0.01,0.27","0.52,0.04,0.07,0.49,0.85",Robert A. DeLeo (D),19th Suffolk,Robert A.,DeLeo,(D),713,109883,Washington Ave @ River Rd,WINTHROP,http://malegislature.gov/Legislators/Profile/RAD1,Point,MultiPolygon,623,77179,2,142,10473601.2746,37757.8369616
SUFF14,"25025140400,25025140300,25025140107,25025140105,25025980700","0.00,0.08,0.16,0.44,0.33","0.00,0.10,0.52,0.88,0.23",Angelo M. Scaccia (D),14th Suffolk,Angelo M.,Scaccia,(D),"50,40",12789,West St @ Lodge Hill Rd,BOSTON,http://malegislature.gov/Legislators/Profile/AMS1,Point,Polygon,886,57146,2,137,14291898.0812,22013.1193192
ESS09,"25017335301,25017335302,25017335100,25017335200","0.45,0.03,0.20,0.32","0.32,0.01,0.08,0.18",Donald H. Wong (R),9th Essex,Donald H.,Wong,(R),"137,136",19182,Main St @ North St,WAKEFIELD,http://malegislature.gov/Legislators/Profile/DHW1,Point,Polygon,249,90729,2,33,41030067.4944,47337.7920224
MID09,"25017368400,25017368300,25017368200,25017367200","0.44,0.32,0.21,0.03","0.23,0.37,0.06,0.00",Thomas M. Stanley (D),9th Middlesex,Thomas M.,Stanley,(D),70,8850,Tavern Rd @ Weston St,WALTHAM,http://malegislature.gov/Legislators/Profile/TMS1,Point,Polygon,530,89672,2,68,64794497.8688,60414.3621098
SUFF10,"25025130402,25025130300,25025130200,25025130100,25025130404","0.13,0.24,0.39,0.20,0.04","0.11,0.34,0.58,0.09,0.05",Edward F. Coppinger (D),10th Suffolk,Edward F.,Coppinger,(D),"37,38",846,Lagrange St @ Westmount Ave,BOSTON,http://malegislature.gov/Legislators/Profile/E_C1,Point,Polygon,641,104124,2,133,23225083.8591,30760.3994202
SUFF06,"25025140400,25025110502,25025110401,25025110103,25025110301,25025981100,25025110403,25025110201","0.06,0.03,0.20,0.00,0.24,0.09,0.21,0.17","0.06,0.10,0.77,0.00,0.60,0.07,0.44,1.00",Russell E. Holmes (D),6th Suffolk,Russell E.,Holmes,(D),"32,33",6479,510 Hyde Park Ave,BOSTON,http://malegislature.gov/Legislators/Profile/REH1,Point,Polygon,1721,65013,2,129,7922005.65874,22391.2473893
ESS07,"25009204101,25009203200,25009203100,25009204701,25009204102","0.17,0.00,0.06,0.02,0.71","0.28,0.00,0.03,0.01,0.53",Paul F. Tucker (D),7th Essex,Paul F.,Tucker,(D),"455,459",6166,Loring Ave @ Monroe Rd,SALEM,http://malegislature.gov/Legislators/Profile/PFT1,Point,MultiPolygon,461,75578,2,31,21919910.6873,47226.7848168
SUFF19,"25025180500,25025180200,25025180301,25025990101,25025180400","0.17,0.08,0.07,0.02,0.28","0.45,0.15,0.18,0.85,0.90",Robert A. DeLeo (D),19th Suffolk,Robert A.,DeLeo,(D),713,109884,Washington Ave @ Lewis Ave,WINTHROP,http://malegislature.gov/Legislators/Profile/RAD1,Point,MultiPolygon,754,77050,2,142,10473601.2746,37757.8369616
NOR02,"25021417601,25021417200,25021417100,25021417602","0.15,0.14,0.33,0.37","0.32,0.11,0.51,0.35",Tackey Chan (D),2nd Norfolk,Tackey,Chan,(D),"217,211",3192,Newport Ave @ Newport Terr,QUINCY,http://malegislature.gov/Legislators/Profile/T_C1,Point,MultiPolygon,1383,81332,2,98,14690133.9884,35915.5846188
SUFF19,"25025180500,25025180200,25025180301,25025990101,25025180400","0.17,0.09,0.07,0.02,0.28","0.44,0.16,0.20,0.86,0.90",Robert A. DeLeo (D),19th Suffolk,Robert A.,DeLeo,(D),713,109818,Washington Ave opp Lewis Ave,WINTHROP,http://malegislature.gov/Legislators/Profile/RAD1,Point,MultiPolygon,766,77037,2,142,10473601.2746,37757.8369616
ESS07,"25009204101,25009203200,25009203100,25009204701,25009204102","0.17,0.00,0.06,0.02,0.71","0.28,0.00,0.03,0.01,0.53",Paul F. Tucker (D),7th Essex,Paul F.,Tucker,(D),"455,459",16118,Loring Ave @ Station Rd,SALEM,http://malegislature.gov/Legislators/Profile/PFT1,Point,MultiPolygon,461,75578,2,31,21919910.6873,47226.7848168
MID29,"25017357300,25017370300,25017354300,25017370201","0.10,0.61,0.17,0.12","0.32,0.43,0.18,0.18",Jonathan Hecht (D),29th Middlesex,Jonathan,Hecht,(D),71,2033,Mt Auburn St @ Keenan St,WATERTOWN,http://malegislature.gov/Legislators/Profile/J_H1,Point,Polygon,778,94186,2,88,14133168.9641,24350.6780317
SUFF06,"25025140400,25025110401,25025101001,25025110103,25025110301,25025981100,25025110403,25025110201","0.06,0.12,0.00,0.00,0.32,0.26,0.07,0.17","0.07,0.46,0.00,0.00,0.79,0.19,0.15,1.00",Russell E. Holmes (D),6th Suffolk,Russell E.,Holmes,(D),14,46500,American Legion Hwy @ Mt Hope St,BOSTON,http://malegislature.gov/Legislators/Profile/REH1,Point,Polygon,1295,58813,2,129,7922005.65874,22391.2473893
SUFF12,"25021416300,25021416200,25025140400,25025101002,25025101001,25025100900","0.34,0.22,0.12,0.09,0.22,0.01","0.25,0.13,0.13,0.16,0.35,0.01",Daniel Cullinane (D),12th Suffolk,Daniel,Cullinane,(D),245,4355,Blue Hills Pkwy @ Blue Hill Ave,MILTON,http://malegislature.gov/Legislators/Profile/D_C1,Point,Polygon,1035,94182,2,135,10215903.3988,23539.4207407
MID25,"25017354000,25017353900,25017353800,25017353700,25017353600,25017353500,25017351203,25017353000,25017352900,25017352800,25017352700,25017351204","0.00,0.09,0.15,0.26,0.11,0.07,0.07,0.08,0.13,0.00,0.00,0.02","0.00,0.60,1.00,0.97,0.30,0.70,0.37,0.48,0.92,0.00,0.04,0.06",Marjorie C. Decker (D),25th Middlesex,Marjorie C.,Decker,(D),68,2226,Broadway @ Ellery St,CAMBRIDGE,http://malegislature.gov/Legislators/Profile/MCD1,Point,Polygon,9264,85860,2,84,4602566.88383,12119.6188689
SUFF06,"25025100300,25025101102,25025101101,25025101002,25025101001,25025100200,25025100100,25025981100","0.03,0.26,0.19,0.08,0.03,0.14,0.13,0.15","0.12,0.93,1.00,0.14,0.05,0.79,0.25,0.11",Russell E. Holmes (D),6th Suffolk,Russell E.,Holmes,(D),"28,29,31",1713,Blue Hill Ave @ Goodale Rd,BOSTON,http://malegislature.gov/Legislators/Profile/REH1,Point,Polygon,2641,44986,2,129,7922005.65874,22391.2473893
ESS09,"25009210500,25009205400,25009205300","0.11,0.61,0.28","0.05,0.13,0.23",Donald H. Wong (R),9th Essex,Donald H.,Wong,(R),"434,436",7330,Lynnfield St @ Woodale Rd,LYNN,http://malegislature.gov/Legislators/Profile/DHW1,Point,Polygon,89,103668,2,33,41030067.4944,47337.7920224
ESS09,"25009210500,25009205400,25009205300","0.11,0.62,0.27","0.05,0.13,0.22",Donald H. Wong (R),9th Essex,Donald H.,Wong,(R),"434,436",7350,Lynnfield St @ Allston St,LYNN,http://malegislature.gov/Legislators/Profile/DHW1,Point,Polygon,86,103748,2,33,41030067.4944,47337.7920224
MID10,"25017370101,25017369100,25017368800,25017370102,25017373200","0.39,0.12,0.02,0.44,0.02","0.56,0.10,0.03,0.39,0.03",John J. Lawn (D),10th Middlesex,John J.,Lawn,(D),"70,70A,34E",8821,Main St @ Copeland St,WATERTOWN,http://malegislature.gov/Legislators/Profile/JJL2,Point,Polygon,976,95324,2,69,13828722.3541,33255.4346385
MID26,"25017351500,25017352102,25017352101,25017352700,25017352600,25017352300,25017352200,25025040600,25025040401","0.37,0.17,0.13,0.01,0.01,0.16,0.07,0.06,0.00","0.54,0.82,0.64,0.19,0.12,0.55,1.00,0.09,0.00",Mike Connolly (D),26th Middlesex,Mike,Connolly,(D),"87,88,80",2602,O'Brien Hwy @ Winter St,CAMBRIDGE,http://malegislature.gov/Legislators/Profile/M_C1,Point,Polygon,3979,90791,2,85,6687439.87223,18679.2635493
NOR07,"25021416400,25021416300,25021416101,25025100800,25025100900","0.33,0.41,0.09,0.08,0.00","0.14,0.30,0.02,0.09,0.00",William J. Driscoll (D),7th Norfolk,William J.,Driscoll,(D),217,3480,Adams St @ Churchills Ln,MILTON,http://malegislature.gov/Legislators/Profile/WJD1,Point,Polygon,362,131976,3,103,47436712.8531,60203.4613137
MID21,"25017332400,25017332300,25017332200","0.45,0.01,0.54","0.08,0.00,0.14",Kenneth I. Gordon (D),21st Middlesex,Kenneth I.,Gordon,(D),"352,350",8238,Cambridge St @ Anna Rd,BURLINGTON,http://malegislature.gov/Legislators/Profile/KIG1,Point,Polygon,58,97829,2,80,76563295.0976,54814.2363673
MID29,"25017357300,25017370300,25017354300,25017354200,25017370201","0.10,0.61,0.17,0.00,0.11","0.32,0.43,0.19,0.00,0.18",Jonathan Hecht (D),29th Middlesex,Jonathan,Hecht,(D),71,2061,Mt Auburn St opp Keenan St,WATERTOWN,http://malegislature.gov/Legislators/Profile/J_H1,Point,Polygon,785,93942,2,88,14133168.9641,24350.6780317
ESS07,"25009204702,25009204701","0.00,1.00","0.00,0.27",Paul F. Tucker (D),7th Essex,Paul F.,Tucker,(D),"456,450",4546,Highland Ave @ Cedar Rd,SALEM,http://malegislature.gov/Legislators/Profile/PFT1,Point,MultiPolygon,90,69244,2,31,21919910.6873,47226.7848168
SUFF12,"25021416300,25021416200,25025140400,25025140300,25025101002,25025101001","0.10,0.24,0.34,0.01,0.04,0.27","0.07,0.14,0.37,0.01,0.07,0.42",Daniel Cullinane (D),12th Suffolk,Daniel,Cullinane,(D),"24,33",6369,River St @ Caton St,BOSTON,http://malegislature.gov/Legislators/Profile/D_C1,Point,Polygon,1262,75418,2,135,10215903.3988,23539.4207407
SUFF19,"25025180500,25025180200,25025180301,25025990101,25025180400","0.13,0.12,0.11,0.02,0.29","0.35,0.23,0.31,0.89,0.91",Robert A. DeLeo (D),19th Suffolk,Robert A.,DeLeo,(D),713,109885,Washington Ave @ Willow Ave,WINTHROP,http://malegislature.gov/Legislators/Profile/RAD1,Point,MultiPolygon,824,78186,2,142,10473601.2746,37757.8369616
MID26,"25017353101,25017351500,25017353800,25017353700,25017353500,25017353400,25017353300,25017353200,25017351203,25017353000,25017352900,25017352800,25017352700,25017352600,25017352500,25017352400","0.06,0.01,0.13,0.07,0.06,0.01,0.01,0.00,0.09,0.16,0.15,0.08,0.03,0.02,0.10,0.02","0.30,0.01,0.87,0.25,0.57,0.07,0.05,0.00,0.44,1.00,1.00,0.99,0.41,0.16,1.00,0.09",Mike Connolly (D),26th Middlesex,Mike,Connolly,(D),68,2223,Broadway @ Inman St,CAMBRIDGE,http://malegislature.gov/Legislators/Profile/M_C1,Point,Polygon,10245,93977,2,85,6687439.87223,18679.2635493
NOR13,"25021403400,25021403300,25021403100,25021457200","0.23,0.16,0.02,0.58","0.05,0.05,0.01,0.38",Denise C. Garlick (D),13th Norfolk,Denise C.,Garlick,(D),59,61852,Highland Ave @ May St,NEEDHAM,http://malegislature.gov/Legislators/Profile/DCG1,Point,Polygon,217,155278,3,109,91333688.4108,55592.1594631
SUFF12,"25021416300,25021416200,25025140400,25025140300,25025101002,25025101001","0.10,0.24,0.34,0.01,0.04,0.27","0.07,0.14,0.37,0.01,0.08,0.42",Daniel Cullinane (D),12th Suffolk,Daniel,Cullinane,(D),"24,33",6365,River St @ Mattakeeset St,BOSTON,http://malegislature.gov/Legislators/Profile/D_C1,Point,Polygon,1274,75418,2,135,10215903.3988,23539.4207407
MID25,"25025000803,25017354100,25017354000,25017353900,25017353800,25017353700,25017353600,25017353500,25017353400,25017353300,25017353000,25017352900,25025981501","0.05,0.03,0.02,0.16,0.15,0.23,0.03,0.10,0.06,0.00,0.05,0.04,0.02","0.09,0.12,0.09,1.00,1.00,0.87,0.08,0.98,0.40,0.00,0.31,0.28,0.05",Marjorie C. Decker (D),25th Middlesex,Marjorie C.,Decker,(D),1,67,Mt Auburn St @ Putnam Ave,CAMBRIDGE,http://malegislature.gov/Legislators/Profile/MCD1,Point,Polygon,8774,74340,2,84,4602566.88383,12119.6188689
