,dist_code,stop_id,Impacted T,Proportion,REP,rep_dist,Rep Party,route_ids,Stop Name,Town,Town Id,tract_id,Impacted P,Income,income_level,Repdistnum
2435,MID26,2707.0,"351300,351100,350200,351404,351403,350104,350103","0.31,0.03,0.72,0.43,0.58,0.75,0.31",Mike Connolly (D),26th Middlesex,(D),"101,89",Broadway @ Montgomery Ave,SOMERVILLE,274.0,350200,4227.0,75020.0,2.0,85.0
2436,SUFF13,38813.0,"416400,417200,100800,100700,100603","0.09,0.03,0.09,0.85,0.01",Daniel J. Hunt (D),13th Suffolk,(D),"201,202",Keystone Apartments,BOSTON,35.0,100700,639.0,90011.0,2.0,136.0
2437,MID33,9020.0,"341901,341902,341800,341700","0.31,0.43,0.26,0.42",Steven Ultrino (D),33rd Middlesex,(D),108,Hunting St @ Salem St,MALDEN,165.0,341902,914.0,64899.0,2.0,92.0
2438,MID29,2148.0,"354900,354600,357300,357200,357100,354300","0.08,0.32,0.11,0.47,0.07,0.29",Jonathan Hecht (D),29th Middlesex,(D),"74,78",Concord Ave opp Sancta Maria Hospital,CAMBRIDGE,49.0,354300,1154.0,125187.0,2.0,88.0
2439,MID26,2723.0,"351300,351100,350200,351404,351403,350104,350103","0.28,0.03,0.72,0.41,0.57,0.76,0.34",Mike Connolly (D),26th Middlesex,(D),"101,89",Broadway @ Fellsway W,SOMERVILLE,274.0,350200,4171.0,75436.0,2.0,85.0
2440,MID33,9339.0,"341901,341902,341800,341700","0.32,0.45,0.25,0.40",Steven Ultrino (D),33rd Middlesex,(D),108,Hunting St @ Salem St,MALDEN,165.0,341902,916.0,65222.0,2.0,92.0
2441,NOR05,3911.0,"420301,420100,419700,419600","0.02,0.00,0.03,0.20",Mark J. Cusack (D),5th Norfolk,(D),230,Washington St @ Brewster Ave,BRAINTREE,40.0,419600,119.0,97469.0,2.0,101.0
2442,MID35,5085.0,"341101,341102,339100,336401,340100","0.69,0.64,0.00,0.04,0.28",Paul J. Donato (D),35th Middlesex,(D),99,Highland Ave @ Circle Rd,MALDEN,165.0,341101,1701.0,76719.0,2.0,94.0
2443,SUFF02,5653.0,"160400,160200,160502,160501,050101,050901,160300,160101","0.58,1.00,0.00,0.15,0.02,0.08,0.67,0.47",Daniel Joseph Ryan (D),2nd Suffolk,(D),"117,114,116,112",Broadway opp Cross St,CHELSEA,57.0,160200,3209.0,52347.0,2.0,125.0
2444,MID29,2187.0,"354900,354600,357300,357200,357100,354300","0.08,0.31,0.11,0.48,0.07,0.28",Jonathan Hecht (D),29th Middlesex,(D),"74,78",799 Concord Ave,CAMBRIDGE,49.0,354600,1139.0,126009.0,3.0,88.0
2445,MID27,2669.0,"354700,354500,351100,351000,350900,350400,350300,350200,351204","0.09,0.02,0.77,0.95,0.34,0.27,0.86,0.19,0.08",Denise Provost (D),27th Middlesex,(D),"90,88",235 Highland Ave,SOMERVILLE,274.0,351000,8201.0,104457.0,2.0,86.0
2446,NOR12,51618.0,"413402,413100,413500,413401","0.17,0.01,0.24,0.05",John H. Rogers (D),12th Norfolk,(D),"34E,70A",1182 Washington St @ Balch School,NORWOOD,220.0,413500,142.0,90268.0,2.0,108.0
2447,MID33,6284.0,"170300,341901,341902,341800,341700","0.04,0.45,0.66,0.01,0.05",Steven Ultrino (D),33rd Middlesex,(D),108,Beach St @ Clapp St,MALDEN,165.0,341902,774.0,72488.0,2.0,92.0
2448,NOR13,71852.0,"403400,403300,403100,457200","0.07,0.08,0.01,0.22",Denise C. Garlick (D),13th Norfolk,(D),59,Chestnut St @ Great Plain Ave,NEEDHAM,199.0,403300,168.0,157008.0,3.0,109.0
2449,NOR01,4050.0,"420301,420100","0.18,0.15",Bruce J. Ayers (D),1st Norfolk,(D),238,North St @ Truman Dr,RANDOLPH,244.0,420100,142.0,72105.0,2.0,97.0
2450,SUFF01,5893.0,"981600,051101,170601,051000,981502","0.07,0.80,0.00,0.40,0.44",Adrian C. Madaro (D),1st Suffolk,(D),120,Orient Ave @ Drumlin Rd,BOSTON,35.0,51101,2364.0,39745.0,1.0,124.0
2451,SUFF06,6459.0,"140400,110502,110401,110301,981100,110403,110201","0.19,0.03,0.44,0.34,0.09,0.59,1.00",Russell E. Holmes (D),6th Suffolk,(D),"27,30",Cummins Hwy @ Hyde Park Ave,BOSTON,35.0,110201,1592.0,60405.0,2.0,129.0
2452,MID09,18930.0,"368300,368200,368102,368902,368901","0.06,0.15,0.10,0.01,0.10",Thomas M. Stanley (D),9th Middlesex,(D),"34E,70A",Totten Pond Rd @ Rando Ln,WALTHAM,308.0,368200,151.0,100651.0,2.0,68.0
2453,MID33,9018.0,"341901,341902,341800,341700","0.44,0.63,0.09,0.17",Steven Ultrino (D),33rd Middlesex,(D),108,Salem St opp Wescott St,MALDEN,165.0,341902,843.0,69920.0,2.0,92.0
2454,SUFF06,6496.0,"140400,110502,110401,110301,981100,110403,110201","0.18,0.04,0.45,0.33,0.08,0.61,1.00",Russell E. Holmes (D),6th Suffolk,(D),"33,14,32",Hyde Park Ave @ Cummins Hwy,BOSTON,35.0,110201,1604.0,60724.0,2.0,129.0
2455,ESS11,6646.0,201100,0.15,Peter L. Capano (D),11th Essex,(D),439,Nahant Rd @ Little Nahant Rd,NAHANT,196.0,201100,37.0,90741.0,2.0,35.0
2456,SUFF06,6478.0,"140400,110502,110401,110301,981100,110403,110201","0.18,0.03,0.46,0.35,0.08,0.60,1.00",Russell E. Holmes (D),6th Suffolk,(D),"33,32",Hyde Park Ave @ Cummins Hwy,BOSTON,35.0,110201,1603.0,60585.0,2.0,129.0
2457,MID33,7540.0,"341901,341902,341800,341700","0.27,0.46,0.25,0.44",Steven Ultrino (D),33rd Middlesex,(D),"411,430",Broadway @ Mingo St,MALDEN,165.0,341700,942.0,65075.0,2.0,92.0
2458,MID10,78611.0,"369000,368902,368901","0.16,0.05,0.37",John J. Lawn (D),10th Middlesex,(D),554,Forest St @ Pigeon Ln,WALTHAM,308.0,368901,280.0,82228.0,2.0,69.0
2459,MID33,9218.0,"341101,341102,341700,341600,341500,336401,341300","0.37,0.08,0.01,0.60,0.00,0.05,0.38",Steven Ultrino (D),33rd Middlesex,(D),"136,137,131",Main St @ Leonard St,MALDEN,165.0,341300,1899.0,67883.0,2.0,92.0
2460,NOR07,4228.0,"420302,421100,457100","0.16,0.03,0.09",William J. Driscoll (D),7th Norfolk,(D),"238,240",701 S Main St,RANDOLPH,244.0,420302,107.0,72354.0,2.0,103.0
2461,SUFF02,15048.0,"160400,160200,160300,342400","0.62,0.38,0.93,0.05",Daniel Joseph Ryan (D),2nd Suffolk,(D),112,150 Captains Row,CHELSEA,57.0,160300,1462.0,52459.0,2.0,125.0
2462,MID09,89607.0,"368300,368200,368102,368902,368901","0.05,0.15,0.10,0.01,0.10",Thomas M. Stanley (D),9th Middlesex,(D),"34E,70A",Totten Pond Rd @ Rondo Ln,WALTHAM,308.0,368200,146.0,101281.0,2.0,68.0
2463,NOR06,111640.0,"456401,414300,456302,415102","0.06,0.05,0.07,0.19",William C. Galvin (D),6th Norfolk,(D),,"Cobbs Corner, Canton",CANTON,50.0,415102,187.0,84072.0,2.0,102.0
2464,MID33,7541.0,"341901,341902,341800,341700","0.27,0.46,0.24,0.44",Steven Ultrino (D),33rd Middlesex,(D),"411,430",Broadway opp Mingo St,MALDEN,165.0,341700,933.0,65281.0,2.0,92.0
2465,MID23,7959.0,"356500,356400,356601,358500,338400","0.20,0.20,0.01,0.01,0.12",Sean Garballey (D),23rd Middlesex,(D),67,Clyde Terr @ Lawrence Ln,ARLINGTON,10.0,356400,377.0,141899.0,3.0,82.0
2466,NOR03,4001.0,"421200,421100","0.09,0.14",Ronald Mariano (D),3rd Norfolk,(D),230,S Franklin St opp Hillsdale Rd,HOLBROOK,133.0,421100,105.0,70343.0,2.0,99.0
2467,NOR03,3976.0,"421200,421100","0.09,0.14",Ronald Mariano (D),3rd Norfolk,(D),230,S Franklin St @ Hillsdale Rd,HOLBROOK,133.0,421100,105.0,70343.0,2.0,99.0
2468,NOR13,81437.0,"403400,403300,403100,457200","0.07,0.08,0.01,0.24",Denise C. Garlick (D),13th Norfolk,(D),59,Chapel St @ Great Plain Ave,NEEDHAM,199.0,457200,176.0,157099.0,3.0,109.0
2469,SUFF01,5884.0,"051101,170601,160502,051000,981502","0.49,0.00,0.16,0.61,0.18",Adrian C. Madaro (D),1st Suffolk,(D),120,Boardman St @ Leyden St,BOSTON,35.0,51000,2025.0,48512.0,2.0,124.0
2470,MID33,9067.0,"170300,341901,341902,341800,341700","0.01,0.44,0.68,0.03,0.10",Steven Ultrino (D),33rd Middlesex,(D),108,Salem St @ Bellavale St,MALDEN,165.0,341902,812.0,71743.0,2.0,92.0
2471,MID23,6960.0,"338500,339100,339200","0.18,0.08,0.24",Sean Garballey (D),23rd Middlesex,(D),134,Winthrop St @ Robinson Rd,MEDFORD,176.0,339200,327.0,148682.0,3.0,82.0
2472,MID25,2299.0,"354900,354800,354700,354600,354500,351000,350900,350800,350500,350400,354000,353600,355000","0.06,0.96,1.00,0.11,0.64,0.27,0.99,0.14,0.13,0.16,0.09,0.01,0.20",Marjorie C. Decker (D),25th Middlesex,(D),"83,77",Massachusetts Ave @ Walden St,CAMBRIDGE,49.0,354700,6630.0,123300.0,2.0,84.0
2473,SUFF14,2800.0,"110607,110502,110501,110401,140106,140105,980700,110403","0.03,0.99,0.38,0.12,0.64,0.02,0.01,0.82",Angelo M. Scaccia (D),14th Suffolk,(D),"40,50",Metropolitan Ave @ Kittredge St,BOSTON,35.0,110403,2204.0,77987.0,2.0,137.0
2474,NOR07,4237.0,"420302,421100,457100","0.24,0.02,0.06",William J. Driscoll (D),7th Norfolk,(D),"238,240",S Main St @ Karen Dr,RANDOLPH,244.0,420302,133.0,73099.0,2.0,103.0
2475,MID34,2386.0,"351300,351100,351000,350300,350200,351204,351404,350104,339700,339600","0.34,0.73,0.05,0.57,0.95,0.00,0.08,0.38,0.01,0.06",Christine P. Barber (D),34th Middlesex,(D),80,Medford St @ Sycamore St,SOMERVILLE,274.0,350200,5166.0,87023.0,2.0,93.0
2476,NOR03,4002.0,"421200,421100","0.08,0.15",Ronald Mariano (D),3rd Norfolk,(D),230,S Franklin St @ Dresser Ave,HOLBROOK,133.0,421100,106.0,70337.0,2.0,99.0
2477,MID33,6285.0,"170300,341901,341902,341800,341700","0.01,0.44,0.68,0.03,0.09",Steven Ultrino (D),33rd Middlesex,(D),108,Salem St opp Bellavale St,MALDEN,165.0,341902,806.0,71769.0,2.0,92.0
2478,SUFF13,8813.0,"416400,417200,100800,100700,100603","0.07,0.00,0.17,0.88,0.01",Daniel J. Hunt (D),13th Suffolk,(D),202,Hilltop St opp Whitridge St,BOSTON,35.0,100700,686.0,89636.0,2.0,136.0
2479,NOR03,3975.0,"421200,421100","0.08,0.15",Ronald Mariano (D),3rd Norfolk,(D),230,S Franklin St @ Dresser Ave,HOLBROOK,133.0,421100,106.0,70337.0,2.0,99.0
2480,MID34,2400.0,"351300,351100,351000,350300,350200,351204,351404,350104,339700,339600","0.33,0.73,0.05,0.58,0.95,0.00,0.08,0.38,0.01,0.06",Christine P. Barber (D),34th Middlesex,(D),80,Medford St @ Sycamore St,SOMERVILLE,274.0,350200,5162.0,87088.0,2.0,93.0
2481,MID15,8634.0,"358400,358300","0.15,0.12",Michelle Ciccolo (D),15th Middlesex,(D),"76,62",Marrett Rd opp Prospect Hill Rd,LEXINGTON,155.0,358300,116.0,154654.0,3.0,74.0
2482,MID09,1605.0,"368300,368200,368102,368902,368901","0.06,0.09,0.09,0.04,0.20",Thomas M. Stanley (D),9th Middlesex,(D),"34E,170,70A",Lexington St @ Lincoln St,WALTHAM,308.0,368901,214.0,92576.0,2.0,68.0
2483,SUFF14,2801.0,"110607,110502,110501,110401,140106,140105,980700,110403","0.04,1.00,0.41,0.11,0.64,0.01,0.01,0.80",Angelo M. Scaccia (D),14th Suffolk,(D),50,Metropolitan Ave @ Kittredge St,BOSTON,35.0,110502,2213.0,78191.0,2.0,137.0
2484,MID35,5060.0,"341101,341102,339100,336401,340100","0.67,0.55,0.00,0.04,0.32",Paul J. Donato (D),35th Middlesex,(D),99,672 Highland Ave,MALDEN,165.0,341102,1588.0,78554.0,2.0,94.0
2485,NOR07,4238.0,"420302,421100,457100","0.26,0.02,0.05",William J. Driscoll (D),7th Norfolk,(D),"238,240",S Main St @ Frederickson Dr,RANDOLPH,244.0,420302,140.0,73260.0,2.0,103.0
2486,ESS11,6611.0,201100,0.15,Peter L. Capano (D),11th Essex,(D),439,Nahant Rd opp Little Nahant Rd,NAHANT,196.0,201100,37.0,90741.0,2.0,35.0
2487,SUFF01,5892.0,"981600,051101,170601,051000,981502","0.02,0.72,0.00,0.47,0.39",Adrian C. Madaro (D),1st Suffolk,(D),120,202 Orient Ave,BOSTON,35.0,51101,2257.0,42000.0,2.0,124.0
2488,MID25,2318.0,"354900,354800,354700,354600,354500,351000,350900,350800,350500,350400,354000,353600,355000","0.07,0.97,1.00,0.11,0.62,0.25,0.99,0.17,0.15,0.17,0.06,0.01,0.21",Marjorie C. Decker (D),25th Middlesex,(D),"83,77",Massachusetts Ave opp Walden St,CAMBRIDGE,49.0,354700,6604.0,123565.0,2.0,84.0
2489,MID15,8631.0,"358400,358300","0.14,0.14",Michelle Ciccolo (D),15th Middlesex,(D),"76,62",Marrett Rd @ Tufts Rd,LEXINGTON,155.0,358400,120.0,155640.0,3.0,74.0
2490,NOR07,4227.0,"420302,421100,457100","0.27,0.01,0.05",William J. Driscoll (D),7th Norfolk,(D),"238,240",625 S Main St opp Frederickson Dr,RANDOLPH,244.0,420302,140.0,73376.0,2.0,103.0
2491,SUFF12,495.0,"100800,100500,100400,100300,101002,100900","0.27,0.25,1.00,0.35,0.02,0.52",Daniel Cullinane (D),12th Suffolk,(D),26,Washington St @ Codman Hill Ave,BOSTON,35.0,100400,2888.0,62271.0,2.0,135.0
2492,MID27,2678.0,"354700,354500,351100,351000,350900,350400,350300,350200,351204","0.22,0.06,0.62,0.95,0.47,0.41,0.88,0.10,0.02",Denise Provost (D),27th Middlesex,(D),"90,88",Highland Ave @ Conwell St,SOMERVILLE,274.0,351000,8442.0,107830.0,2.0,86.0
2493,MID15,8606.0,"358400,358300","0.14,0.14",Michelle Ciccolo (D),15th Middlesex,(D),"76,62",Marrett Rd @ Tufts Rd,LEXINGTON,155.0,358400,120.0,155640.0,3.0,74.0
2494,MID27,2670.0,"354700,354500,351100,351000,350900,350400,350300,350200,351204","0.23,0.06,0.61,0.94,0.48,0.41,0.88,0.09,0.02",Denise Provost (D),27th Middlesex,(D),"90,88",263 Highland Ave,SOMERVILLE,274.0,351000,8393.0,108041.0,2.0,86.0
2495,NOR07,4239.0,"420302,421100,457100","0.31,0.01,0.04",William J. Driscoll (D),7th Norfolk,(D),"238,240",S Main St @ Woodlawn Rd,RANDOLPH,244.0,420302,156.0,73559.0,2.0,103.0
2496,MID15,8603.0,"358400,358300","0.15,0.12",Michelle Ciccolo (D),15th Middlesex,(D),"76,62",Marrett Rd @ Prospect Hill Rd,LEXINGTON,155.0,358300,116.0,154654.0,3.0,74.0
2497,SUFF12,537.0,"100800,100500,100400,100300,100900,100700","0.55,0.14,0.90,0.00,0.32,0.04",Daniel Cullinane (D),12th Suffolk,(D),"24,217,215,21,27,240",Dorchester Ave @ Gallivan Blvd,BOSTON,35.0,100400,2505.0,68223.0,2.0,135.0
2498,MID29,2341.0,"354900,354600,357300,357200,357100,354300","0.09,0.30,0.07,0.51,0.11,0.23",Jonathan Hecht (D),29th Middlesex,(D),78,Blanchard Rd opp Merrill Ave,CAMBRIDGE,49.0,357200,1135.0,128032.0,3.0,88.0
2499,MID24,2191.0,"354900,354600,357400,357300,357200,357100,354300","0.02,0.18,0.02,0.13,0.74,0.15,0.13",David M. Rogers (D),24th Middlesex,(D),"74,725,75,72",Concord Ave @ Trowbridge St,BELMONT,26.0,357200,906.0,143988.0,3.0,83.0
2500,MID33,9211.0,"341101,341102,341700,341600,336401,341300","0.37,0.07,0.01,0.60,0.06,0.36",Steven Ultrino (D),33rd Middlesex,(D),"136,137,131",Main St @ Winter St,MALDEN,165.0,341300,1866.0,68296.0,2.0,92.0
2501,MID24,2144.0,"354900,354600,357400,357300,357200,357100,354300","0.01,0.17,0.02,0.13,0.77,0.16,0.11",David M. Rogers (D),24th Middlesex,(D),"74,725,75,72",Concord Ave @ Watson Rd,BELMONT,26.0,357200,876.0,146082.0,3.0,83.0
2502,MID33,5435.0,"341901,341902,341800,341700,341600","0.03,0.15,0.40,0.85,0.14",Steven Ultrino (D),33rd Middlesex,(D),106,Lebanon St @ Orchard St,MALDEN,165.0,341700,1156.0,60916.0,2.0,92.0
2503,NOR07,14225.0,"420302,421100,457100","0.31,0.00,0.04",William J. Driscoll (D),7th Norfolk,(D),"238,240",S Main St opp Woodlawn Rd,RANDOLPH,244.0,420302,151.0,73652.0,2.0,103.0
2504,MID27,2584.0,"354800,354700,354500,351100,351000,350900,350800,350500,350400,350300,354000,353600,355000","0.57,0.96,0.51,0.01,0.71,0.96,0.04,0.13,0.46,0.03,0.02,0.03,0.13",Denise Provost (D),27th Middlesex,(D),"96,87",Elm St @ Beech St,SOMERVILLE,274.0,350900,8119.0,123432.0,2.0,86.0
2505,NOR03,4003.0,"421200,421100","0.08,0.16",Ronald Mariano (D),3rd Norfolk,(D),230,S Franklin St opp Walsh Rd,HOLBROOK,133.0,421100,111.0,70335.0,2.0,99.0
2506,MID33,5467.0,"341901,341902,341800,341700,341600","0.03,0.15,0.40,0.85,0.14",Steven Ultrino (D),33rd Middlesex,(D),106,Lebanon St @ Granite St,MALDEN,165.0,341700,1156.0,60916.0,2.0,92.0
2507,SUFF12,512.0,"100800,100500,100400,100300,101002,100900","0.26,0.26,1.00,0.35,0.02,0.52",Daniel Cullinane (D),12th Suffolk,(D),26,Washington St opp Codman Hill Ave,BOSTON,35.0,100400,2890.0,62099.0,2.0,135.0
2508,MID29,2340.0,"354900,354600,357300,357200,357100,354300","0.10,0.30,0.06,0.51,0.12,0.22",Jonathan Hecht (D),29th Middlesex,(D),78,Blanchard Rd @ Merrill Ave,CAMBRIDGE,49.0,357200,1153.0,127829.0,3.0,88.0
2509,NOR06,111815.0,"456401,414300,456302,415102","0.00,0.01,0.01,0.30",William C. Galvin (D),6th Norfolk,(D),,Washington St from High St to Cobbs Corner (FLAG),CANTON,50.0,415102,211.0,87027.0,2.0,102.0
2510,MID15,8594.0,"358100,358500,358400","0.20,0.06,0.07",Michelle Ciccolo (D),15th Middlesex,(D),"76,62",Massachusetts Ave @ Rhodes St,LEXINGTON,155.0,358400,113.0,171663.0,3.0,74.0
2511,MID23,9102.0,"338500,339100,339200","0.19,0.07,0.22",Sean Garballey (D),23rd Middlesex,(D),134,713 Winthrop St opp Robinson Rd,MEDFORD,176.0,339200,309.0,151071.0,3.0,82.0
2512,MID34,2724.0,"351300,351100,350200,351404,351403,350104,350103","0.24,0.06,0.85,0.26,0.42,0.82,0.30",Christine P. Barber (D),34th Middlesex,(D),"101,89",Broadway @ Grant St,SOMERVILLE,274.0,350200,4057.0,76952.0,2.0,93.0
2513,SUFF10,8392.0,"402101,130402,130300,130200,130100,130404","0.00,0.37,0.04,0.24,0.17,0.01",Edward F. Coppinger (D),10th Suffolk,(D),52,Baker St @ Cutter Rd,BOSTON,35.0,130100,516.0,91703.0,2.0,133.0
2514,MID27,2626.0,"354800,354700,354500,351100,351000,350900,350800,350500,350400,350300,354000,353600,355000","0.60,0.97,0.50,0.00,0.69,0.97,0.05,0.16,0.47,0.02,0.02,0.03,0.14",Denise Provost (D),27th Middlesex,(D),"96,87",Elm St @ Saint James Ave,SOMERVILLE,274.0,350900,8127.0,123605.0,2.0,86.0
2515,MID15,8607.0,"358400,358300","0.14,0.13",Michelle Ciccolo (D),15th Middlesex,(D),"76,62",Marrett Rd @ Middle St,LEXINGTON,155.0,358400,116.0,155311.0,3.0,74.0
2516,NOR06,111642.0,"414300,456302,415102","0.01,0.01,0.30",William C. Galvin (D),6th Norfolk,(D),,Washington St from Cobbs Corner to High St (FLAG),CANTON,50.0,415102,211.0,87027.0,2.0,102.0
2517,SUFF16,7410.0,"170300,341901,341902","0.22,0.14,0.37",RoseLee Vincent (D),16th Suffolk,(D),"429,428,411,108,426",Lynn St @ Lawrence St,REVERE,248.0,170300,573.0,72788.0,2.0,139.0
2518,SUFF02,5607.0,"160400,160200,160502,160501,050901,160300,160101","0.68,1.00,0.00,0.29,0.01,0.64,0.41",Daniel Joseph Ryan (D),2nd Suffolk,(D),"114,111,112",Third St @ Chestnut St,CHELSEA,57.0,160400,3169.0,52089.0,2.0,125.0
2519,SUFF13,3063.0,"417502,417501,417300,417200,100700,100603","0.77,0.02,0.11,0.30,0.05,0.01",Daniel J. Hunt (D),13th Suffolk,(D),202,Hancock St opp Myrtle St,QUINCY,243.0,417200,1614.0,81574.0,2.0,136.0
2520,NOR03,3973.0,"421200,421100","0.08,0.16",Ronald Mariano (D),3rd Norfolk,(D),230,S Franklin St @ Walsh Rd,HOLBROOK,133.0,421200,111.0,70335.0,2.0,99.0
2521,SUFF01,4728.0,"051101,170601,160502,051000,981502","0.41,0.00,0.22,0.56,0.20",Adrian C. Madaro (D),1st Suffolk,(D),"450,120,448,449,459",McClellan Highway @ Boardman St,BOSTON,35.0,51101,1833.0,47189.0,2.0,124.0
2522,SUFF16,7419.0,"170300,341901,341902","0.22,0.14,0.37",RoseLee Vincent (D),16th Suffolk,(D),"429,411,426,428",Lynn St @ Spring St,REVERE,248.0,170300,573.0,72788.0,2.0,139.0
2523,SUFF02,15047.0,"160400,160200,160300,342400","0.59,0.09,0.90,0.10",Daniel Joseph Ryan (D),2nd Suffolk,(D),112,Captains Row @ Commandants Way,CHELSEA,57.0,160300,1163.0,53059.0,2.0,125.0
2524,SUFF10,85567.0,"402101,130402,130300,130200,130100,130404","0.00,0.37,0.04,0.24,0.18,0.01",Edward F. Coppinger (D),10th Suffolk,(D),52,Baker St @ Cutter Rd,BOSTON,35.0,130100,523.0,91859.0,2.0,133.0
2525,NOR07,4240.0,"420302,421100,457100","0.32,0.00,0.04",William J. Driscoll (D),7th Norfolk,(D),"238,240",S Main St @ Centre St,RANDOLPH,244.0,420302,156.0,73666.0,2.0,103.0
2526,SUFF02,25051.0,"160400,160200,160300,342400","0.59,0.08,0.90,0.10",Daniel Joseph Ryan (D),2nd Suffolk,(D),112,Captains Row @ Commandants Way,CHELSEA,57.0,160300,1151.0,53079.0,2.0,125.0
2527,MID15,8630.0,"358400,358300","0.14,0.13",Michelle Ciccolo (D),15th Middlesex,(D),"76,62",Marrett Rd @ Middle St,LEXINGTON,155.0,358400,116.0,155311.0,3.0,74.0
2528,NOR01,3129.0,"417502,417501,417400,417300,417200","0.97,0.89,0.00,0.03,0.07",Bruce J. Ayers (D),1st Norfolk,(D),"217,211",E Squantum St @ Faxon Rd.,QUINCY,243.0,417502,2178.0,83883.0,2.0,97.0
2529,MID15,8602.0,"358400,358300","0.16,0.11",Michelle Ciccolo (D),15th Middlesex,(D),"76,62",Marrett Rd @ Waltham St,LEXINGTON,155.0,358400,117.0,153997.0,3.0,74.0
2530,SUFF02,5606.0,"160400,160200,160502,160501,050901,160300,160101","0.57,1.00,0.06,0.47,0.01,0.37,0.66",Daniel Joseph Ryan (D),2nd Suffolk,(D),"117,114,112,111,116",Broadway @ Fourth St,CHELSEA,57.0,160400,3695.0,52139.0,2.0,125.0
2531,MID26,2902.0,"350200,351404,351403,350104,350103","0.30,0.07,0.77,0.64,0.92",Mike Connolly (D),26th Middlesex,(D),95,Mystic Ave @ Kensingston Ave,SOMERVILLE,274.0,350104,3013.0,80996.0,2.0,85.0
2532,NOR07,4225.0,"420302,421100,457100","0.33,0.00,0.03",William J. Driscoll (D),7th Norfolk,(D),"238,240",S Main St opp Centre St,RANDOLPH,244.0,420302,159.0,73784.0,2.0,103.0
2533,MID15,8635.0,"358400,358300","0.16,0.11",Michelle Ciccolo (D),15th Middlesex,(D),"76,62",Marrett Rd @ Waltham St,LEXINGTON,155.0,358400,117.0,153997.0,3.0,74.0
2534,SUFF12,3375.0,"100800,100500,100400,100900,100700","0.60,0.13,0.82,0.26,0.06",Daniel Cullinane (D),12th Suffolk,(D),215,Gallivan Blvd @ Hutchinson St,BOSTON,35.0,100800,2398.0,69332.0,2.0,135.0
2535,SUFF01,4721.0,"051101,170601,160502,051000,981502","0.40,0.00,0.23,0.56,0.20",Adrian C. Madaro (D),1st Suffolk,(D),"459,450",McClellan Highway @ Boardman St,BOSTON,35.0,51000,1818.0,47144.0,2.0,124.0
2536,MID35,45059.0,"341101,341102,339100,336401,340100","0.65,0.46,0.01,0.04,0.35",Paul J. Donato (D),35th Middlesex,(D),99,Highland Ave @ Pamela Circle,MALDEN,165.0,341102,1475.0,80485.0,2.0,94.0
2537,NOR12,79618.0,"411200,411100","0.12,0.06",John H. Rogers (D),12th Norfolk,(D),"34E,70A",625 Washington St,WALPOLE,307.0,411200,105.0,113755.0,2.0,108.0
2538,MID27,2677.0,"354700,354500,351100,351000,350900,350400,350300,350200","0.40,0.10,0.44,0.92,0.59,0.57,0.84,0.03",Denise Provost (D),27th Middlesex,(D),"90,88",Highland Ave @ Cedar St,SOMERVILLE,274.0,351000,8635.0,111559.0,2.0,86.0
2539,MID24,2143.0,"354900,354600,357400,357300,357200,357100,354300","0.00,0.11,0.03,0.08,0.88,0.21,0.05",David M. Rogers (D),24th Middlesex,(D),"74,725,75,72",Concord Ave @ Edgemoor Rd,BELMONT,26.0,357200,795.0,153428.0,3.0,83.0
2540,MID33,5992.0,"341101,341102,341600,336401,341300","0.64,0.18,0.29,0.11,0.35",Steven Ultrino (D),33rd Middlesex,(D),132,Washington St @ Grove St,MALDEN,165.0,341101,1857.0,70495.0,2.0,92.0
2541,NOR12,91618.0,"411200,411100","0.12,0.06",John H. Rogers (D),12th Norfolk,(D),"34E,70A",624 Washington St opp Bird Middle School,WALPOLE,307.0,411200,105.0,113755.0,2.0,108.0
2542,SUFF12,540.0,"100500,100400,100300,101102,101002,100900,100200,100100","0.05,0.29,0.95,0.48,0.52,0.13,0.90,0.01",Daniel Cullinane (D),12th Suffolk,(D),"21,26",Morton St @ Selden St,BOSTON,35.0,100300,2966.0,49291.0,2.0,135.0
2543,MID09,78604.0,"357700,369100,369000","0.14,0.35,0.25",Thomas M. Stanley (D),9th Middlesex,(D),554,Trapelo Rd @ Briarwood Rd,WALTHAM,308.0,369100,174.0,95186.0,2.0,68.0
2544,NOR03,4004.0,"421200,421100","0.08,0.15",Ronald Mariano (D),3rd Norfolk,(D),230,S Franklin St opp King Rd,HOLBROOK,133.0,421100,106.0,70337.0,2.0,99.0
2545,MID15,8642.0,"358100,358500,358400","0.19,0.06,0.08",Michelle Ciccolo (D),15th Middlesex,(D),"76,62",Massachusetts Ave @ Marret Rd - Rt 2A,LEXINGTON,155.0,358400,114.0,170798.0,3.0,74.0
2546,ESS10,7243.0,"207200,207000,206800,206200,206100,206000,205900,205500,205200","0.00,0.34,0.26,0.88,1.00,0.64,0.06,0.40,0.05",Daniel H. Cahill (D),10th Essex,(D),435,Washington St @ Henry Ave,LYNN,163.0,206100,1999.0,40594.0,1.0,34.0
2547,SUFF12,3369.0,"416400,100800,100700","0.05,0.50,0.66",Daniel Cullinane (D),12th Suffolk,(D),215,Granite Ave @ Milton St,BOSTON,35.0,100800,977.0,89191.0,2.0,135.0
2548,MID09,78628.0,"357700,369100,369000","0.14,0.35,0.25",Thomas M. Stanley (D),9th Middlesex,(D),554,Trapelo Rd opp Briarwood Rd,WALTHAM,308.0,369100,174.0,95186.0,2.0,68.0
