,B19013_001E,state,county,tract
1150,70956,25,23,525203
1151,123708,25,23,525204
1152,99394,25,23,530801
1153,87140,25,23,530802
1154,96354,25,23,530901
1155,110250,25,23,530902
1156,73516,25,23,540101
1157,102115,25,23,540102
1158,140948,25,23,540103
1159,105000,25,23,542101
1160,81875,25,23,542102
1161,28750,25,23,561200
1162,-666666666,25,23,990003
1163,70518,25,25,503
1164,58250,25,25,504
1165,33719,25,25,703
1166,61822,25,25,704
1167,54896,25,25,803
1168,31375,25,25,10103
1169,57792,25,25,10104
1170,42813,25,25,10203
1171,41683,25,25,10204
1172,29946,25,25,10403
1173,29474,25,25,10404
1174,16192,25,25,10405
1175,64330,25,25,10408
1176,107344,25,25,10701
1177,150781,25,25,10702
1178,116184,25,25,10801
1179,126518,25,25,10802
1180,111569,25,25,20101
1181,89018,25,25,20301
1182,123250,25,25,20302
1183,105195,25,25,20303
1184,118333,25,25,40401
1185,53871,25,25,40801
1186,42414,25,25,50101
1187,85074,25,25,140202
1188,54899,25,25,170800
1189,103417,25,25,120600
1190,104829,25,25,130100
1191,51667,25,25,160300
1192,58813,25,25,170100
1193,72584,25,25,170300
1194,76204,25,25,180200
1195,86786,25,25,110501
1196,72910,25,25,180500
1197,64526,25,25,92200
1198,38750,25,25,91300
1199,43125,25,25,91700
1200,88425,25,25,100800
1201,70184,25,25,401
1202,82115,25,17,383502
1203,83433,25,17,353800
1204,109505,25,17,354100
1205,186250,25,17,358600
1206,125152,25,17,359100
1207,183988,25,17,365100
1208,157923,25,17,367200
1209,159525,25,17,373900
1210,121591,25,17,382100
1211,118897,25,17,382200
1212,100580,25,17,382500
1213,46125,25,17,383501
1214,186793,25,17,338500
1215,70711,25,17,341600
1216,68526,25,17,341700
1217,35977,25,17,341800
1218,77539,25,17,351500
1219,167375,25,17,354200
1220,71250,25,17,354900
1221,99453,25,17,355000
1222,110500,25,17,357500
1223,90096,25,17,357600
1224,164514,25,17,358300
1225,146767,25,17,358400
1226,113359,25,17,363102
1227,66111,25,17,368700
1228,103219,25,17,370101
1229,100956,25,17,370400
1230,147396,25,17,387202
1231,63125,25,17,341500
1232,90143,25,17,383600
1233,92130,25,17,383700
1234,45689,25,17,341300
1235,58243,25,17,342400
1236,87656,25,17,350300
1237,40446,25,25,10300
1238,58698,25,25,50700
1239,35833,25,25,80300
1240,22500,25,25,80500
1241,50696,25,25,81100
1242,46769,25,25,91600
1243,46741,25,25,100500
1244,78220,25,25,100900
1245,57875,25,25,110401
1246,38403,25,25,91800
1247,52993,25,25,92000
1248,29483,25,25,100100
1249,87712,25,21,456200
1250,107096,25,21,400400
1251,172500,25,21,403100
1252,122871,25,21,403500
1253,205074,25,21,404202
1254,142837,25,21,406101
1255,106336,25,21,407100
1256,107598,25,21,410300
1257,70288,25,21,421100
1258,70431,25,21,421200
1259,132150,25,21,442102
1260,101115,25,21,443102
1261,117286,25,21,401000
1262,160633,25,21,406102
1263,110529,25,21,422301
1264,119722,25,21,402300
1265,93974,25,21,417300
1266,80434,25,21,419800
1267,82300,25,21,417502
1268,132204,25,21,423100
1269,158485,25,21,404302
1270,69851,25,27,761100
1271,64063,25,27,733102
1272,81839,25,27,737100
1273,55444,25,27,737200
1274,55176,25,27,732203
1275,77480,25,27,755200
1276,108056,25,27,740102
1277,109500,25,27,749100
1278,60689,25,27,753200
1279,29531,25,27,757200
1280,54625,25,27,703100
1281,60469,25,27,703200
1282,70030,25,27,705100
1283,64957,25,27,707400
1284,52724,25,27,710600
1285,155093,25,27,715100
1286,98520,25,27,718100
1287,31726,25,27,731700
1288,47839,25,27,732201
1289,126464,25,27,740101
1290,71125,25,25,140201
1291,77885,25,25,402
1292,76574,25,25,601
1293,96250,25,25,30200
1294,110278,25,25,30500
1295,52262,25,25,40200
1296,54753,25,25,50200
1297,20000,25,25,50300
1298,69500,25,25,50600
1299,113505,25,25,70300
1300,102250,25,25,70500
1301,90547,25,25,70800
1302,61964,25,25,80900
1303,47589,25,25,81400
1304,30703,25,25,81800
1305,30326,25,25,90300
1306,50417,25,25,92300
1307,54800,25,25,160400
1308,49821,25,25,160200
1309,48621,25,25,170400
1310,45942,25,17,310300
1311,62944,25,17,310601
1312,37961,25,17,312100
1313,74115,25,17,312300
1314,91750,25,17,314101
1315,71235,25,17,314200
1316,108138,25,17,316102
1317,97841,25,17,316201
1318,139157,25,17,317103
1319,79969,25,17,336402
1320,84917,25,17,325100
1321,153148,25,17,330100
1322,93125,25,17,332300
1323,84784,25,17,339900
1324,65682,25,17,342600
1325,107946,25,17,352800
1326,121625,25,17,352900
1327,94194,25,17,321600
1328,93343,25,17,333100
1329,102634,25,17,334200
1330,90811,25,17,334400
1331,161625,25,17,338100
1332,101728,25,17,340100
1333,109896,25,17,350500
1334,66639,25,17,342300
1335,59840,25,17,342500
1336,71912,25,17,350700
1337,135000,25,17,350800
1338,128958,25,17,350900
1339,112632,25,17,353300
1340,78510,25,17,301101
1341,103708,25,17,353600
1342,60875,25,25,502
1343,141736,25,25,40600
1344,71645,25,25,51200
1345,116090,25,25,60800
1346,25280,25,25,70200
1347,40536,25,25,82000
1348,154659,25,25,70600
1349,18003,25,25,81300
1350,21964,25,25,81900
1351,79087,25,25,91100
1352,54828,25,25,100400
1353,100883,25,25,302
1354,64964,25,25,701
1355,49417,25,25,10500
1356,92047,25,25,30400
1357,61029,25,25,50500
1358,91118,25,27,728300
1359,70167,25,27,731102
1360,28144,25,27,731300
1361,23252,25,27,731500
1362,132063,25,27,746100
1363,34207,25,27,732400
1364,-666666666,25,27,732902
1365,53611,25,23,510700
1366,54493,25,23,510501
1367,48816,25,23,511200
1368,44451,25,23,511600
1369,83214,25,23,511702
1370,101985,25,23,524101
1371,103396,25,23,541100
1372,80701,25,23,542200
1373,75089,25,23,520201
1374,72576,25,23,521102
1375,74303,25,23,521201
1376,97340,25,23,522102
1377,79844,25,23,523100
1378,81071,25,23,524102
1379,76642,25,23,525101
1380,-666666666,25,23,525300
1381,95726,25,23,530400
1382,59896,25,23,545400
1383,73409,25,25,130404
1384,47102,25,25,130406
1385,97545,25,25,140105
1386,35938,25,25,140106
1387,69599,25,25,140107
1388,57031,25,25,160101
1389,47366,25,25,160501
1390,51326,25,25,160502
1391,59671,25,25,160601
1392,62960,25,25,160602
1393,45000,25,25,170501
1394,53406,25,25,170502
1395,66026,25,25,170601
1396,52568,25,25,170701
1397,49968,25,25,170702
1398,43125,25,25,180101
1399,91625,25,25,180301
1400,-666666666,25,25,980101
1401,-666666666,25,25,980300
1402,-666666666,25,25,980700
1403,-666666666,25,25,981000
1404,43333,25,25,981100
1405,-666666666,25,25,981201
1406,-666666666,25,25,981202
1407,115893,25,25,981300
1408,-666666666,25,25,981502
1409,-666666666,25,25,981501
1410,-666666666,25,25,981600
1411,-666666666,25,25,981700
1412,-666666666,25,25,981800
1413,-666666666,25,25,990101
1414,98000,25,27,709501
1415,75508,25,27,709502
1416,84375,25,27,721101
1417,104050,25,27,721102
1418,68846,25,27,731001
1419,38212,25,27,731002
1420,20478,25,27,731203
1421,34688,25,27,731204
1422,75449,25,27,732301
1423,44000,25,27,732302
1424,66711,25,27,732801
1425,61069,25,27,732802
1426,104474,25,27,738201
1427,123178,25,27,738202
1428,131089,25,27,741101
1429,153393,25,27,741102
1430,184079,25,27,742401
1431,131778,25,27,742402
1432,95422,25,27,747101
1433,78063,25,27,747102
1434,100539,25,27,751101
1435,113636,25,27,751102
1436,79375,25,27,758101
1437,96571,25,27,758102
1438,77938,25,27,761200
1439,94122,25,27,761300
1440,148625,25,27,761400
1441,69267,25,1,10206
1442,65446,25,1,10208
1443,79044,25,1,10304
1444,62553,25,1,10306
1445,70688,25,1,11002
1446,68611,25,1,11801
1447,71417,25,1,11802
1448,62891,25,1,12001
1449,54206,25,1,12002
1450,63021,25,1,12502
1451,64331,25,1,12101
1452,54455,25,1,12102
1453,64034,25,1,12601
1454,44388,25,1,12602
1455,82321,25,1,13002
1456,71250,25,1,14002
1457,93468,25,1,14402
1458,78232,25,1,15001
1459,57117,25,1,15002
1460,34222,25,1,15300
1461,-666666666,25,1,990000
1462,62500,25,3,935200
1463,134325,25,5,600203
1464,116078,25,5,600204
1465,133910,25,5,610203
1466,119063,25,5,610204
1467,115521,25,5,611101
1468,108177,25,5,611102
1469,112574,25,5,611201
1470,99833,25,5,611202
1471,45762,25,5,613901
1472,69750,25,5,613902
1473,52741,25,5,630101
1474,58362,25,5,630102
1475,34692,25,5,640901
1476,17632,25,5,641101
